英雄,胜率,使用频率
敌法师,46.6890969507,6772986
斧王,54.7320017711,7019524
祸乱之源,43.8468547168,1064610
嗜血狂魔,51.5634923812,6170449
水晶室女,54.5285484955,5075644
卓尔游侠,49.3059316104,5486419
撼地者,48.9457078459,3648704
主宰,49.6891713016,7784352
米拉娜,49.7893616405,6771796
变体精灵,45.7794332731,2747214
影魔,49.773723805,6293415
幻影长矛手,46.9837522429,2532965
帕克,41.8402362893,1594317
帕吉,53.77582148,13849516
剃刀,44.3405289689,1499937
沙王,48.0618040091,3452721
风暴之灵,47.9082488982,3965075
斯温,50.2532628583,4347262
小小,44.194928947,2639649
复仇之魂,52.229406667,2801732
风行者,44.6877479875,4293311
宙斯,54.4214685809,3288862
昆卡,43.7350566353,2584341
莉娜,43.2944545466,2917958
莱恩,48.3226353063,4343480
暗影萨满,50.8510338947,2352609
斯拉达,52.8702114071,5060568
潮汐猎人,52.072201029,1993822
巫医,51.2718325262,2560400
巫妖,52.9672366915,2083184
力丸,54.7097412609,7080028
谜团,52.8909859033,2167738
修补匠,47.6144279716,4147915
狙击手,51.0608147807,11493571
瘟疫法师,57.5033178853,5452268
术士,52.9064682138,1650904
兽王,44.8492427949,658078
痛苦女王,41.8175906552,3321650
剧毒术士,50.9786091566,2177427
虚空假面,47.0222716707,3774975
冥魂大帝,56.658381167,5306057
死亡先知,43.2246459925,1207531
幻影刺客,53.2894609178,12471010
帕格纳,45.9878831239,1313870
圣堂刺客,46.913604131,2481114
冥界亚龙,49.7635477035,3721258
露娜,54.8174266087,6188169
龙骑士,50.0021413659,2405007
戴泽,50.7678714859,2116500
发条技师,49.3956209313,1894010
拉席克,44.3178176066,867378
先知,41.8560779734,1886591
噬魂鬼,48.8896305918,4317392
黑暗贤者,50.0069390119,1289809
克林克兹,45.4259567651,2657758
全能骑士,55.1888221732,3122038
魅惑魔女,41.7043827237,1131260
哈斯卡,44.2945800337,3078783
暗夜魔王,49.5407645481,1764781
育母蜘蛛,39.9881712181,842014
赏金猎人,46.5380562453,4304576
编织者,52.71805414,5976463
杰奇洛,53.7376659453,2017382
蝙蝠骑士,43.4911637019,1035162
陈,42.2619465775,370106
幽鬼,56.7932250494,3121853
远古冰魄,49.8810480739,1480430
末日使者,42.9583017291,1135131
熊战士,52.8750154677,3879040
裂魂人,53.4194157795,5420385
矮人直升机,44.1060942799,1307554
炼金术士,45.8736336404,2588173
祈求者,46.1535673328,7724833
沉默术士,53.4018226748,3554227
殁境神蚀者,46.6597625969,2794487
狼人,51.924846864,1223422
酒仙,46.3665078654,671489
暗影恶魔,47.4772553771,1427810
德鲁伊,44.5576154329,1249535
混沌骑士,53.9979387032,2538208
米波,44.5307065399,1835749
树精卫士,54.6629836965,2812223
食人魔魔法师,52.998269379,4512253
不朽尸王,51.0417722657,1568433
拉比克,45.2741238822,4252767
干扰者,50.2286518315,2034753
司夜刺客,49.1213036581,3206853
娜迦海妖,46.206024961,939226
光之守卫,50.0886731276,1563044
艾欧,37.7755880644,593685
维萨吉,45.5521143945,555691
斯拉克,50.6252846094,9783145
美杜莎,50.9626345603,2390471
巨魔战将,51.6521676204,2957206
半人马战行者,56.5548503879,2705897
马格纳斯,46.7258435924,2506157
伐木机,46.4889485817,3940173
钢背兽,50.0188749014,3366905
巨牙海民,42.3261154114,1635697
天怒法师,47.4142678791,2258780
亚巴顿,56.7660985567,1581384
上古巨神,52.1665138673,880239
军团指挥官,48.2997311298,9382222
工程师,51.4028462321,1845106
灰烬之灵,48.0384070672,4118617
大地之灵,41.5906472278,976395
孽主,54.834002926,1781929
恐怖利刃,49.4497392926,1553082
凤凰,50.3805554783,1258555
神谕者,41.1475069182,789224
寒冬飞龙,46.4165984808,1207484
天穹守望者,39.708153181,673504
