英雄,胜率,使用频率
敌法师,46.8053786259,7448817
斧王,53.3054479566,7237007
祸乱之源,45.124487822,1421625
嗜血狂魔,50.8101382636,6748848
水晶室女,54.9547295141,4859347
卓尔游侠,49.6407271594,6519836
撼地者,49.6068934442,3890421
主宰,49.6680584271,8577865
米拉娜,51.160314012,7747601
变体精灵,46.9361692613,3488476
影魔,48.5543488345,5108978
幻影长矛手,46.1388930358,2552079
帕克,43.0478621339,1767744
帕吉,53.2363165535,14159956
剃刀,44.8363267332,1920503
沙王,49.1873616773,4030883
风暴之灵,48.9219638238,4540061
斯温,52.9347029806,6150878
小小,44.8479090368,2869204
复仇之魂,52.2530684027,2706620
风行者,45.0546158097,4442395
宙斯,54.3971684035,3893210
昆卡,45.9699878921,3516714
莉娜,43.8249523809,2999321
莱恩,48.1775686385,4592793
暗影萨满,52.0084828454,2712769
斯拉达,52.4723492579,4942182
潮汐猎人,51.6791309653,2084888
巫医,50.5244092935,2697702
巫妖,53.6645229577,2050185
力丸,54.4578421739,7751811
谜团,52.6831115092,2181758
修补匠,47.570349925,4207787
狙击手,51.4286043756,11186792
瘟疫法师,55.7117476706,4641933
术士,54.79472188,1986768
兽王,45.803996425,741813
痛苦女王,41.9297860867,2612787
剧毒术士,51.282131878,2417887
虚空假面,46.8628059886,4430966
冥魂大帝,56.1659482497,5263424
死亡先知,44.8899759322,1279720
幻影刺客,52.9164649934,13286753
帕格纳,46.3390627132,1436572
圣堂刺客,46.0760969205,2309397
冥界亚龙,49.2910815671,3456392
露娜,54.7606565959,5287758
龙骑士,49.8114418127,2471916
戴泽,51.464883894,2208844
发条技师,50.3254257341,1984631
拉席克,45.1368830383,819824
先知,41.1998175256,2472676
噬魂鬼,49.0332748197,4798313
黑暗贤者,49.6221028978,1224672
克林克兹,45.3707675516,2722892
全能骑士,58.2304063413,3912401
魅惑魔女,40.7534455273,1132265
哈斯卡,45.1614876288,3694927
暗夜魔王,49.936404309,1929376
育母蜘蛛,39.8749051697,862066
赏金猎人,46.3094085471,4927679
编织者,50.7059264248,4241731
杰奇洛,53.5185086426,1950116
蝙蝠骑士,44.8480551549,1227090
陈,42.5057185731,355858
幽鬼,55.632406671,3079403
远古冰魄,50.3697672472,1839806
末日使者,43.2227686752,1221819
熊战士,53.6926966831,4444638
裂魂人,53.0487193877,5448878
矮人直升机,44.4692184183,1373305
炼金术士,48.1045850082,4355194
祈求者,46.1900224714,8948268
沉默术士,53.7241888746,3511664
殁境神蚀者,48.7299229471,3660211
狼人,50.1719672739,1261868
酒仙,47.1264302619,705203
暗影恶魔,46.8278854379,1363034
德鲁伊,41.6256980386,763389
混沌骑士,52.1741975056,2323225
米波,46.1423647727,1837758
树精卫士,54.4669513544,2375468
食人魔魔法师,54.2888739323,4641568
不朽尸王,50.7392654416,1612479
拉比克,45.7359897699,4003860
干扰者,50.678675891,2098498
司夜刺客,49.7716593933,3382447
娜迦海妖,46.2314163304,997112
光之守卫,50.3098032951,1696399
艾欧,38.4434909917,649569
维萨吉,47.6096436252,586377
斯拉克,51.5722940893,10076709
美杜莎,51.207755927,2501416
巨魔战将,50.3000422558,3069401
半人马战行者,56.1482897598,2489855
马格纳斯,47.5802529681,2928116
伐木机,48.0248472728,5305210
钢背兽,49.3007980188,3286890
巨牙海民,42.3189194693,1590922
天怒法师,47.330498536,2144539
亚巴顿,55.8217129982,1668770
上古巨神,53.2467790596,955932
军团指挥官,48.6104208097,10394010
工程师,48.0981631085,1704510
灰烬之灵,43.0799204784,2517052
大地之灵,42.0875137004,901436
孽主,54.1779589694,1554156
恐怖利刃,49.2555229503,1519523
凤凰,51.0723257089,1326043
神谕者,42.0269293909,874732
寒冬飞龙,46.4163209409,1241350
天穹守望者,41.8828732923,789060
