英雄,胜率,使用频率
敌法师,46.6772305681,7685923
斧王,53.8347525307,7534893
祸乱之源,44.7058246241,1406168
嗜血狂魔,51.1387302412,6948485
水晶室女,54.8320091994,5294278
卓尔游侠,49.4170936148,6556027
撼地者,49.3913463436,4079085
主宰,49.553761102,8666210
米拉娜,50.7498525973,7967966
变体精灵,46.531102222,3430398
影魔,49.0214403662,5731945
幻影长矛手,46.5330239232,2743284
帕克,42.5222550481,1844413
帕吉,53.389647108,14911331
剃刀,44.6747517676,1907789
沙王,48.886774344,4013472
风暴之灵,48.6069892818,4624767
斯温,52.0492832022,5816424
小小,44.6885144677,2950747
复仇之魂,52.2789566786,2901196
风行者,44.9795345039,4724293
宙斯,54.4704409494,4001820
昆卡,45.1593763744,3367469
莉娜,43.6348120392,3172098
莱恩,48.307764055,4790319
暗影萨满,51.6499625045,2769669
斯拉达,52.7961020025,5323554
潮汐猎人,51.9432007353,2167352
巫医,50.8560782933,2802489
巫妖,53.4826134587,2205384
力丸,54.4993075652,8098235
谜团,52.8529160803,2346266
修补匠,47.5649881933,4372525
狙击手,51.2758199117,12225981
瘟疫法师,56.4281153562,5108838
术士,54.1854268401,1995806
兽王,45.4998716915,771578
痛苦女王,41.8556371819,3050079
剧毒术士,51.1904235477,2532796
虚空假面,46.8003417986,4506747
冥魂大帝,56.3787110469,5626411
死亡先知,44.3041719943,1335021
幻影刺客,53.2139576998,13853916
帕格纳,46.2044170519,1489455
圣堂刺客,46.4816498523,2516492
冥界亚龙,49.5530675151,3836933
露娜,54.6879783837,5967359
龙骑士,49.9901028704,2677544
戴泽,51.2775932086,2328245
发条技师,50.0415097853,2083846
拉席克,44.8779267628,891514
先知,41.3405491228,2383292
噬魂鬼,49.0060361012,4922714
黑暗贤者,49.6836759535,1298036
克林克兹,45.3883606585,2875008
全能骑士,57.2610516744,3897328
魅惑魔女,41.1081027813,1197416
哈斯卡,44.9073270261,3709172
暗夜魔王,49.8773628219,2036495
育母蜘蛛,40.0426016516,914988
赏金猎人,46.4545330626,5186637
编织者,51.5613086481,5042853
杰奇洛,53.7030495981,2112016
蝙蝠骑士,44.4899943532,1260888
陈,42.3541578403,380017
幽鬼,56.088205985,3282453
远古冰魄,50.2309427379,1838984
末日使者,43.1064576527,1276470
熊战士,53.4668842461,4532903
裂魂人,53.28569727,5860126
矮人直升机,44.3217675501,1435931
炼金术士,47.4526415586,4122074
祈求者,46.0224643047,8988304
沉默术士,53.6826499687,3721342
殁境神蚀者,48.1135312383,3611059
狼人,51.1194628824,1389193
酒仙,46.8776796736,742861
暗影恶魔,46.8943931049,1457509
德鲁伊,42.7120292878,886104
混沌骑士,53.0651852202,2581981
米波,45.4287417821,1911990
树精卫士,54.5971092377,2870108
食人魔魔法师,53.9522955505,4837075
不朽尸王,50.8782007314,1704337
拉比克,45.495084289,4366408
干扰者,50.4738888267,2178148
司夜刺客,49.5944891365,3564886
娜迦海妖,46.2540329132,1033992
光之守卫,50.2832116688,1752223
艾欧,38.2587310966,688831
维萨吉,47.5379577715,647430
斯拉克,51.45201196,10700635
美杜莎,51.1156539957,2560292
巨魔战将,50.8213073143,3237217
半人马战行者,56.4275384161,2693924
马格纳斯,47.3298366888,2868083
伐木机,47.4707180586,5420491
钢背兽,49.6647407285,3478651
巨牙海民,42.3680355849,1729273
天怒法师,47.490765018,2354363
亚巴顿,56.1841776036,1722533
上古巨神,52.9528906718,977195
军团指挥官,48.4505485316,10750611
工程师,48.9941949561,1863035
灰烬之灵,44.6531472813,3047821
大地之灵,41.9383292368,977254
孽主,54.1873211514,1672155
恐怖利刃,49.3116620662,1623040
凤凰,50.9335910881,1385296
神谕者,41.6612361857,896176
寒冬飞龙,46.4130017516,1286842
天穹守望者,41.0621926497,793679
