英雄,胜率,使用频率
敌法师,47.2885970091,7894271
斧王,52.4372902756,8339815
祸乱之源,45.6690518863,1792148
嗜血狂魔,50.3037205771,7319886
水晶室女,55.1262607992,4961833
卓尔游侠,50.4153119774,7756699
撼地者,49.8592940117,4348429
主宰,50.0467550084,10203185
米拉娜,51.8372500699,8280065
变体精灵,47.6074054236,4167108
影魔,47.718043544,4864510
幻影长矛手,45.3247797296,2664452
帕克,44.0804408632,1954529
帕吉,52.9526325718,15044642
剃刀,45.2896572691,2480138
沙王,49.5332041643,4918103
风暴之灵,49.2737935545,5348066
斯温,54.483194627,7794888
小小,44.9676873872,3327029
复仇之魂,52.0909074362,2966798
风行者,45.147328089,4730734
宙斯,54.2903133609,4335033
昆卡,47.351034095,4643529
莉娜,44.2873557307,3247139
莱恩,47.7545311459,5323543
暗影萨满,52.5912761575,3110533
斯拉达,51.3609458131,4949646
潮汐猎人,50.5141877356,2496170
巫医,49.8655836291,3114204
巫妖,54.577985662,2550565
力丸,54.2215313213,8289338
谜团,51.849597559,2121056
修补匠,47.5447491279,4982220
狙击手,51.805925598,10629037
瘟疫法师,54.5714961577,4738919
术士,55.5994108821,2167987
兽王,46.3800128352,804036
痛苦女王,42.168089567,2411155
剧毒术士,51.4804222061,2488074
虚空假面,47.1411150993,5223750
冥魂大帝,55.8435150806,6003390
死亡先知,46.8127413927,1858227
幻影刺客,52.1085624295,14646614
帕格纳,46.5044677883,1664582
圣堂刺客,45.2960944824,2389440
冥界亚龙,48.7924894727,3203823
露娜,54.6953451617,4722656
龙骑士,49.3020896742,2354099
戴泽,51.7302043019,2522101
发条技师,50.6447399025,2050827
拉席克,45.6574334028,850223
先知,41.0057432546,3087448
噬魂鬼,49.0539187176,5249179
黑暗贤者,49.565528596,1377536
克林克兹,45.6428379761,3413644
全能骑士,59.7663601033,4613510
魅惑魔女,40.010319299,1284971
哈斯卡,45.8749635393,4408858
暗夜魔王,49.8585173713,2050075
育母蜘蛛,39.5299596805,932303
赏金猎人,45.8784281166,5247743
编织者,49.145818735,3766121
杰奇洛,53.145540232,2017078
蝙蝠骑士,44.992246826,1279476
陈,42.0839922685,386988
幽鬼,54.9483330926,3794692
远古冰魄,50.3877939766,2139796
末日使者,43.4712039786,1346818
熊战士,54.1987129209,5163630
裂魂人,52.4468085677,5597189
矮人直升机,44.5693815387,1543977
炼金术士,49.0821218849,4832232
祈求者,46.8110979878,10183756
沉默术士,53.6714854809,3867549
殁境神蚀者,49.7043857073,4144759
狼人,46.2106781145,1080378
酒仙,47.4970798842,787640
暗影恶魔,45.9700097101,1386182
德鲁伊,39.6646569263,753497
混沌骑士,50.1293541923,2242293
米波,47.6165450563,2117829
树精卫士,53.573103174,1460901
食人魔魔法师,54.4637557992,4591369
不朽尸王,50.7109137945,1707802
拉比克,46.1706125767,3909829
干扰者,50.9970438878,2348693
司夜刺客,50.014774385,3648206
娜迦海妖,46.0827785999,1082502
光之守卫,50.1517191591,1950314
艾欧,37.4962306996,649988
维萨吉,44.6760339286,465095
斯拉克,51.0927804782,10312913
美杜莎,51.6493138918,2998944
巨魔战将,49.4819416398,3287757
半人马战行者,55.2533716516,2641732
马格纳斯,47.3385036402,3103104
伐木机,49.0342263811,5120144
钢背兽,48.5699788684,3720959
巨牙海民,42.1029963061,1639185
天怒法师,46.7336636431,2139002
亚巴顿,55.9343644582,2384257
上古巨神,54.0237836826,1196871
军团指挥官,49.0427527588,11008389
工程师,46.2605725344,1715530
灰烬之灵,41.7780877084,2446426
大地之灵,42.1645252725,858008
孽主,54.2205303809,1765335
恐怖利刃,49.0747925336,1605802
凤凰,51.2107015823,1498470
神谕者,42.5451881029,1071355
寒冬飞龙,46.1685805678,1377727
天穹守望者,43.0742484118,947926
