英雄,胜率,使用频率
敌法师,46.8329268427,7893171
斧王,54.695184261,7938304
祸乱之源,43.8741844841,1009637
嗜血狂魔,51.0748518897,6769956
水晶室女,54.4748733957,5454199
卓尔游侠,49.534148051,5892430
撼地者,49.1772273473,3857627
主宰,49.9610014734,8627249
米拉娜,49.4041641876,7233872
变体精灵,45.535301581,2747554
影魔,50.1127300089,7391998
幻影长矛手,46.7659113102,2747621
帕克,41.994285694,1688394
帕吉,53.5758917391,15807959
剃刀,44.2664546338,1414875
沙王,48.1516573569,3695040
风暴之灵,47.6376527774,3942583
斯温,50.2154730234,4644897
小小,43.999360031,2687630
复仇之魂,52.4039177988,3200879
风行者,44.5979218315,4603284
宙斯,54.8437187005,3639239
昆卡,43.7970322781,2574163
莉娜,43.3199019672,3243403
莱恩,48.2423158754,4815285
暗影萨满,50.5297969014,2470475
斯拉达,52.5255895331,5796706
潮汐猎人,51.6102652301,2253666
巫医,51.223000737,3085362
巫妖,52.669758507,2380028
力丸,54.9858726506,7779591
谜团,53.0291408095,2341390
修补匠,47.9969918464,4586202
狙击手,51.0606482577,11856334
瘟疫法师,57.1558703604,6196996
术士,52.652625635,1689477
兽王,44.9712060749,660556
痛苦女王,41.66795948,3648374
剧毒术士,51.1099610126,2156337
虚空假面,47.467555538,3839176
冥魂大帝,56.5717369652,5914517
死亡先知,42.9253423386,1368674
幻影刺客,53.4287460054,13657515
帕格纳,45.492661739,1426496
圣堂刺客,46.8065674728,2731888
冥界亚龙,49.3045409453,3906125
露娜,55.1938418216,7142112
龙骑士,49.7413038027,2444373
戴泽,50.7094907327,2298832
发条技师,49.2353134165,2014747
拉席克,44.2968840867,997332
先知,41.9272282502,2106092
噬魂鬼,48.9356077339,4955269
黑暗贤者,49.9392196669,1458531
克林克兹,45.0492678058,3143838
全能骑士,54.9738955464,3181641
魅惑魔女,41.5596239703,1185119
哈斯卡,43.9005081038,3160378
暗夜魔王,49.3688786676,1744514
育母蜘蛛,39.5142943193,863280
赏金猎人,46.0889325476,4918964
编织者,52.7297168075,7123706
杰奇洛,53.4842249399,2128106
蝙蝠骑士,43.1038745087,1063851
陈,41.8810712881,419495
幽鬼,56.6693769831,3352622
远古冰魄,49.7247209291,1542798
末日使者,42.7334000678,1310668
熊战士,52.6150806792,4028174
裂魂人,53.4433594776,5615635
矮人直升机,44.2036384543,1273178
炼金术士,46.0358188611,2608849
祈求者,46.2354751947,9352535
沉默术士,53.1657236969,4204094
殁境神蚀者,47.2659729737,2968076
狼人,51.7033904458,1212112
酒仙,46.561216636,711996
暗影恶魔,47.8272211487,1682868
德鲁伊,45.5020939265,1895482
混沌骑士,53.821761096,2795282
米波,44.3285721604,2108164
树精卫士,54.6597032404,3079327
食人魔魔法师,52.7502971396,5047291
不朽尸王,51.173613859,1619911
拉比克,45.4193613285,4712094
干扰者,50.2914919086,2407614
司夜刺客,48.8182114723,3592944
娜迦海妖,45.7103101558,1055018
光之守卫,49.7966578637,1739187
艾欧,36.7966714625,617208
维萨吉,44.4903658644,623045
斯拉克,50.2008776449,10796622
美杜莎,50.732853439,2570705
巨魔战将,51.6936289147,3712413
半人马战行者,56.5228710404,2988408
马格纳斯,46.8001353244,2902654
伐木机,46.3513666644,3829982
钢背兽,49.6955951912,3600633
巨牙海民,42.3217947805,1600374
天怒法师,47.2590759729,2502459
亚巴顿,56.7142824239,1823486
上古巨神,51.7520633167,1039346
军团指挥官,48.3653157941,10182456
工程师,52.3193617206,2071820
灰烬之灵,48.7039701255,5246484
大地之灵,41.6147339262,1171066
孽主,55.1493429282,1940199
恐怖利刃,49.5247122875,1645740
凤凰,50.2447422585,1322003
神谕者,40.9094768713,824386
寒冬飞龙,46.4950131835,1308450
天穹守望者,39.5936475091,688171
