英雄,胜率,使用频率
敌法师,46.5551634935,7803186
斧王,54.6191560216,7884633
祸乱之源,43.9500901663,1254903
嗜血狂魔,51.5847756267,6968589
水晶室女,54.5838963439,5774018
卓尔游侠,49.1720469882,6317931
撼地者,49.0139284667,4180934
主宰,49.53353474,8721657
米拉娜,49.9180937609,7841283
变体精灵,45.8019082621,3179123
影魔,49.7065605748,6968048
幻影长矛手,47.0231126725,2908491
帕克,41.8079913216,1852885
帕吉,53.6744699516,15678098
剃刀,44.3876648564,1752586
沙王,48.1718543914,3906144
风暴之灵,47.9683089218,4590314
斯温,50.2676706206,5023338
小小,44.3051169892,2992072
复仇之魂,52.2830754494,3165248
风行者,44.7749622879,4946682
宙斯,54.4797396702,3881230
昆卡,43.7838334556,3003499
莉娜,43.3021674918,3329286
莱恩,48.3986345295,4943937
暗影萨满,50.9871178645,2718571
斯拉达,53.0089187149,5762153
潮汐猎人,52.1551425849,2254236
巫医,51.3123643728,2900414
巫妖,53.0433766165,2386839
力丸,54.7139473938,8192147
谜团,52.9997980667,2481017
修补匠,47.6243399268,4639258
狙击手,51.0481693527,13174684
瘟疫法师,57.3923382013,6086978
术士,53.0388547714,1907462
兽王,44.9683491265,775650
痛苦女王,41.7691535815,3698277
剧毒术士,51.0184669183,2558846
虚空假面,46.8693675847,4366466
冥魂大帝,56.6153789997,6027115
死亡先知,43.3731894667,1372938
幻影刺客,53.4140850627,14233916
帕格纳,46.0395073869,1496834
圣堂刺客,46.9611895255,2793988
冥界亚龙,49.7406417613,4273240
露娜,54.8176865507,6826430
龙骑士,50.0983080795,2780036
戴泽,50.8496028518,2419248
发条技师,49.478242862,2153684
拉席克,44.3822780901,978021
先知,41.7977629459,2150328
噬魂鬼,48.899196309,4910594
黑暗贤者,49.9317059308,1435703
克林克兹,45.4704581453,3027315
全能骑士,55.3886178951,3641945
魅惑魔女,41.6283863554,1273936
哈斯卡,44.3250847781,3548379
暗夜魔王,49.6514693795,2060938
育母蜘蛛,40.0571392887,960810
赏金猎人,46.618548668,5130859
编织者,52.6427631545,6469649
杰奇洛,53.8154428856,2299104
蝙蝠骑士,43.7251823426,1214609
陈,42.2400608859,415203
幽鬼,56.7191253084,3506699
远古冰魄,49.9030853597,1709752
末日使者,42.9981871063,1303441
熊战士,52.9512018437,4442258
裂魂人,53.4663674008,6191597
矮人直升机,44.1382157515,1484838
炼金术士,45.8852861414,3109232
祈求者,45.9485572607,8707429
沉默术士,53.5239007732,3995331
殁境神蚀者,46.7791981822,3254081
狼人,52.4221550922,1470777
酒仙,46.4630155944,767391
暗影恶魔,47.237908459,1560285
德鲁伊,44.310665192,1263109
混沌骑士,54.0198264233,2905113
米波,44.450284816,2043249
树精卫士,54.7477995412,3380545
食人魔魔法师,53.1858551716,5084459
不朽尸王,50.9990793847,1794452
拉比克,45.232178713,4775567
干扰者,50.2812063235,2296001
司夜刺客,49.1874976611,3660851
娜迦海妖,46.2836032174,1064593
光之守卫,50.1798218387,1794554
艾欧,37.819786052,688859
维萨吉,47.0127960834,700605
斯拉克,50.9692644271,11208706
美杜莎,50.9500949964,2673259
巨魔战将,51.5233493578,3361934
半人马战行者,56.7013353209,3054921
马格纳斯,46.8379077136,2829345
伐木机,46.4654221141,4910841
钢背兽,50.0624427763,3762645
巨牙海民,42.337629543,1869167
天怒法师,47.5143139618,2587334
亚巴顿,56.6950972828,1774261
上古巨神,52.2990256093,991594
军团指挥官,48.2089859758,10837799
工程师,50.9844297029,2079986
灰烬之灵,47.3763483059,4321534
大地之灵,41.6046825228,1095307
孽主,54.7010294908,1965729
恐怖利刃,49.4754033795,1746866
凤凰,50.5140133561,1436344
神谕者,41.106323424,897441
寒冬飞龙,46.4590527118,1355047
天穹守望者,39.7175496331,768489
