英雄,胜率,使用频率
敌法师,46.9288521338,7872773
斧王,52.9041431592,7752321
祸乱之源,45.4059087673,1563541
嗜血狂魔,50.5640702027,7229242
水晶室女,55.0249547745,5030901
卓尔游侠,49.856424871,7111956
撼地者,49.7204714165,4127306
主宰,49.7909049577,9374206
米拉娜,51.4568957955,8241667
变体精灵,47.2338113518,3833813
影魔,48.1998472123,5186282
幻影长矛手,45.8123028839,2639625
帕克,43.42286645,1870146
帕吉,53.1502190863,14959404
剃刀,44.9625788319,2109234
沙王,49.3318539767,4434360
风暴之灵,49.1114861166,4885855
斯温,53.4860678485,6922513
小小,44.9016786477,3073188
复仇之魂,52.1829414708,2833562
风行者,45.0805619478,4635377
宙斯,54.3013759659,4148068
昆卡,46.5131727836,3963589
莉娜,43.9921961378,3153823
莱恩,48.047591611,4904814
暗影萨满,52.2306712411,2917104
斯拉达,52.1715740732,5141616
潮汐猎人,51.4289751604,2243356
巫医,50.3049906811,2890908
巫妖,53.7975393276,2140228
力丸,54.3853579586,8174270
谜团,52.4815510533,2235900
修补匠,47.5686289906,4533944
狙击手,51.53913742,11414153
瘟疫法师,55.2090403249,4770802
术士,55.1319620972,2162477
兽王,45.9915112861,786456
痛苦女王,41.9822705239,2544012
剧毒术士,51.3520965026,2549818
虚空假面,46.9431840971,4787040
冥魂大帝,55.9801009993,5504397
死亡先知,45.3003079914,1372441
幻影刺客,52.6241391043,14068633
帕格纳,46.4420612132,1545614
圣堂刺客,45.7628895067,2385293
冥界亚龙,49.0505925905,3484700
露娜,54.8491173473,5308430
龙骑士,49.6359260131,2537259
戴泽,51.5817207116,2349435
发条技师,50.4892959786,2092905
拉席克,45.362537017,848934
先知,41.1107505717,2752049
噬魂鬼,49.0804552881,5129060
黑暗贤者,49.6093062911,1301915
克林克兹,45.3351303431,2866243
全能骑士,58.8341192703,4268790
魅惑魔女,40.4487517241,1201377
哈斯卡,45.3472701935,4007024
暗夜魔王,49.9210659492,2017507
育母蜘蛛,39.6798279542,911385
赏金猎人,46.1824468572,5150223
编织者,50.1387502947,4198910
杰奇洛,53.3279186039,2032727
蝙蝠骑士,45.0498879848,1310536
陈,42.4746001731,374412
幽鬼,55.3149889989,3219668
远古冰魄,50.4560688051,2004851
末日使者,43.3149003455,1297131
熊战士,53.8083465439,4768920
裂魂人,52.8442733788,5633706
矮人直升机,44.5539380981,1456401
炼金术士,48.5184183061,4845261
祈求者,46.3588427913,9725713
沉默术士,53.737360115,3707510
殁境神蚀者,49.1072978544,4009288
狼人,49.2299153379,1250382
酒仙,47.2574891385,746214
暗影恶魔,46.741213497,1425055
德鲁伊,40.9378707364,770426
混沌骑士,51.4339230537,2345349
米波,46.6920733857,1985564
树精卫士,54.3207325208,2187187
食人魔魔法师,54.4702016594,4882688
不朽尸王,50.7162020562,1714949
拉比克,45.9273666405,4091591
干扰者,50.7973398296,2249480
司夜刺客,49.9120408722,3584051
娜迦海妖,46.1975186236,1056994
光之守卫,50.2729540019,1815141
艾欧,38.4116886753,671556
维萨吉,47.4396240772,576927
斯拉克,51.5830108836,10488715
美杜莎,51.3289726065,2719883
巨魔战将,49.9033049395,3224053
半人马战行者,55.9069885857,2592370
马格纳斯,47.6346401453,3141615
伐木机,48.3907439606,5573010
钢背兽,48.9723091456,3480716
巨牙海民,42.3003069035,1639929
天怒法师,47.2173181203,2188644
亚巴顿,55.6026850538,1807785
上古巨神,53.4889326317,1045506
军团指挥官,48.7380739877,10958923
工程师,47.4665269014,1757232
灰烬之灵,42.3002397003,2560281
大地之灵,42.2406472881,929169
孽主,54.2041276956,1644598
恐怖利刃,49.1429489438,1581061
凤凰,51.1268072693,1408271
神谕者,42.2969007305,947320
寒冬飞龙,46.3805386903,1354359
天穹守望者,42.4854550279,863013
