英雄,胜率,使用频率
敌法师,46.7376004404,7610855
斧王,54.7213255539,7873901
祸乱之源,43.8635010356,1165518
嗜血狂魔,51.5091388695,6887504
水晶室女,54.5181829486,5661568
卓尔游侠,49.3404448563,6111771
撼地者,48.9883740165,4050410
主宰,49.6902832531,8674539
米拉娜,49.7456915872,7538681
变体精灵,45.748151327,3020004
影魔,49.8084645884,7064490
幻影长矛手,46.9557653458,2816570
帕克,41.861065782,1765483
帕吉,53.7486158033,15558663
剃刀,44.3438004696,1637124
沙王,48.0417882989,3822314
风暴之灵,47.8683171516,4363970
斯温,50.2679285298,4845322
小小,44.1925023566,2907767
复仇之魂,52.2325910177,3144799
风行者,44.6499634388,4761874
宙斯,54.4578326413,3662015
昆卡,43.6941126379,2827786
莉娜,43.2825847216,3265311
莱恩,48.3099279153,4873017
暗影萨满,50.7978558114,2622717
斯拉达,52.8644525259,5673894
潮汐猎人,51.9967986012,2232774
巫医,51.2199826602,2944673
巫妖,52.9173543861,2364094
力丸,54.7405633902,7919449
谜团,52.8958500979,2407117
修补匠,47.7120935178,4604384
狙击手,51.0534326665,12710352
瘟疫法师,57.4705272419,6125063
术士,52.8334196868,1821968
兽王,44.84478428,720610
痛苦女王,41.8156578189,3727850
剧毒术士,50.9901769489,2388260
虚空假面,47.0560229719,4154635
冥魂大帝,56.6363135053,5935351
死亡先知,43.1750801797,1361005
幻影刺客,53.3157022604,13892140
帕格纳,45.8636424907,1461467
圣堂刺客,46.9023096102,2763107
冥界亚龙,49.6833263758,4129804
露娜,54.919923715,6963360
龙骑士,49.9598340512,2649010
戴泽,50.7637657827,2358511
发条技师,49.3386870467,2092504
拉席克,44.2988908299,957112
先知,41.8525219039,2111500
噬魂鬼,48.8702854954,4845472
黑暗贤者,49.982451292,1447400
克林克兹,45.3134421294,3044964
全能骑士,55.1686949642,3442871
魅惑魔女,41.6506593209,1247344
哈斯卡,44.2025533984,3405344
暗夜魔王,49.526176654,1935637
育母蜘蛛,39.9789485515,925352
赏金猎人,46.3954933676,4904416
编织者,52.7334023528,6747854
杰奇洛,53.6918363154,2238940
蝙蝠骑士,43.4399699699,1142853
陈,42.2102268195,413677
幽鬼,56.7467944826,3458724
远古冰魄,49.8490380221,1636836
末日使者,42.8948909943,1256448
熊战士,52.8186655656,4298825
裂魂人,53.4348542465,6015772
矮人直升机,44.132213322,1425938
炼金术士,45.9053713247,2851736
祈求者,46.1474107513,8735333
沉默术士,53.3697423449,4007799
殁境神蚀者,46.7922280253,3097025
狼人,51.9149059813,1342233
酒仙,46.3711585522,739630
暗影恶魔,47.6079464135,1607719
德鲁伊,44.9170739454,1486083
混沌骑士,53.9607103071,2833873
米波,44.5836496966,2049332
树精卫士,54.6657928058,3140088
食人魔魔法师,52.9519041957,5045201
不朽尸王,51.0454968904,1722865
拉比克,45.2887018505,4733430
干扰者,50.2105818243,2283198
司夜刺客,49.0775401779,3577771
娜迦海妖,46.1133592052,1049531
光之守卫,50.0208796328,1740931
艾欧,37.5909183189,655121
维萨吉,45.3426010979,633594
斯拉克,50.5887209683,10934467
美杜莎,50.9284988165,2642222
巨魔战将,51.6434753243,3426063
半人马战行者,56.5222715864,2996778
马格纳斯,46.7227273053,2791620
伐木机,46.4647938269,4318362
钢背兽,49.967628712,3731702
巨牙海民,42.3404381529,1786956
天怒法师,47.3887815078,2528896
亚巴顿,56.7511720863,1770774
上古巨神,52.0832689287,1002775
军团指挥官,48.3156493073,10465754
工程师,51.5110274014,2057375
灰烬之灵,48.0544233478,4738775
大地之灵,41.6127618435,1097459
孽主,54.9169122858,1986816
恐怖利刃,49.4507129876,1713494
凤凰,50.3384854207,1399174
神谕者,41.1105743031,873476
寒冬飞龙,46.4024085636,1347193
天穹守望者,39.7060533539,739590
