英雄,胜率,使用频率
敌法师,46.5394356163,7588242
斧王,54.2894236834,7446723
祸乱之源,44.2855783726,1292843
嗜血狂魔,51.4413562216,6756241
水晶室女,54.7528921261,5437868
卓尔游侠,49.2147091797,6241191
撼地者,49.2150349272,4023937
主宰,49.5018977624,8381713
米拉娜,50.3420838285,7808320
变体精灵,46.1132090931,3222144
影魔,49.4181993708,6119794
幻影长矛手,46.8487921683,2768018
帕克,42.0903572645,1811011
帕吉,53.5277797943,14822212
剃刀,44.5221191038,1769918
沙王,48.5675083768,3808120
风暴之灵,48.2779942886,4478092
斯温,51.0515278714,5190162
小小,44.5258173229,2869643
复仇之魂,52.2934221313,2943309
风行者,44.9150929435,4723459
宙斯,54.5134481299,3871951
昆卡,44.3960120218,3068422
莉娜,43.4492897402,3169122
莱恩,48.4150943956,4722521
暗影萨满,51.3079094075,2666622
斯拉达,53.0113086198,5439479
潮汐猎人,52.1013316407,2136312
巫医,51.1427532097,2765514
巫妖,53.2510097376,2244395
力丸,54.6255582838,7974886
谜团,52.999571556,2371372
修补匠,47.61673619,4340749
狙击手,51.1126866874,12490668
瘟疫法师,57.0529077766,5401928
术士,53.6162910073,1901368
兽王,45.2423436539,761068
痛苦女王,41.77665658,3268330
剧毒术士,51.0818317149,2490868
虚空假面,46.7823164199,4303857
冥魂大帝,56.5192787759,5656661
死亡先知,43.7878606962,1314853
幻影刺客,53.4121330834,13653512
帕格纳,46.13809534,1448521
圣堂刺客,46.7837213058,2582099
冥界亚龙,49.6734473356,4003489
露娜,54.7232536949,6246732
龙骑士,50.0802872077,2694078
戴泽,51.0768959653,2315219
发条技师,49.7868465469,2068932
拉席克,44.5971137519,914613
先知,41.6152884945,2182347
噬魂鬼,48.9846041415,4794731
黑暗贤者,49.7603188676,1319670
克林克兹,45.4334053995,2851545
全能骑士,56.2690021303,3674588
魅惑魔女,41.4067002807,1198905
哈斯卡,44.6468397675,3510786
暗夜魔王,49.8068278846,2010901
育母蜘蛛,40.1038872094,916956
赏金猎人,46.5905214963,5095530
编织者,52.1896275914,5506667
杰奇洛,53.8078090334,2151329
蝙蝠骑士,44.1458330602,1220464
陈,42.2444908446,386493
幽鬼,56.4873056831,3275127
远古冰魄,50.060561658,1727991
末日使者,43.0455683064,1260218
熊战士,53.2153485117,4368189
裂魂人,53.4438157655,5883590
矮人直升机,44.2436141003,1418555
炼金术士,46.7067877341,3597445
祈求者,45.8969116157,8501986
沉默术士,53.6436763225,3720185
殁境神蚀者,47.441514534,3338479
狼人,52.0400920523,1407461
酒仙,46.6657888557,736681
暗影恶魔,47.064444237,1489241
德鲁伊,43.5673079715,998641
混沌骑士,53.6578227402,2682142
米波,44.8344966012,1901683
树精卫士,54.7035175209,3146847
食人魔魔法师,53.5968521194,4812889
不朽尸王,50.9607813366,1699242
拉比克,45.3161437553,4466117
干扰者,50.3651721585,2165417
司夜刺客,49.4059158463,3524669
娜迦海妖,46.2421056016,1026519
光之守卫,50.2551880721,1728725
艾欧,38.1076919425,674108
维萨吉,47.5141132141,667991
斯拉克,51.3129681948,10678248
美杜莎,51.0099507842,2518093
巨魔战将,51.199320381,3204148
半人马战行者,56.6486037802,2773274
马格纳斯,47.0778168147,2717369
伐木机,46.9508916492,5211130
钢背兽,49.9620737498,3510761
巨牙海民,42.360966344,1760491
天怒法师,47.5522860615,2420626
亚巴顿,56.467918202,1684491
上古巨神,52.6145668499,948551
军团指挥官,48.2933804609,10559149
工程师,49.7962296289,1897479
灰烬之灵,45.9420468335,3499757
大地之灵,41.802582752,1010550
孽主,54.3345308676,1743026
恐怖利刃,49.3522676914,1631461
凤凰,50.7710534182,1371630
神谕者,41.3279461527,869719
寒冬飞龙,46.4299411565,1277626
天穹守望者,40.2339540512,755362
