英雄,胜率,使用频率
敌法师,47.2905583346,7647941
斧王,52.4381497482,8091115
祸乱之源,45.6843312931,1741503
嗜血狂魔,50.3050221894,7087845
水晶室女,55.1320157308,4814502
卓尔游侠,50.4215775953,7534556
撼地者,49.8563684853,4219826
主宰,50.0429383994,9894407
米拉娜,51.8410672637,8039250
变体精灵,47.6058077322,4044057
影魔,47.7191696845,4713437
幻影长矛手,45.3382528877,2585329
帕克,44.0740931949,1898258
帕吉,52.942876712,14582704
剃刀,45.2921335314,2411209
沙王,49.5369830832,4770884
风暴之灵,49.2653217051,5191524
斯温,54.47759119,7552476
小小,44.9635076757,3227117
复仇之魂,52.0936185076,2880157
风行者,45.1513078183,4592228
宙斯,54.2954954946,4208653
昆卡,47.3538887659,4508654
莉娜,44.2838737787,3148977
莱恩,47.7557693797,5165200
暗影萨满,52.5907173443,3018662
斯拉达,51.3599742212,4797738
潮汐猎人,50.5041096637,2421001
巫医,49.8632878244,3021311
巫妖,54.5896779496,2486754
力丸,54.2202954692,8041854
谜团,51.8460588057,2054187
修补匠,47.5474929011,4837723
狙击手,51.8014231219,10306074
瘟疫法师,54.5773176147,4598370
术士,55.5986500589,2096684
兽王,46.380643814,780567
痛苦女王,42.1776831678,2340368
剧毒术士,51.4846889381,2412896
虚空假面,47.1304309718,5065691
冥魂大帝,55.8501424714,5832046
死亡先知,46.8438626114,1814037
幻影刺客,52.1063384639,14211866
帕格纳,46.5254560952,1615507
圣堂刺客,45.2965920947,2318521
冥界亚龙,48.7974999742,3106528
露娜,54.6990503931,4568838
龙骑士,49.3087563663,2281757
戴泽,51.7290692742,2449497
发条技师,50.6435891908,1985428
拉席克,45.65045645,825282
先知,41.0093218733,2991137
噬魂鬼,49.0551851022,5085811
黑暗贤者,49.5623601288,1336944
克林克兹,45.6636914864,3326297
全能骑士,59.7621585228,4473652
魅惑魔女,40.0162049485,1247767
哈斯卡,45.8781403888,4279088
暗夜魔王,49.8698551035,1988937
育母蜘蛛,39.5360740407,904584
赏金猎人,45.8721194005,5100414
编织者,49.1455472747,3649529
杰奇洛,53.1524468515,1955370
蝙蝠骑士,44.9842751819,1239442
陈,42.0952132738,376019
幽鬼,54.9566605945,3687291
远古冰魄,50.3782580258,2073188
末日使者,43.478217586,1305847
熊战士,54.19965388,5010401
裂魂人,52.4466024534,5426607
矮人直升机,44.5659227963,1497752
炼金术士,49.0798777092,4674433
祈求者,46.8213233929,9848564
沉默术士,53.6777196988,3747961
殁境神蚀者,49.7052954215,4016904
狼人,46.2078616684,1043290
酒仙,47.4967184223,764876
暗影恶魔,45.9596784613,1346774
德鲁伊,39.6428532305,730288
混沌骑士,50.1280163876,2174331
米波,47.6304144751,2051076
树精卫士,53.5841674647,1418042
食人魔魔法师,54.4625747372,4433035
不朽尸王,50.7099250484,1654400
拉比克,46.162976989,3791885
干扰者,50.9970221615,2275476
司夜刺客,50.0149653677,3538169
娜迦海妖,46.0820835119,1050150
光之守卫,50.1551255279,1894917
艾欧,37.446861934,629257
维萨吉,44.6610871984,451178
斯拉克,51.0808833561,9990671
美杜莎,51.6607030533,2909310
巨魔战将,49.4888355716,3187624
半人马战行者,55.2555135659,2562271
马格纳斯,47.3113604469,2989988
伐木机,49.0267573988,4964795
钢背兽,48.5725896548,3609929
巨牙海民,42.1012173054,1590973
天怒法师,46.7294101095,2075436
亚巴顿,55.9496306272,2325699
上古巨神,54.0352190865,1161870
军团指挥官,49.043405099,10673170
工程师,46.2531075197,1664913
灰烬之灵,41.7653961468,2370788
大地之灵,42.1532164741,832169
孽主,54.2039497898,1714471
恐怖利刃,49.0793472021,1555581
凤凰,51.2019705314,1453821
神谕者,42.5472592427,1040114
寒冬飞龙,46.1602661113,1334780
天穹守望者,43.0739585804,919082
