英雄,胜率,使用频率
敌法师,46.7454915496,7788319
斧王,54.7184095331,8041714
祸乱之源,43.8559086077,1185220
嗜血狂魔,51.5018581375,7030158
水晶室女,54.5177735147,5772578
卓尔游侠,49.3389051172,6237380
撼地者,48.9925062569,4130646
主宰,49.6982578143,8853419
米拉娜,49.7334952145,7695359
变体精灵,45.7323138193,3074406
影魔,49.8165237875,7219737
幻影长矛手,46.9450052227,2873982
帕克,41.8676073575,1800946
帕吉,53.7443147931,15911910
剃刀,44.3492967434,1663262
沙王,48.0365771489,3895875
风暴之灵,47.860424303,4443381
斯温,50.2677802246,4943793
小小,44.1891346389,2960325
复仇之魂,52.2370556141,3213845
风行者,44.6446674798,4857028
宙斯,54.4755997661,3744001
昆卡,43.699950944,2876303
莉娜,43.284020362,3337391
莱恩,48.309545772,4979283
暗影萨满,50.7851218971,2675126
斯拉达,52.8680470613,5800515
潮汐猎人,51.9780243843,2283440
巫医,51.2078408287,3023660
巫妖,52.9033549788,2422370
力丸,54.7457626071,8089585
谜团,52.8909951448,2454276
修补匠,47.7264069404,4696201
狙击手,51.0570198857,12945168
瘟疫法师,57.4731699474,6256883
术士,52.8258146444,1855288
兽王,44.8483658098,733146
痛苦女王,41.8083089584,3812656
剧毒术士,50.9995301846,2430742
虚空假面,47.0673908383,4230857
冥魂大帝,56.6301035371,6062756
死亡先知,43.1750484128,1393226
幻影刺客,53.3210512613,14176761
帕格纳,45.8428283048,1491579
圣堂刺客,46.9062497673,2820121
冥界亚龙,49.6667116724,4206868
露娜,54.9382803575,7123097
龙骑士,49.9494429083,2697940
戴泽,50.7616485779,2405637
发条技师,49.3334708168,2133590
拉席克,44.2958078191,976580
先知,41.8420818406,2157168
噬魂鬼,48.8703171261,4957586
黑暗贤者,49.9863024725,1478369
克林克兹,45.2751073872,3124907
全能骑士,55.1645021904,3506853
魅惑魔女,41.6457091008,1269629
哈斯卡,44.1856454468,3467513
暗夜魔王,49.5243135138,1969049
育母蜘蛛,39.9638785896,941270
赏金猎人,46.3751277335,5035874
编织者,52.742612119,6897986
杰奇洛,53.6775935839,2282498
蝙蝠骑士,43.433948885,1164863
陈,42.1851666907,422549
幽鬼,56.7361643568,3527935
远古冰魄,49.8402688064,1668115
末日使者,42.8854622973,1281805
熊战士,52.814173465,4378266
裂魂人,53.4302483385,6130664
矮人直升机,44.1367144889,1448420
炼金术士,45.9180182666,2902671
祈求者,46.1508713753,8941842
沉默术士,53.3657517278,4100347
殁境神蚀者,46.8124376344,3159797
狼人,51.9211362335,1365494
酒仙,46.3707252975,753415
暗影恶魔,47.616117275,1642908
德鲁伊,44.9739760629,1530514
混沌骑士,53.9492396874,2893481
米波,44.5907480627,2091389
树精卫士,54.6726961999,3210641
食人魔魔法师,52.944869797,5149192
不朽尸王,51.0507949835,1753244
拉比克,45.293777001,4833377
干扰者,50.2050055961,2335546
司夜刺客,49.0609112138,3656683
娜迦海妖,46.1009954846,1072543
光之守卫,50.0152111311,1778303
艾欧,37.5314838816,667405
维萨吉,45.3086545088,650112
斯拉克,50.5739642062,11171167
美杜莎,50.9324935671,2691225
巨魔战将,51.648043599,3524482
半人马战行者,56.5123710088,3054763
马格纳斯,46.7234011579,2857521
伐木机,46.4667211844,4394898
钢背兽,49.9574458006,3799860
巨牙海民,42.3433334324,1816182
天怒法师,47.3759316949,2584403
亚巴顿,56.7567179423,1810413
上古巨神,52.0587486369,1028926
军团指挥官,48.3153875506,10684683
工程师,51.5203615253,2099106
灰烬之灵,48.059461136,4868390
大地之灵,41.6093269616,1121823
孽主,54.9338941714,2025540
恐怖利刃,49.4538536431,1744038
凤凰,50.346570883,1426548
神谕者,41.1021719833,889970
寒冬飞龙,46.3996361321,1374125
天穹守望者,39.6984684237,752558
