英雄,胜率,使用频率
敌法师,47.2230131646,8084590
斧王,52.4534380767,8708779
祸乱之源,45.7439422096,1967384
嗜血狂魔,50.3930658672,7300812
水晶室女,55.137547468,5132410
卓尔游侠,50.6806010953,8260786
撼地者,49.9295682196,4623623
主宰,50.013698889,10373104
米拉娜,51.8695774816,8511843
变体精灵,47.691177608,4576922
影魔,47.734934509,4814629
幻影长矛手,45.5052695072,2808422
帕克,44.0116435952,2093855
帕吉,52.8739538991,15151861
剃刀,45.4441439415,2729498
沙王,49.5156997823,4953126
风暴之灵,49.2333344876,5429356
斯温,54.582583693,7918797
小小,45.0168919407,3457862
复仇之魂,52.239831574,3146308
风行者,45.1597921511,4973805
宙斯,54.421050749,4640899
昆卡,47.5674216399,5115457
莉娜,44.3074118188,3417110
莱恩,47.7985858237,5592655
暗影萨满,52.6720589043,3260613
斯拉达,51.301106088,4954669
潮汐猎人,50.3410199959,2643540
巫医,49.9042835219,3282089
巫妖,54.6514069879,2618928
力丸,54.2278278366,8750037
谜团,51.877946623,2128708
修补匠,47.5463212074,5244574
狙击手,51.7351777887,10798490
瘟疫法师,54.7396425948,4924327
术士,55.5214592471,2076797
兽王,46.4446665262,844534
痛苦女王,42.1513643566,2562783
剧毒术士,51.485349707,2499950
虚空假面,47.1597504072,5561219
冥魂大帝,55.8793514906,6156827
死亡先知,46.8298935586,1947269
幻影刺客,52.1721154594,15528088
帕格纳,46.4134291613,1712095
圣堂刺客,45.262423087,2408077
冥界亚龙,48.8846749527,3338130
露娜,54.7929951088,4696604
龙骑士,49.3636843176,2407610
戴泽,51.7377841707,2750284
发条技师,50.5512669676,2033951
拉席克,45.6278118978,888857
先知,41.103927772,3198760
噬魂鬼,48.9812816532,5225782
黑暗贤者,49.4716573992,1398619
克林克兹,45.6641729234,3578556
全能骑士,59.8897095497,4942223
魅惑魔女,39.9121437793,1348567
哈斯卡,46.046614581,4707497
暗夜魔王,49.9016389857,2194467
育母蜘蛛,39.5930604323,974297
赏金猎人,45.9132333056,5715949
编织者,49.1764558164,3838774
杰奇洛,53.2506095033,2004501
蝙蝠骑士,44.8858836756,1287984
陈,41.8071889273,403732
幽鬼,55.0190106222,3876780
远古冰魄,50.3673540784,2252459
末日使者,43.4453571236,1426691
熊战士,54.4041029392,5348751
裂魂人,52.5266050672,5705680
矮人直升机,44.5687935433,1610609
炼金术士,48.9236956679,4807748
祈求者,46.7735216111,10182402
沉默术士,53.6714880137,3891651
殁境神蚀者,49.7177179314,4216350
狼人,46.3173064858,1131726
酒仙,47.5287251955,809481
暗影恶魔,45.734478978,1505877
德鲁伊,39.8369708462,781578
混沌骑士,50.2582726157,2356812
米波,47.6113089218,2165370
树精卫士,53.5399666703,1484562
食人魔魔法师,54.3510123073,4415754
不朽尸王,50.7122559608,1737016
拉比克,46.1057913003,3888505
干扰者,50.9875197709,2391142
司夜刺客,50.0318691248,3801485
娜迦海妖,46.1110546773,1122258
光之守卫,50.1556589277,2108456
艾欧,37.0489494037,671571
维萨吉,44.4022090983,480377
斯拉克,51.0202969279,10549429
美杜莎,51.7210926045,3126328
巨魔战将,49.5840495859,3340302
半人马战行者,55.3072237077,2788831
马格纳斯,46.8984960396,2804994
伐木机,48.8415507155,5240497
钢背兽,48.6102928608,3902297
巨牙海民,42.0451133287,1705128
天怒法师,46.6648882034,2230390
亚巴顿,55.9661636719,2467289
上古巨神,54.2540749889,1311660
军团指挥官,49.050541221,11310075
工程师,46.0048641028,1780390
灰烬之灵,41.6323321316,2431711
大地之灵,41.9521850993,883072
孽主,54.2701388765,1958215
恐怖利刃,49.0523795895,1670078
凤凰,51.3111932558,1573376
神谕者,42.4825326973,1217990
寒冬飞龙,46.0319104035,1400233
天穹守望者,42.98092125,983555
