英雄,胜率,使用频率
敌法师,47.2256537665,8799893
斧王,52.5125064914,9087081
祸乱之源,45.6839130727,1902464
嗜血狂魔,50.307966148,8264220
水晶室女,55.12637009,5517247
卓尔游侠,50.2939952107,8453369
撼地者,49.8780947057,4737284
主宰,50.026127952,11185339
米拉娜,51.8128175832,9312520
变体精灵,47.5693320875,4564445
影魔,47.7331637812,5452798
幻影长矛手,45.34158144,2913800
帕克,44.0196123697,2122538
帕吉,53.0180263975,16814896
剃刀,45.1383776425,2594422
沙王,49.5338248573,5375662
风暴之灵,49.3082957241,5753904
斯温,54.3451333226,8525262
小小,44.9302458734,3618854
复仇之魂,52.0862013977,3220087
风行者,45.109895539,5181648
宙斯,54.2547455571,4718308
昆卡,47.2246576463,4914727
莉娜,44.2474263799,3566960
莱恩,47.8042778642,5730757
暗影萨满,52.5408731995,3392810
斯拉达,51.552579232,5626927
潮汐猎人,50.8725715179,2666429
巫医,49.9275743017,3386229
巫妖,54.2318605498,2532574
力丸,54.2578086123,9173557
谜团,51.9999883615,2405814
修补匠,47.5144456405,5374978
狙击手,51.7921754286,12065811
瘟疫法师,54.576414635,5191728
术士,55.6290579942,2458573
兽王,46.2774656982,874955
痛苦女王,42.133937431,2617237
剧毒术士,51.4354345616,2790479
虚空假面,47.1122080921,5642962
冥魂大帝,55.7883928622,6358708
死亡先知,46.1385289874,1784825
幻影刺客,52.17553514,16052763
帕格纳,46.5332157916,1819496
圣堂刺客,45.2674541056,2635125
冥界亚龙,48.7879761156,3608551
露娜,54.7892430813,5585131
龙骑士,49.3438135024,2707081
戴泽,51.6970640496,2717723
发条技师,50.6811154792,2335140
拉席克,45.58794544,948753
先知,40.9490159175,3379290
噬魂鬼,49.1125644008,5888709
黑暗贤者,49.5890576515,1505929
克林克兹,45.3641756878,3473708
全能骑士,59.6920511629,5040058
魅惑魔女,40.0408691272,1397632
哈斯卡,45.749827968,4768007
暗夜魔王,49.84846436,2240727
育母蜘蛛,39.4842820573,1022303
赏金猎人,45.882768343,5692575
编织者,49.2310450763,4327952
杰奇洛,53.1592854746,2237737
蝙蝠骑士,45.1277989895,1453337
陈,42.3126415179,423533
幽鬼,54.9168394706,3913876
远古冰魄,50.483030265,2375317
末日使者,43.4004716121,1480030
熊战士,54.1066413296,5637064
裂魂人,52.5097308776,6217579
矮人直升机,44.5933403119,1686115
炼金术士,49.074299641,5709893
祈求者,46.7030266503,11401912
沉默术士,53.6982066035,4239609
殁境神蚀者,49.6594676542,4701756
狼人,46.6141514649,1230120
酒仙,47.4637731401,865380
暗影恶魔,46.5492762953,1634092
德鲁伊,39.721110369,832444
混沌骑士,50.2209834471,2474846
米波,47.4982436532,2324427
树精卫士,53.7657556186,1750804
食人魔魔法师,54.5817464298,5355818
不朽尸王,50.7056190264,1893869
拉比克,46.1984224917,4449929
干扰者,50.9505487413,2587558
司夜刺客,50.0621930954,4063152
娜迦海妖,46.0518236016,1213231
光之守卫,50.1974669495,2104656
艾欧,38.1112000466,738363
维萨吉,45.1578272159,520696
斯拉克,51.2259068401,11522980
美杜莎,51.5558788922,3261822
巨魔战将,49.4999164071,3630693
半人马战行者,55.3488886562,2874943
马格纳斯,47.5129998831,3560032
伐木机,49.0888490727,5861378
钢背兽,48.5865630942,4046378
巨牙海民,42.138636883,1802868
天怒法师,46.8681733833,2359789
亚巴顿,55.5830644766,2326518
上古巨神,53.9074046241,1277472
军团指挥官,48.9984389031,12256766
工程师,46.4941612169,1907418
灰烬之灵,41.8231339289,2711057
大地之灵,42.2770471054,988359
孽主,54.2221450319,1900065
恐怖利刃,49.025780906,1773677
凤凰,51.1906369542,1629128
神谕者,42.615477853,1138530
寒冬飞龙,46.2574914733,1533410
天穹守望者,43.1123808937,1039198
