英雄,胜率,使用频率
敌法师,46.800219548,6651847
斧王,54.6458070883,6757631
祸乱之源,43.8361256405,866249
嗜血狂魔,51.2407818017,5806178
水晶室女,54.4607455498,4701658
卓尔游侠,49.4811139749,5076452
撼地者,49.0815340676,3304913
主宰,49.8634755527,7401971
米拉娜,49.4249241971,6273173
变体精灵,45.4988774897,2395969
影魔,50.0249860212,6259500
幻影长矛手,46.8308439869,2339503
帕克,41.9404690851,1435859
帕吉,53.6540791578,13545492
剃刀,44.2679318119,1220624
沙王,47.9023957287,3186254
风暴之灵,47.6093179852,3424002
斯温,50.1823868296,3987130
小小,43.9887435264,2330037
复仇之魂,52.3256218983,2727335
风行者,44.4387669248,3898416
宙斯,54.6365614431,3045673
昆卡,43.6786587679,2211817
莉娜,43.2141134541,2769896
莱恩,48.2235114829,4130705
暗影萨满,50.556389823,2136272
斯拉达,52.6960274322,4950098
潮汐猎人,51.6769266402,1925606
巫医,51.1398846708,2647724
巫妖,52.6992011049,2051959
力丸,54.9212204516,6671465
谜团,52.9100619183,1996985
修补匠,47.9798552347,3925387
狙击手,51.0415127253,10217638
瘟疫法师,57.3912346782,5354464
术士,52.6439217522,1460898
兽王,44.8377180289,566668
痛苦女王,41.7320683793,3188627
剧毒术士,51.0586183501,1860066
虚空假面,47.3548441509,3296233
冥魂大帝,56.4988452911,5065346
死亡先知,42.9252806472,1178704
幻影刺客,53.2838659371,11657510
帕格纳,45.5358288981,1215276
圣堂刺客,46.7810587752,2337399
冥界亚龙,49.3618549867,3385124
露娜,55.4182140519,6195667
龙骑士,49.7122850296,2114419
戴泽,50.6583863011,1954020
发条技师,49.1467153087,1731837
拉席克,44.2336252247,844378
先知,41.8315872464,1796016
噬魂鬼,48.8543438046,4231636
黑暗贤者,50.0477943066,1264795
克林克兹,44.9793867293,2699232
全能骑士,54.945351926,2752979
魅惑魔女,41.4624865043,1016994
哈斯卡,43.8574710796,2712881
暗夜魔王,49.3764323721,1505370
育母蜘蛛,39.6557779645,740278
赏金猎人,46.0104730017,4205862
编织者,52.8348077991,6098932
杰奇洛,53.5133503609,1835456
蝙蝠骑士,43.0807212115,921505
陈,41.9721395364,358788
幽鬼,56.5801803963,2884427
远古冰魄,49.7016786932,1326925
末日使者,42.6818131111,1057762
熊战士,52.6052624136,3465102
裂魂人,53.3787593374,4847297
矮人直升机,44.1807672532,1110533
炼金术士,45.9658760468,2221548
祈求者,46.1682244669,7798069
沉默术士,53.1743868788,3555537
殁境神蚀者,47.0457267794,2547107
狼人,51.8571192613,1041344
酒仙,46.3948816599,604571
暗影恶魔,48.1585616792,1464263
德鲁伊,45.6557938092,1596851
混沌骑士,53.7864253136,2390302
米波,44.6517038509,1810399
树精卫士,54.7109058941,2619666
食人魔魔法师,52.8055838622,4372744
不朽尸王,51.0704957434,1381743
拉比克,45.402191018,4034563
干扰者,50.2810187698,2035985
司夜刺客,48.855705195,3065294
娜迦海妖,45.7835229807,910286
光之守卫,49.7966650765,1473677
艾欧,36.8986400038,527575
维萨吉,44.4301501524,534790
斯拉克,50.265785979,9261399
美杜莎,50.7907082838,2209538
巨魔战将,51.6023804346,3127160
半人马战行者,56.4323141677,2535767
马格纳斯,46.7361454279,2454659
伐木机,46.321458531,3288953
钢背兽,49.7139204917,3097915
巨牙海民,42.2953730851,1379645
天怒法师,47.2130041717,2137714
亚巴顿,56.6806436187,1551602
上古巨神,51.7493122624,896781
军团指挥官,48.2777888289,8737198
工程师,52.2393812078,1759169
灰烬之灵,48.7309498442,4582246
大地之灵,41.6279996827,995897
孽主,55.3565752817,1714687
恐怖利刃,49.459550529,1403739
凤凰,50.2096618552,1143031
神谕者,40.9710177696,712057
寒冬飞龙,46.4683369508,1134777
天穹守望者,39.6357973975,592747
