英雄,胜率,使用频率
敌法师,46.7942420625,7345408
斧王,54.6659840496,7539610
祸乱之源,43.8456790123,1036800
嗜血狂魔,51.3769493842,6539565
水晶室女,54.4878435298,5346042
卓尔游侠,49.4273160108,5745839
撼地者,49.0234932092,3779390
主宰,49.7919914504,8279227
米拉娜,49.5682149546,7087786
变体精灵,45.6197349065,2767401
影魔,49.9181223658,6888328
幻影长矛手,46.8984408527,2647088
帕克,41.8815003691,1639330
帕吉,53.7024580994,15049961
剃刀,44.2980302755,1456295
沙王,47.924809867,3601164
风暴之灵,47.7202533936,3985421
斯温,50.2131935088,4524528
小小,44.0668236198,2687852
复仇之魂,52.2305158564,3028963
风行者,44.519250933,4439603
宙斯,54.5501004491,3436067
昆卡,43.6874668676,2569238
莉娜,43.2394727486,3110926
莱恩,48.2629862142,4653993
暗影萨满,50.6420191524,2444709
斯拉达,52.8006152441,5484652
潮汐猎人,51.8272849775,2152100
巫医,51.1574730937,2917908
巫妖,52.809512055,2288885
力丸,54.8031126871,7507340
谜团,52.8719921069,2259181
修补匠,47.8663400603,4402037
狙击手,51.0339670641,11739107
瘟疫法师,57.4519837269,5921430
术士,52.7022064403,1680127
兽王,44.8382694873,655875
痛苦女王,41.768164513,3565675
剧毒术士,51.0328263942,2164691
虚空假面,47.2295127944,3822288
冥魂大帝,56.536484116,5674442
死亡先知,43.0279905162,1319304
幻影刺客,53.2772472907,13116038
帕格纳,45.6817105175,1376332
圣堂刺客,46.8118191806,2623126
冥界亚龙,49.5085666491,3854541
露娜,55.2171476904,6830121
龙骑士,49.8038123594,2441795
戴泽,50.7216692414,2222902
发条技师,49.2112716907,1972162
拉席克,44.2763599876,928832
先知,41.8214608565,2003359
噬魂鬼,48.8528967896,4685411
黑暗贤者,50.0272178635,1401653
克林克兹,45.0664857985,2985600
全能骑士,55.0204212987,3169485
魅惑魔女,41.5345473331,1161450
哈斯卡,44.0368488718,3122158
暗夜魔王,49.4219148058,1756575
育母蜘蛛,39.8150307716,853223
赏金猎人,46.1577813746,4722636
编织者,52.8304918336,6690657
杰奇洛,53.5890137219,2099783
蝙蝠骑士,43.2458360916,1055919
陈,42.009414578,398106
幽鬼,56.6479661854,3277634
远古冰魄,49.7528853111,1517514
末日使者,42.7547644966,1184123
熊战士,52.70284525,3972129
裂魂人,53.3939804868,5572012
矮人直升机,44.1381164358,1298209
炼金术士,45.9414121308,2575243
祈求者,46.1464995166,8535564
沉默术士,53.2600823799,3920131
殁境神蚀者,46.9102585426,2891941
狼人,51.9030849625,1207697
酒仙,46.3691990255,689173
暗影恶魔,47.942493492,1589594
德鲁伊,45.3824175715,1612792
混沌骑士,53.8722286805,2690776
米波,44.6701243315,1994024
树精卫士,54.690379051,2951819
食人魔魔法师,52.8703324038,4843446
不朽尸王,51.0778739169,1591791
拉比克,45.3608843604,4530551
干扰者,50.23980638,2231175
司夜刺客,48.9526775765,3438053
娜迦海妖,45.9124753152,1012263
光之守卫,49.8454831778,1654836
艾欧,37.1569882713,603733
维萨吉,44.7581982583,599975
斯拉克,50.4056550843,10399845
美杜莎,50.8515987167,2488496
巨魔战将,51.6142080802,3423939
半人马战行者,56.4519546842,2836187
马格纳斯,46.6987156942,2701070
伐木机,46.3573832916,3843638
钢背兽,49.818127934,3502462
巨牙海民,42.3320638672,1616165
天怒法师,47.2922517471,2405652
亚巴顿,56.7306710155,1713269
上古巨神,51.9112030762,992647
军团指挥官,48.2782480933,9838903
工程师,51.8702737305,1962039
灰烬之灵,48.4582352458,4922476
大地之灵,41.6532038935,1081996
孽主,55.1642343019,1912268
恐怖利刃,49.448582767,1598608
凤凰,50.2501810571,1303456
神谕者,41.0697273455,816638
寒冬飞龙,46.4022083216,1278437
天穹守望者,39.6984011628,682496
