英雄,胜率,使用频率
敌法师,46.5030140021,6832112
斧王,54.6134492036,6827408
祸乱之源,43.9469155147,1116183
嗜血狂魔,51.6484035004,6061198
水晶室女,54.6080345748,5032102
卓尔游侠,49.1196665914,5531711
撼地者,49.0537767917,3666154
主宰,49.5089578278,7533467
米拉娜,49.9694264773,6891584
变体精灵,45.8371097598,2792543
影魔,49.6897631993,5968183
幻影长矛手,47.0273806854,2546357
帕克,41.8127837761,1631568
帕吉,53.6705823378,13600989
剃刀,44.4324574744,1549831
沙王,48.2372657496,3390443
风暴之灵,48.0303461768,4052438
斯温,50.2927161984,4396921
小小,44.3755028981,2612358
复仇之魂,52.2617847373,2739518
风行者,44.8445379554,4341735
宙斯,54.5357510966,3435517
昆卡,43.8395887605,2646049
莉娜,43.3277543936,2906765
莱恩,48.4216813091,4318171
暗影萨满,51.0280199015,2384341
斯拉达,53.0986711376,4988703
潮汐猎人,52.1686721207,1962814
巫医,51.3294452763,2523797
巫妖,53.0969400483,2088497
力丸,54.6887856392,7177850
谜团,53.0297851438,2162051
修补匠,47.6364683775,4016828
狙击手,51.0595452791,11513524
瘟疫法师,57.4385874479,5206916
术士,53.0833765939,1675890
兽王,45.0025811528,683803
痛苦女王,41.7425946506,3215986
剧毒术士,51.0267461807,2260734
虚空假面,46.81380595,3835187
冥魂大帝,56.6019106811,5222117
死亡先知,43.4263419839,1199530
幻影刺客,53.4848507306,12413932
帕格纳,46.0474841856,1307509
圣堂刺客,47.000435814,2423052
冥界亚龙,49.7771109525,3719115
露娜,54.6958935348,5851602
龙骑士,50.1332143012,2439678
戴泽,50.888116728,2109520
发条技师,49.5452789775,1879614
拉席克,44.4252144828,849369
先知,41.8197233108,1882473
噬魂鬼,48.9083846835,4275224
黑暗贤者,49.8740315799,1236421
克林克兹,45.4390096078,2616822
全能骑士,55.4804680036,3213138
魅惑魔女,41.6143163338,1107602
哈斯卡,44.3905636196,3110981
暗夜魔王,49.6912172811,1817945
育母蜘蛛,40.1166337058,839380
赏金猎人,46.6577221798,4556997
编织者,52.6043724447,5451870
杰奇洛,53.8441267442,2007413
蝙蝠骑士,43.8045974865,1071020
陈,42.2192480497,357896
幽鬼,56.7288551547,3050779
远古冰魄,49.8991691699,1501029
末日使者,43.0282854599,1139985
熊战士,53.0232914736,3886873
裂魂人,53.4868004193,5427483
矮人直升机,44.1334794336,1295001
炼金术士,45.9199490399,2756669
祈求者,45.8966490586,7521170
沉默术士,53.5764750701,3464920
殁境神蚀者,46.8514627716,2854786
狼人,52.4570390537,1302462
酒仙,46.5168271203,670495
暗影恶魔,47.0004521951,1311381
德鲁伊,44.1016298037,1011042
混沌骑士,54.0421259909,2532071
米波,44.4359877928,1757985
树精卫士,54.7757344202,2995288
食人魔魔法师,53.2378724254,4391047
不朽尸王,51.0178296648,1565537
拉比克,45.2095567727,4142863
干扰者,50.3011903017,1991764
司夜刺客,49.2305992166,3194304
娜迦海妖,46.3171787231,925907
光之守卫,50.1925952925,1569353
艾欧,37.8317300301,604897
维萨吉,47.2642088237,627515
斯拉克,51.041071527,9794620
美杜莎,50.9718472127,2311423
巨魔战将,51.5001765635,2933788
半人马战行者,56.7286172713,2640706
马格纳斯,46.8820194717,2452998
伐木机,46.4825724382,4411690
钢背兽,50.1231494576,3257018
巨牙海民,42.3473313769,1638729
天怒法师,47.552989829,2265765
亚巴顿,56.6929917642,1537063
上古巨神,52.3668045268,861985
军团指挥官,48.2003177079,9484813
工程师,50.6651186965,1770060
灰烬之灵,46.9711185921,3600240
大地之灵,41.6536481745,928807
孽主,54.5529348378,1672273
恐怖利刃,49.483627937,1512088
凤凰,50.5842966734,1255441
神谕者,41.0968272728,785192
寒冬飞龙,46.4194519446,1173312
天穹守望者,39.7396081467,671680
