英雄,胜率,使用频率
敌法师,47.289895028,7517052
斧王,52.4737661351,7852541
祸乱之源,45.7007998947,1656343
嗜血狂魔,50.2763923663,7061881
水晶室女,55.1076697225,4687901
卓尔游侠,50.3681739074,7320861
撼地者,49.8628508889,4082418
主宰,50.0716168983,9649259
米拉娜,51.8438248512,7861430
变体精灵,47.645613855,3915819
影魔,47.7232469506,4672729
幻影长矛手,45.2729137281,2493407
帕克,44.1058193623,1821746
帕吉,53.0218061187,14413615
剃刀,45.194489958,2269166
沙王,49.5395154167,4644238
风暴之灵,49.3158103845,5011257
斯温,54.4555605188,7414488
小小,44.9414831484,3141830
复仇之魂,52.050954028,2775757
风行者,45.1228534575,4457750
宙斯,54.2445509427,4046388
昆卡,47.3264698587,4297726
莉娜,44.296225327,3062358
莱恩,47.75505791,4966676
暗影萨满,52.5742555331,2929546
斯拉达,51.4109184686,4735426
潮汐猎人,50.7581907693,2317029
巫医,49.8803948032,2923786
巫妖,54.2980572353,2200215
力丸,54.2392521087,7828303
谜团,51.8764616154,2029005
修补匠,47.5269370047,4679622
狙击手,51.8424086904,10168048
瘟疫法师,54.5284459025,4468851
术士,55.6403410428,2099678
兽王,46.3218154486,749038
痛苦女王,42.1755192237,2259479
剧毒术士,51.4601611538,2394359
虚空假面,47.1506324968,4885400
冥魂大帝,55.7792366532,5473318
死亡先知,46.2689353395,1569552
幻影刺客,52.1174012298,13813041
帕格纳,46.5314438548,1571086
圣堂刺客,45.2393326221,2258990
冥界亚龙,48.7458223022,3022897
露娜,54.7143829544,4593931
龙骑士,49.3080571825,2259363
戴泽,51.6989398055,2339665
发条技师,50.6837760275,1977475
拉席克,45.64287753,805830
先知,40.9564752369,2933939
噬魂鬼,49.0850284349,5009336
黑暗贤者,49.6126060179,1295064
克林克兹,45.377865294,3026740
全能骑士,59.7871586093,4349342
魅惑魔女,40.0217515363,1209110
哈斯卡,45.7815870287,4131696
暗夜魔王,49.8172605503,1918305
育母蜘蛛,39.4504475423,876677
赏金猎人,45.8484451811,4856289
编织者,49.1034382755,3641244
杰奇洛,53.1245908181,1924572
蝙蝠骑士,45.1305643433,1224875
陈,42.2868517998,363198
幽鬼,54.8747314502,3413706
远古冰魄,50.4510891974,2032414
末日使者,43.4480193211,1266182
熊战士,54.1442025098,4848279
裂魂人,52.4373222434,5324696
矮人直升机,44.5860529453,1454558
炼金术士,49.150208184,4725628
祈求者,46.7925909706,9782226
沉默术士,53.6938143508,3663124
殁境神蚀者,49.7112744604,3999473
狼人,46.1761057487,1031880
酒仙,47.4875925943,745321
暗影恶魔,46.1824393587,1307196
德鲁伊,39.6019111632,712655
混沌骑士,50.0976341368,2110942
米波,47.5971606016,2011412
树精卫士,53.622427945,1387412
食人魔魔法师,54.5281050059,4515708
不朽尸王,50.7138320968,1625032
拉比克,46.2222107202,3748118
干扰者,50.9850291376,2227193
司夜刺客,50.0299163701,3457973
娜迦海妖,46.0675531161,1030478
光之守卫,50.1561078539,1817013
艾欧,37.9297072338,623535
维萨吉,44.7980535722,440191
斯拉克,51.10636844,9840212
美杜莎,51.6295238686,2835184
巨魔战将,49.4703689622,3127177
半人马战行者,55.2594490763,2474898
马格纳斯,47.4842162446,3077848
伐木机,49.1550204346,4852070
钢背兽,48.5399230969,3494268
巨牙海民,42.1254636015,1547126
天怒法师,46.7869083816,2013777
亚巴顿,55.6041546593,2038675
上古巨神,53.9589745616,1113748
军团指挥官,49.0507569567,10444322
工程师,46.405994779,1621144
灰烬之灵,41.8213118181,2334592
大地之灵,42.2183048053,815163
孽主,54.2609463492,1642100
恐怖利刃,49.0878732682,1521828
凤凰,51.1570572244,1406672
神谕者,42.6375262922,988411
寒冬飞龙,46.2232271662,1321909
天穹守望者,43.2227185776,902803
