英雄,胜率,使用频率
敌法师,47.0737076711,8167793
斧王,52.6297628748,8233499
祸乱之源,45.5753406617,1693249
嗜血狂魔,50.393644411,7584002
水晶室女,55.0824389907,5158724
卓尔游侠,50.0998532517,7636206
撼地者,49.8368265228,4332812
主宰,49.9207361393,10092872
米拉娜,51.6776664481,8613959
变体精灵,47.4357232623,4114669
影魔,47.919089123,5177252
幻影长矛手,45.506076983,2700024
帕克,43.756872365,1953476
帕吉,53.0512650352,15544864
剃刀,45.0506933192,2292018
沙王,49.4550130706,4807363
风暴之灵,49.2345184329,5203979
斯温,54.0069505864,7603675
小小,44.927892153,3265664
复仇之魂,52.1391150332,2949444
风行者,45.1001093796,4787913
宙斯,54.2607784689,4347046
昆卡,46.9315993528,4366216
莉娜,44.1343561188,3280714
莱恩,47.9221449839,5197764
暗影萨满,52.435086333,3087755
斯拉达,51.8329237135,5267486
潮汐猎人,51.1684153624,2395595
巫医,50.0672394885,3071112
巫妖,54.0187333692,2245832
力丸,54.3219984713,8489649
谜团,52.2292468015,2278191
修补匠,47.541305103,4839051
狙击手,51.6745489102,11443231
瘟疫法师,54.7468567954,4831534
术士,55.436316718,2278620
兽王,46.1810970443,814370
痛苦女王,42.0494583482,2433482
剧毒术士,51.3829491818,2625223
虚空假面,47.0066582179,5111578
冥魂大帝,55.8484551506,5767164
死亡先知,45.7436177338,1517016
幻影刺客,52.3678121276,14705812
帕格纳,46.5127199856,1648233
圣堂刺客,45.4149919283,2428240
冥界亚龙,48.8780889417,3468947
露娜,54.8611255698,5283262
龙骑士,49.4855222913,2559003
戴泽,51.6638518329,2473207
发条技师,50.610566291,2175030
拉席克,45.4841890692,876166
先知,41.0047887629,3006622
噬魂鬼,49.1064315796,5395222
黑暗贤者,49.599476103,1368208
克林克兹,45.3015834682,3064160
全能骑士,59.3686624933,4565577
魅惑魔女,40.1791855731,1269187
哈斯卡,45.5798096909,4290494
暗夜魔王,49.8848022153,2078599
育母蜘蛛,39.543093219,943037
赏金猎人,46.0238547326,5282893
编织者,49.5862710311,4127098
杰奇洛,53.2182645911,2090055
蝙蝠骑士,45.1293842274,1351749
陈,42.3656537113,389981
幽鬼,55.0319927669,3450780
远古冰魄,50.5129844614,2150455
末日使者,43.340898527,1357533
熊战士,53.9809452305,5082612
裂魂人,52.6340031529,5775088
矮人直升机,44.5841118296,1533405
炼金术士,48.8427938661,5252435
祈求者,46.5223448895,10376489
沉默术士,53.7409902539,3877329
殁境神蚀者,49.4579316608,4285622
狼人,47.9631021919,1210370
酒仙,47.370881975,780623
暗影恶魔,46.6637722918,1483337
德鲁伊,40.207313376,775155
混沌骑士,50.7018423469,2337562
米波,47.1818910698,2105348
树精卫士,54.05899581,1907627
食人魔魔法师,54.5956677305,5017878
不朽尸王,50.714906619,1764706
拉比克,46.0936626344,4149232
干扰者,50.8881204221,2364882
司夜刺客,50.0069516375,3740126
娜迦海妖,46.1039060522,1109637
光之守卫,50.2206342806,1919466
艾欧,38.3302386516,687739
维萨吉,46.5173729094,528265
斯拉克,51.469037925,10747374
美杜莎,51.4470742389,2926042
巨魔战将,49.6151510558,3344559
半人马战行者,55.6095351914,2660880
马格纳斯,47.6027642205,3299592
伐木机,48.7393562696,5661314
钢背兽,48.7115705081,3669545
巨牙海民,42.2248198584,1681871
天怒法师,47.0703354463,2213052
亚巴顿,55.5155955178,1996439
上古巨神,53.743783881,1133746
军团指挥官,48.8766006949,11376231
工程师,46.8698080408,1793037
灰烬之灵,41.8815478985,2547764
大地之灵,42.3003979305,934334
孽主,54.2168423104,1723944
恐怖利刃,49.043462411,1634907
凤凰,51.1260508946,1487899
神谕者,42.5125294188,1017206
寒冬飞龙,46.3399675067,1411982
天穹守望者,42.8925847947,934728
