英雄,胜率,使用频率
敌法师,47.2834389044,8216896
斧王,52.4734843919,8577778
祸乱之源,45.700228113,1802177
嗜血狂魔,50.277852926,7780915
水晶室女,55.1163174845,5115525
卓尔游侠,50.3424056453,7987894
撼地者,49.8774782153,4459207
主宰,50.065576619,10566266
米拉娜,51.856607527,8684361
变体精灵,47.6484328721,4313145
影魔,47.6958692318,5105830
幻影长矛手,45.2639780617,2724734
帕克,44.1034538631,1987282
帕吉,53.0204568025,15764536
剃刀,45.1776651806,2464242
沙王,49.5446964869,5094953
风暴之灵,49.3222695466,5441175
斯温,54.4319499435,8103476
小小,44.9170082395,3426063
复仇之魂,52.0487544408,3024545
风行者,45.1073500625,4861292
宙斯,54.2210366707,4410137
昆卡,47.3204975927,4673461
莉娜,44.2748966594,3350088
莱恩,47.7578922854,5406007
暗影萨满,52.556755438,3201147
斯拉达,51.426166739,5212434
潮汐猎人,50.8090465066,2527296
巫医,49.8722090254,3193105
巫妖,54.2809305775,2384283
力丸,54.2257245981,8564472
谜团,51.8947022354,2226524
修补匠,47.5145865897,5089435
狙击手,51.8450184667,11193953
瘟疫法师,54.5151763458,4871792
术士,55.6909315038,2317661
兽王,46.2838264254,816041
痛苦女王,42.1677570185,2460368
剧毒术士,51.4552172717,2614077
虚空假面,47.1392105258,5326659
冥魂大帝,55.7588158065,5968484
死亡先知,46.2186791782,1695717
幻影刺客,52.0913446423,15092467
帕格纳,46.5238055377,1720272
圣堂刺客,45.2069979588,2474493
冥界亚龙,48.7325826319,3306685
露娜,54.7388850077,5184574
龙骑士,49.2882915094,2511562
戴泽,51.6966516007,2552115
发条技师,50.7053040899,2185653
拉席克,45.6375354938,887480
先知,40.9416319593,3202249
噬魂鬼,49.0982559751,5532834
黑暗贤者,49.6418570148,1426246
克林克兹,45.3450760111,3281364
全能骑士,59.7788482418,4761798
魅惑魔女,40.0113193052,1319869
哈斯卡,45.775474513,4514365
暗夜魔王,49.8221384828,2099105
育母蜘蛛,39.4592570886,958903
赏金猎人,45.8330724143,5301772
编织者,49.0973462127,4031446
杰奇洛,53.1291338973,2098504
蝙蝠骑士,45.1327420596,1358085
陈,42.3165452753,396651
幽鬼,54.8584129217,3708248
远古冰魄,50.4751351247,2234417
末日使者,43.4201971087,1385733
熊战士,54.1352658911,5323515
裂魂人,52.4487988863,5829756
矮人直升机,44.5946813129,1589490
炼金术士,49.196408268,5307857
祈求者,46.7681447453,10730462
沉默术士,53.6872781868,4001678
殁境神蚀者,49.7133889683,4429348
狼人,46.1939991491,1137572
酒仙,47.485417674,812799
暗影恶魔,46.56152934,1528921
德鲁伊,39.5580209934,777865
混沌骑士,50.0789991908,2312049
米波,47.5795323215,2194328
树精卫士,53.6125449071,1529545
食人魔魔法师,54.5610268209,5014156
不朽尸王,50.7207227466,1778770
拉比克,46.2427474862,4140978
干扰者,50.9640250036,2440445
司夜刺客,50.0653806376,3811526
娜迦海妖,46.0344183551,1140438
光之守卫,50.1569220567,1981557
艾欧,38.0578295025,690063
维萨吉,44.8445682637,480629
斯拉克,51.1234660891,10783058
美杜莎,51.5944370212,3093882
巨魔战将,49.467598434,3419881
半人马战行者,55.272467442,2710856
马格纳斯,47.5022540424,3371720
伐木机,49.1890866997,5363767
钢背兽,48.5436534571,3817086
巨牙海民,42.1260784065,1689298
天怒法师,46.79305924,2197281
亚巴顿,55.5691574948,2211286
上古巨神,53.9446846229,1213912
军团指挥官,49.0327963868,11459738
工程师,46.4350328482,1768740
灰烬之灵,41.827311702,2549669
大地之灵,42.2816663142,907968
孽主,54.2501133494,1788717
恐怖利刃,49.0713339315,1674014
凤凰,51.1538519188,1534469
神谕者,42.6511620136,1077354
寒冬飞龙,46.2380250884,1447923
天穹守望者,43.2395708426,983229
