英雄,胜率,使用频率
敌法师,47.2877101687,8137036
斧王,52.4422080481,8589215
祸乱之源,45.6656251848,1843207
嗜血狂魔,50.2982358674,7554591
水晶室女,55.1177587352,5111935
卓尔游侠,50.4133099693,7995210
撼地者,49.8588879585,4475876
主宰,50.045928473,10510909
米拉娜,51.8324442763,8526262
变体精灵,47.6139435675,4291642
影魔,47.7198211862,5018181
幻影长矛手,45.3211134206,2744264
帕克,44.0722455717,2010753
帕吉,52.9572217683,15515999
剃刀,45.2770168287,2549448
沙王,49.5362136254,5072055
风暴之灵,49.2829728173,5501744
斯温,54.4778917212,8034004
小小,44.9627875083,3428553
复仇之魂,52.0789474029,3053324
风行者,45.146188684,4875993
宙斯,54.2874539036,4462392
昆卡,47.3509443726,4777193
莉娜,44.2895759772,3346424
莱恩,47.7558388606,5478038
暗影萨满,52.584243078,3203646
斯拉达,51.368715533,5098722
潮汐猎人,50.5362564184,2567242
巫医,49.863266629,3207337
巫妖,54.5763838327,2615056
力丸,54.2259232673,8540891
谜团,51.8505843133,2188552
修补匠,47.5391959989,5128202
狙击手,51.8115352675,10961393
瘟疫法师,54.5693412773,4881371
术士,55.6052351615,2239014
兽王,46.3713595166,827500
痛苦女王,42.1702875591,2482307
剧毒术士,51.4758442451,2567649
虚空假面,47.1387458639,5378236
冥魂大帝,55.8480678402,6175809
死亡先知,46.7820057925,1902101
幻影刺客,52.1129578084,15096681
帕格纳,46.4931079433,1715308
圣堂刺客,45.2858294743,2463042
冥界亚龙,48.7956780311,3300903
露娜,54.7056978242,4880477
龙骑士,49.2984613334,2430871
戴泽,51.718574884,2594708
发条技师,50.6478914765,2116481
拉席克,45.6481101901,875723
先知,40.9981941362,3185733
噬魂鬼,49.0598249539,5412290
黑暗贤者,49.5705241255,1418706
克林克兹,45.6310399753,3503843
全能骑士,59.7668345556,4754135
魅惑魔女,40.0106595301,1322760
哈斯卡,45.8604338729,4540500
暗夜魔王,49.8618355945,2110891
育母蜘蛛,39.5307642592,960839
赏金猎人,45.8712198686,5397696
编织者,49.1368385371,3894115
杰奇洛,53.144030386,2077270
蝙蝠骑士,44.9949778586,1320154
陈,42.1106783642,398488
幽鬼,54.9423938203,3900276
远古冰魄,50.3959904382,2207124
末日使者,43.4744490422,1388128
熊战士,54.2016266375,5318702
裂魂人,52.443195338,5770169
矮人直升机,44.5813493747,1590885
炼金术士,49.0853769001,4995555
祈求者,46.8027808478,10518375
沉默术士,53.6638815295,3987356
殁境神蚀者,49.7045200522,4279309
狼人,46.2185881214,1117929
酒仙,47.4984310094,811031
暗影恶魔,45.982993922,1426784
德鲁伊,39.6502403568,776762
混沌骑士,50.1324046397,2310342
米波,47.5988912214,2182221
树精卫士,53.5719599648,1505476
食人魔魔法师,54.468848365,4756203
不朽尸王,50.7032262132,1760671
拉比克,46.1652295948,4028794
干扰者,50.9911623543,2420441
司夜刺客,50.0065714909,3758660
娜迦海妖,46.0808182217,1115590
光之守卫,50.1406805199,2006319
艾欧,37.5413426365,673034
维萨吉,44.6827461197,479411
斯拉克,51.0992290723,10638092
美杜莎,51.6528666131,3089360
巨魔战将,49.4906873861,3389274
半人马战行者,55.2465842201,2720389
马格纳斯,47.3548520032,3212807
伐木机,49.0487719135,5273814
钢背兽,48.5651193966,3832061
巨牙海民,42.103872984,1688543
天怒法师,46.739835461,2203125
亚巴顿,55.9302875683,2443524
上古巨神,54.0289471655,1232245
军团指挥官,49.0442399211,11348664
工程师,46.2704564153,1767294
灰烬之灵,41.773666861,2520011
大地之灵,42.1746038028,884345
孽主,54.2179067882,1816529
恐怖利刃,49.0759025468,1655399
凤凰,51.2136122079,1543203
神谕者,42.5516361305,1102571
寒冬飞龙,46.1742224472,1422090
天穹守望者,43.0804823619,976860
