英雄,胜率,使用频率
敌法师,46.7976939688,6924104
斧王,54.6789440603,7159500
祸乱之源,43.8386543159,991139
嗜血狂魔,51.4144807583,6207755
水晶室女,54.4929603364,5095627
卓尔游侠,49.4262441036,5453103
撼地者,49.0056330517,3600180
主宰,49.7736612794,7877353
米拉娜,49.6019030317,6729893
变体精灵,45.6512730667,2647269
影魔,49.8938935882,6536834
幻影长矛手,46.8899046936,2510325
帕克,41.8577405965,1557774
帕吉,53.7184303125,14220920
剃刀,44.3025680394,1395111
沙王,47.9253950561,3434196
风暴之灵,47.7319935512,3810968
斯温,50.2117051921,4296777
小小,44.0749391174,2568058
复仇之魂,52.2183648708,2864948
风行者,44.5228478306,4221473
宙斯,54.4993838106,3247378
昆卡,43.6706235268,2458852
莉娜,43.240935158,2948507
莱恩,48.2657686305,4410513
暗影萨满,50.6525600366,2323541
斯拉达,52.802391337,5195420
潮汐猎人,51.8511866115,2037693
巫医,51.1678497075,2749412
巫妖,52.8336113197,2163176
力丸,54.789748382,7105415
谜团,52.8501053299,2145640
修补匠,47.8246466141,4180769
狙击手,51.0293569831,11212971
瘟疫法师,57.4558538359,5630274
术士,52.714866552,1604333
兽王,44.820213056,627159
痛苦女王,41.7794347977,3368564
剧毒术士,51.012088404,2068594
虚空假面,47.1975141751,3649171
冥魂大帝,56.5520386112,5383935
死亡先知,43.0412323535,1245357
幻影刺客,53.256157154,12452547
帕格纳,45.7176160668,1306597
圣堂刺客,46.8286393395,2487292
冥界亚龙,49.5347702459,3680762
露娜,55.1724538462,6456945
龙骑士,49.8137609733,2331681
戴泽,50.7188135006,2116613
发条技师,49.2189459859,1877527
拉席克,44.2675028272,875430
先知,41.827266502,1895498
噬魂鬼,48.8659809204,4421266
黑暗贤者,50.0230591852,1333525
克林克兹,45.1157381986,2813721
全能骑士,55.0193405175,3023704
魅惑魔女,41.5335699297,1109907
哈斯卡,44.0584875393,2979780
暗夜魔王,49.4224801285,1679163
育母蜘蛛,39.8082562017,814733
赏金猎人,46.1987884693,4434060
编织者,52.8256675766,6344253
杰奇洛,53.6020954959,2002390
蝙蝠骑士,43.2809551116,1006207
陈,42.053411238,377898
幽鬼,56.6615146236,3114622
远古冰魄,49.7833825761,1447252
末日使者,42.7732310573,1125842
熊战士,52.7041687183,3787615
裂魂人,53.3929192249,5312667
矮人直升机,44.12786245,1246965
炼金术士,45.9133488176,2458847
祈求者,46.1627718896,8043293
沉默术士,53.2797928823,3691041
殁境神蚀者,46.8569585633,2750266
狼人,51.8900084509,1153725
酒仙,46.3445133049,656561
暗影恶魔,47.8931180366,1506634
德鲁伊,45.2905533101,1503786
混沌骑士,53.8733629629,2548354
米波,44.6704673676,1888599
树精卫士,54.6850522363,2787621
食人魔魔法师,52.8819283162,4609327
不朽尸王,51.0572291294,1522092
拉比克,45.3533085855,4293980
干扰者,50.2250158316,2104963
司夜刺客,48.9768252732,3249445
娜迦海妖,45.9568430412,957111
光之守卫,49.8751777371,1569031
艾欧,37.217882585,575957
维萨吉,44.8235252511,565520
斯拉克,50.4336702291,9848843
美杜莎,50.8558093357,2379093
巨魔战将,51.6199082846,3210583
半人马战行者,56.4697787207,2703145
马格纳斯,46.6860551535,2556500
伐木机,46.3660979456,3661725
钢背兽,49.8198879741,3349582
巨牙海民,42.3211156349,1551547
天怒法师,47.2942182965,2276976
亚巴顿,56.7423980996,1619891
上古巨神,51.9212394832,936713
军团指挥官,48.2881324845,9339537
工程师,51.8252958327,1864821
灰烬之灵,48.4373869544,4644144
大地之灵,41.6487905983,1020918
孽主,55.1332251344,1829347
恐怖利刃,49.4316397376,1525177
凤凰,50.2506419861,1243407
神谕者,41.0838216828,779667
寒冬飞龙,46.4019668222,1221056
天穹守望者,39.6946962513,652727
