英雄,胜率,使用频率
敌法师,47.2763195356,7839576
斧王,52.4480138302,8401321
祸乱之源,45.7156945558,1851572
嗜血狂魔,50.3558541834,7196768
水晶室女,55.1277549377,4972254
卓尔游侠,50.4837034193,7880242
撼地者,49.8887434555,4415920
主宰,50.0268122649,10114774
米拉娜,51.8522474307,8257941
变体精灵,47.5768262153,4271361
影魔,47.7300605253,4762638
幻影长矛手,45.411604211,2696073
帕克,44.0715169234,2000925
帕吉,52.9163850611,14878968
剃刀,45.3583708525,2586678
沙王,49.5215819036,4883281
风暴之灵,49.2713825617,5321860
斯温,54.522858528,7741509
小小,44.9939323933,3338219
复仇之魂,52.1693859987,3012811
风行者,45.1669941307,4786276
宙斯,54.3532221446,4427548
昆卡,47.4139424659,4802020
莉娜,44.3189562461,3279547
莱恩,47.7781584369,5364964
暗影萨满,52.6478193278,3142265
斯拉达,51.3385837717,4892036
潮汐猎人,50.4177825262,2538402
巫医,49.8903158782,3148587
巫妖,54.610914549,2557009
力丸,54.2020510988,8373268
谜团,51.8552256201,2097885
修补匠,47.5424925807,5040880
狙击手,51.7814413805,10562402
瘟疫法师,54.6674496736,4759430
术士,55.5912260701,2098216
兽王,46.4153783175,815902
痛苦女王,42.1748016419,2450366
剧毒术士,51.499527209,2461976
虚空假面,47.106980767,5313843
冥魂大帝,55.8797134055,5997044
死亡先知,46.8357337916,1880752
幻影刺客,52.1117155961,14818307
帕格纳,46.4705418691,1674648
圣堂刺客,45.3281368375,2368006
冥界亚龙,48.855093353,3221267
露娜,54.7469749379,4643789
龙骑士,49.3474834846,2352201
戴泽,51.7301691841,2593388
发条技师,50.6205424414,2008807
拉席克,45.6343245286,857416
先知,41.0683632594,3092787
噬魂鬼,49.064785352,5178223
黑暗贤者,49.5238881409,1368901
克林克兹,45.6852089852,3456274
全能骑士,59.7753914027,4671148
魅惑魔女,39.9862489252,1300262
哈斯卡,45.9644756295,4487905
暗夜魔王,49.9194719662,2086230
育母蜘蛛,39.5326299369,941053
赏金猎人,45.8406973775,5416521
编织者,49.1690852511,3749783
杰奇洛,53.2063287702,1988380
蝙蝠骑士,44.9424677994,1269463
陈,41.9899248213,389472
幽鬼,54.9864089109,3754666
远古冰魄,50.3906260868,2156538
末日使者,43.4858893108,1365029
熊战士,54.3024002088,5194798
裂魂人,52.5004189915,5572906
矮人直升机,44.5496427004,1551779
炼金术士,49.0131696334,4735819
祈求者,46.8265034808,10008708
沉默术士,53.6922183902,3824530
殁境神蚀者,49.6229485291,4100899
狼人,46.2746402743,1085063
酒仙,47.5187821148,788383
暗影恶魔,45.8222248512,1420086
德鲁伊,39.7940940429,755102
混沌骑士,50.2157250231,2272569
米波,47.6133701098,2119474
树精卫士,53.583762171,1453347
食人魔魔法师,54.4134709819,4411913
不朽尸王,50.7487771375,1699905
拉比克,46.1577215072,3834886
干扰者,51.0231757642,2334594
司夜刺客,50.0375155565,3666479
娜迦海妖,46.1174539529,1086877
光之守卫,50.1797694818,2003399
艾欧,37.3031362538,648672
维萨吉,44.5575759135,466419
斯拉克,51.0764829475,10266210
美杜莎,51.7154250252,3018115
巨魔战将,49.5174255022,3267682
半人马战行者,55.2882109842,2682514
马格纳斯,47.0836021152,2866327
伐木机,48.9468023801,5112146
钢背兽,48.5966481691,3754903
巨牙海民,42.0901399296,1649258
天怒法师,46.6998592188,2153696
亚巴顿,55.9813255676,2396860
上古巨神,54.1747266611,1236560
军团指挥官,49.0661213671,10971340
工程师,46.1731696706,1719308
灰烬之灵,41.712227927,2413966
大地之灵,42.1116173782,861425
孽主,54.1322937474,1822777
恐怖利刃,49.0363305108,1607657
凤凰,51.2893491191,1515377
神谕者,42.4861082417,1118109
寒冬飞龙,46.1177054771,1369435
天穹守望者,42.9561769056,947149
