英雄,胜率,使用频率
敌法师,46.6951490508,6902278
斧王,54.7371701612,7155390
祸乱之源,43.8592973924,1082368
嗜血狂魔,51.5576437413,6289564
水晶室女,54.529195195,5170731
卓尔游侠,49.3193543834,5590501
撼地者,48.9501915461,3714249
主宰,49.686704738,7932134
米拉娜,49.7875689553,6895414
变体精灵,45.7809368444,2794637
影魔,49.7823740506,6419501
幻影长矛手,46.9885304462,2581879
帕克,41.8475794718,1621960
帕吉,53.7684367135,14109551
剃刀,44.348565793,1527046
沙王,48.0670240951,3514736
风暴之灵,47.9037322956,4029638
斯温,50.2519630863,4430014
小小,44.2043440541,2687996
复仇之魂,52.2295134958,2858516
风行者,44.6767858917,4368714
宙斯,54.4151754917,3347081
昆卡,43.6903327093,2626858
莉娜,43.2936185728,2973034
莱恩,48.3221095817,4424991
暗影萨满,50.8438562434,2396913
斯拉达,52.8668827323,5158617
潮汐猎人,52.0745835566,2030528
巫医,51.2684571793,2614633
巫妖,52.9661774896,2124384
力丸,54.7159313089,7214153
谜团,52.8939402655,2207803
修补匠,47.6188446808,4223664
狙击手,51.0589664579,11699804
瘟疫法师,57.4955392364,5561828
术士,52.9022415084,1679271
兽王,44.8409257454,670033
痛苦女王,41.8152444382,3385825
剧毒术士,50.9790187051,2214258
虚空假面,47.0232391413,3841407
冥魂大帝,56.6557984669,5407826
死亡先知,43.2008983086,1231648
幻影刺客,53.2909732069,12701410
帕格纳,45.97750312,1337341
圣堂刺客,46.9016660899,2528375
冥界亚龙,49.7576147904,3794786
露娜,54.8327606045,6312179
龙骑士,49.9978553457,2447947
戴泽,50.7665381872,2155209
发条技师,49.3854075827,1926480
拉席克,44.3153551389,883626
先知,41.8681462216,1921659
噬魂鬼,48.8890055991,4398357
黑暗贤者,49.999201168,1314419
克林克兹,45.4119863283,2716862
全能骑士,55.1825163356,3174346
魅惑魔女,41.7006862336,1152523
哈斯卡,44.2860240219,3136310
暗夜魔王,49.5439120356,1796364
育母蜘蛛,39.9873687056,858186
赏金猎人,46.4905069155,4387457
编织者,52.7259005047,6106881
杰奇洛,53.7290844295,2054271
蝙蝠骑士,43.4915854823,1052645
陈,42.255379,377533
幽鬼,56.7814909379,3178335
远古冰魄,49.8795886488,1505672
末日使者,42.956156258,1155832
熊战士,52.8636779275,3953395
裂魂人,53.4312018492,5519378
矮人直升机,44.1132455448,1331761
炼金术士,45.8744272041,2634010
祈求者,46.1543595743,7880781
沉默术士,53.3907214686,3619215
殁境神蚀者,46.6683718561,2842304
狼人,51.9182581878,1245140
酒仙,46.3710873947,684103
暗影恶魔,47.5040656373,1457951
德鲁伊,44.6227342764,1291530
混沌骑士,53.9950164476,2587311
米波,44.543490424,1871297
树精卫士,54.6569136923,2862443
食人魔魔法师,52.9979708841,4597076
不朽尸王,51.0304331173,1595203
拉比克,45.2759249206,4327101
干扰者,50.2208825357,2071463
司夜刺客,49.1162217626,3264337
娜迦海妖,46.1907864648,957678
光之守卫,50.0851348676,1591005
艾欧,37.7633252514,603816
维萨吉,45.5243115751,566438
斯拉克,50.62392215,9962541
美杜莎,50.9518809509,2435231
巨魔战将,51.6563934348,3026636
半人马战行者,56.5510107041,2755010
马格纳斯,46.7234462381,2552209
伐木机,46.4855931458,4001984
钢背兽,50.0190100166,3432401
巨牙海民,42.3240658833,1664032
天怒法师,47.4113357381,2299912
亚巴顿,56.7661688457,1612360
上古巨神,52.154327587,897960
军团指挥官,48.3067434151,9553809
工程师,51.4174702544,1880110
灰烬之灵,48.0482367238,4208246
大地之灵,41.6045471206,995795
孽主,54.8435967194,1816522
恐怖利刃,49.4457269433,1584147
凤凰,50.3633359634,1281321
神谕者,41.1373207255,803098
寒冬飞龙,46.4055018915,1229977
天穹守望者,39.7044517466,685641
