英雄,胜率,使用频率
敌法师,47.0532529518,8074989
斧王,54.7629329845,8079129
祸乱之源,43.9993774781,983098
嗜血狂魔,50.5988020825,6702799
水晶室女,54.4941605222,5262885
卓尔游侠,49.700908451,5695079
撼地者,49.2694320133,3780141
主宰,50.2482900317,8541825
米拉娜,49.2551344139,6796394
变体精灵,45.5485293679,2516775
影魔,50.337993435,7655770
幻影长矛手,46.6220456275,2761627
帕克,42.1733578676,1686892
帕吉,53.3865422365,15659660
剃刀,44.2271430963,1361908
沙王,48.7168967242,3575628
风暴之灵,47.7070240924,3708892
斯温,50.2728505354,4573383
小小,44.0364100991,2562366
复仇之魂,52.6380383153,3260055
风行者,44.8716170846,4658408
宙斯,55.3686855888,3890822
昆卡,44.0131541093,2485307
莉娜,43.5264907122,3280848
莱恩,48.276087449,4758246
暗影萨满,50.4147731038,2383954
斯拉达,52.0453649764,5810650
潮汐猎人,51.3689527024,2259501
巫医,51.2643946052,3089265
巫妖,52.4755317839,2323218
力丸,55.0841702957,7678362
谜团,53.2992818298,2350557
修补匠,48.1566943887,4566877
狙击手,51.0936052245,11540499
瘟疫法师,56.517919199,6047229
术士,52.4685989236,1622317
兽王,45.2911734084,648325
痛苦女王,41.5204587333,3404854
剧毒术士,51.3204089288,2076743
虚空假面,47.870424151,3741191
冥魂大帝,56.7196182346,5913580
死亡先知,42.9393227794,1367383
幻影刺客,53.762517868,13660573
帕格纳,45.3763968021,1427815
圣堂刺客,46.9232435896,2709233
冥界亚龙,49.1189029971,3747374
露娜,54.812201821,6743223
龙骑士,49.7176200519,2320101
戴泽,50.7102037339,2347425
发条技师,49.395700931,1965914
拉席克,44.4629734849,1001431
先知,42.1997889902,2118385
噬魂鬼,49.1829798239,5034331
黑暗贤者,49.6886820535,1377370
克林克兹,45.1671413704,3168994
全能骑士,54.9115238,2993969
魅惑魔女,41.8958721581,1166566
哈斯卡,43.8980132627,3070713
暗夜魔王,49.3990086963,1671738
育母蜘蛛,39.0913631308,854951
赏金猎人,46.1678955051,4943015
编织者,52.4438225106,7090429
杰奇洛,53.3643505018,2064663
蝙蝠骑士,43.0413737094,1020769
陈,41.7136210907,425590
幽鬼,56.8442898767,3297223
远古冰魄,49.7369671001,1505325
末日使者,42.7427241041,1471537
熊战士,52.6082142805,3937119
裂魂人,53.6429899111,5440737
矮人直升机,44.3045624944,1191322
炼金术士,46.4010759636,2711616
祈求者,46.5019489334,10155555
沉默术士,53.0293385694,4379900
殁境神蚀者,47.8954021686,2893712
狼人,51.4700802358,1172419
酒仙,46.9305287836,726819
暗影恶魔,47.0987596508,1590923
德鲁伊,45.5764482324,2119722
混沌骑士,53.9062688174,2823180
米波,43.6997528127,2013048
树精卫士,54.4448571044,3074902
食人魔魔法师,52.5601758069,4770688
不朽尸王,51.3122643985,1604669
拉比克,45.5086455384,4621401
干扰者,50.2835514374,2481384
司夜刺客,48.6434544778,3611637
娜迦海妖,45.5283825382,1028185
光之守卫,49.8262615449,1815948
艾欧,36.3587225131,604969
维萨吉,44.4706951094,623053
斯拉克,49.6784155554,10601570
美杜莎,50.5407431636,2470304
巨魔战将,51.9899190776,4007173
半人马战行者,56.7312072743,3037984
马格纳斯,46.9401564644,3008863
伐木机,46.4550596331,3718906
钢背兽,49.5333585445,3477295
巨牙海民,42.4322526296,1524192
天怒法师,47.3601630158,2502825
亚巴顿,56.881971075,1899187
上古巨神,51.641696973,1028113
军团指挥官,48.5948412673,10022035
工程师,52.7073348794,2139558
灰烬之灵,48.7682549314,4996732
大地之灵,41.6244761093,1211369
孽主,54.7445336643,1798554
恐怖利刃,49.752556478,1672907
凤凰,50.2862237164,1273130
神谕者,40.9173891176,789327
寒冬飞龙,46.4431374129,1241150
天穹守望者,39.5348320992,675756
