英雄,胜率,使用频率
敌法师,46.7269567578,7427644
斧王,54.7241720117,7693708
祸乱之源,43.8623969335,1144771
嗜血狂魔,51.5179058974,6737473
水晶室女,54.5264116362,5543939
卓尔游侠,49.3386538825,5981588
撼地者,48.9733390655,3965915
主宰,49.6827667411,8486027
米拉娜,49.7551341012,7373832
变体精灵,45.7619043924,2963843
影魔,49.8044577915,6901579
幻影长矛手,46.957832418,2756620
帕克,41.8540315485,1728579
帕吉,53.7521389814,15190642
剃刀,44.3453250105,1609394
沙王,48.0520919464,3745531
风暴之灵,47.8734184728,4279803
斯温,50.2588746009,4741678
小小,44.192199937,2852259
复仇之魂,52.2357812202,3073154
风行者,44.649011375,4662587
宙斯,54.4409988821,3579161
昆卡,43.6884166496,2777029
莉娜,43.2802408436,3190784
莱恩,48.3107016165,4761533
暗影萨满,50.8071072337,2567131
斯拉达,52.8659923622,5543490
潮汐猎人,52.0187731408,2180136
巫医,51.2317316819,2860485
巫妖,52.9321741396,2303325
力丸,54.7339587859,7741808
谜团,52.8969754133,2357942
修补匠,47.6879623349,4509853
狙击手,51.0511519981,12461566
瘟疫法师,57.4708447748,5985548
术士,52.8414717224,1786451
兽王,44.8403564621,707733
痛苦女王,41.8186510029,3638807
剧毒术士,50.9788780765,2344010
虚空假面,47.0487163516,4076311
冥魂大帝,56.6386618925,5802344
死亡先知,43.1768789298,1327032
幻影刺客,53.3070685908,13595666
帕格纳,45.8968036964,1429276
圣堂刺客,46.8975738508,2703626
冥界亚龙,49.6978390751,4048174
露娜,54.8976005402,6797155
龙骑士,49.9720544161,2597906
戴泽,50.7588951398,2308817
发条技师,49.3514077876,2049670
拉席克,44.2979838246,938212
先知,41.8560901671,2063014
噬魂鬼,48.8722200317,4730045
黑暗贤者,49.981154584,1414137
克林克兹,45.3465573931,2960765
全能骑士,55.1746316341,3375448
魅惑魔女,41.6716983753,1223905
哈斯卡,44.2246890176,3339015
暗夜魔王,49.5232778574,1900583
育母蜘蛛,39.9946938681,908383
赏金猎人,46.4240427269,4767213
编织者,52.7330859932,6591194
杰奇洛,53.7009449522,2193021
蝙蝠骑士,43.4447684154,1119785
陈,42.214544852,404363
幽鬼,56.7560697144,3387021
远古冰魄,49.8627904715,1604116
末日使者,42.9195348659,1230011
熊战士,52.8263811231,4214559
裂魂人,53.4341600903,5893872
矮人直升机,44.1200007988,1402024
炼金术士,45.8961457871,2797614
祈求者,46.1464598852,8521009
沉默术士,53.3722053291,3908555
殁境神蚀者,46.761180868,3032278
狼人,51.9183744097,1317626
酒仙,46.380046517,725327
暗影恶魔,47.5859250262,1570788
德鲁伊,44.8475680449,1440446
混沌骑士,53.9699485235,2770779
米波,44.5804369278,2005503
树精卫士,54.6680517537,3067918
食人魔魔法师,52.9655262674,4935903
不朽尸王,51.040812041,1690555
拉比克,45.2858476746,4630928
干扰者,50.2107512292,2228694
司夜刺客,49.0874239711,3495380
娜迦海妖,46.1270616684,1025565
光之守卫,50.0385890844,1702554
艾欧,37.6446854745,642428
维萨吉,45.4132997426,616042
斯拉克,50.603065554,10688639
美杜莎,50.9383638863,2590040
巨魔战将,51.6484879391,3321923
半人马战行者,56.5273909513,2935568
马格纳斯,46.7175081394,2726252
伐木机,46.4691898738,4238574
钢背兽,49.9797852784,3658225
巨牙海民,42.3330554815,1756332
天怒法师,47.3977644763,2470741
亚巴顿,56.7543780518,1729308
上古巨神,52.1021979971,975479
军团指挥官,48.3181809301,10236000
工程师,51.4846226198,2012599
灰烬之灵,48.0606935342,4602599
大地之灵,41.6144826505,1071848
孽主,54.9026754484,1945244
恐怖利刃,49.4505056632,1681455
凤凰,50.3411069459,1369805
神谕者,41.1242492931,855860
寒冬飞龙,46.4069024367,1318375
天穹守望者,39.6970569316,726011
