英雄,胜率,使用频率
敌法师,46.9479380367,7871236
斧王,54.7105504198,7893430
祸乱之源,43.9057119812,976964
嗜血狂魔,50.826633037,6629060
水晶室女,54.4583826721,5263781
卓尔游侠,49.6148266457,5695098
撼地者,49.2192044934,3764494
主宰,50.1138969416,8450183
米拉娜,49.3233869291,6905276
变体精灵,45.5299430952,2589061
影魔,50.2205986358,7451542
幻影长矛手,46.6837685294,2710426
帕克,42.1169951877,1666154
帕吉,53.4759896535,15528743
剃刀,44.229459915,1361545
沙王,48.4152649307,3596374
风暴之灵,47.64396242,3744762
斯温,50.2514604951,4535106
小小,43.9963612665,2577820
复仇之魂,52.5287851409,3185324
风行者,44.7345274759,4561376
宙斯,55.1493283532,3711251
昆卡,43.924208489,2484236
莉娜,43.429150614,3218313
莱恩,48.2520983655,4719745
暗影萨满,50.4598684315,2382638
斯拉达,52.2688655672,5742870
潮汐猎人,51.4232578011,2228233
巫医,51.2321880311,3052091
巫妖,52.5138855515,2326339
力丸,55.0509204723,7613048
谜团,53.1805030723,2303645
修补匠,48.0818268691,4513383
狙击手,51.0857321875,11504034
瘟疫法师,56.8165571095,6075215
术士,52.5655057808,1623559
兽王,45.1069688791,639859
痛苦女王,41.570903687,3488387
剧毒术士,51.2327084265,2072469
虚空假面,47.680943611,3726451
冥魂大帝,56.638155295,5827967
死亡先知,42.923268464,1349380
幻影刺客,53.5863821147,13418941
帕格纳,45.4067494953,1406357
圣堂刺客,46.8402842032,2680336
冥界亚龙,49.2036517399,3765438
露娜,55.0468329313,6902408
龙骑士,49.7134789576,2345901
戴泽,50.6968513483,2293172
发条技师,49.2887041201,1966903
拉席克,44.4137308806,990876
先知,42.0480926286,2069340
噬魂鬼,49.0734660856,4934304
黑暗贤者,49.8294760315,1403615
克林克兹,45.1274717514,3115200
全能骑士,54.9260435184,3022994
魅惑魔女,41.7121221064,1152044
哈斯卡,43.8668421171,3064873
暗夜魔王,49.3676344379,1672055
育母蜘蛛,39.2621430164,843036
赏金猎人,46.1135685018,4867177
编织者,52.6145875605,7082226
杰奇洛,53.4332767245,2065636
蝙蝠骑士,43.0650947731,1022970
陈,41.8053077663,413658
幽鬼,56.7703033073,3275193
远古冰魄,49.7316303656,1497934
末日使者,42.6871305294,1349566
熊战士,52.6136580595,3917804
裂魂人,53.5303196517,5425656
矮人直升机,44.2115669961,1205689
炼金术士,46.1862251426,2579308
祈求者,46.3769628007,9613495
沉默术士,53.0811295817,4252937
殁境神蚀者,47.5750561357,2884974
狼人,51.6021815048,1169468
酒仙,46.750046567,703287
暗影恶魔,47.5010671882,1635138
德鲁伊,45.5328688587,1990349
混沌骑士,53.8571199413,2761659
米波,43.988786012,2033175
树精卫士,54.5443713636,3038187
食人魔魔法师,52.6402116751,4854232
不朽尸王,51.2364178876,1595941
拉比克,45.48517089,4609953
干扰者,50.2788672681,2419072
司夜刺客,48.7066866546,3558805
娜迦海妖,45.6307137289,1025053
光之守卫,49.7889304338,1745633
艾欧,36.4492129324,598932
维萨吉,44.4594812729,613309
斯拉克,49.9311904097,10556668
美杜莎,50.6455663073,2487351
巨魔战将,51.8213555847,3799615
半人马战行者,56.6474168606,2983753
马格纳斯,46.8839197256,2918041
伐木机,46.3989323065,3690947
钢背兽,49.6043235841,3475820
巨牙海民,42.3800734038,1533709
天怒法师,47.3018222391,2470093
亚巴顿,56.7922442394,1830794
上古巨神,51.668451282,1016092
军团指挥官,48.4680658989,9947360
工程师,52.6720795859,2085997
灰烬之灵,48.823674987,5095403
大地之灵,41.6133246355,1177308
孽主,54.9982872618,1856676
恐怖利刃,49.6182694636,1626802
凤凰,50.2658014185,1276705
神谕者,40.8654119736,790791
寒冬飞龙,46.4586983026,1254101
天穹守望者,39.5196856168,668229
