英雄,胜率,使用频率
敌法师,47.2841462191,8339569
斧王,52.4460339457,8794093
祸乱之源,45.6736836242,1885195
嗜血狂魔,50.2925341778,7749180
水晶室女,55.1158859656,5235017
卓尔游侠,50.4123388702,8192776
撼地者,49.8529042916,4581031
主宰,50.0512856806,10767138
米拉娜,51.8334216099,8741470
变体精灵,47.6140136869,4393990
影魔,47.719897155,5144439
幻影长矛手,45.3192032532,2808571
帕克,44.0738569868,2057544
帕吉,52.9589644014,15911648
剃刀,45.2734099589,2605483
沙王,49.5379879364,5198782
风暴之灵,49.2841213171,5626512
斯温,54.4801150791,8232947
小小,44.9572465521,3510711
复仇之魂,52.0751925144,3123662
风行者,45.1363112876,4993607
宙斯,54.2812226125,4565273
昆卡,47.3420037593,4884958
莉娜,44.2902802102,3426000
莱恩,47.7578797789,5604472
暗影萨满,52.5900755002,3280387
斯拉达,51.3760585692,5220490
潮汐猎人,50.5468993539,2624066
巫医,49.8660117893,3281632
巫妖,54.569284472,2667387
力丸,54.2221596924,8749598
谜团,51.8480039132,2242663
修补匠,47.5332476395,5249696
狙击手,51.8166923164,11239878
瘟疫法师,54.5645352374,4996960
术士,55.6131532326,2296196
兽王,46.3622840629,846369
痛苦女王,42.1720846658,2541098
剧毒术士,51.4731139223,2630618
虚空假面,47.1378584593,5503449
冥魂大帝,55.8511918523,6315380
死亡先知,46.7686586733,1937276
幻影刺客,52.1180856992,15471069
帕格纳,46.4940410936,1756866
圣堂刺客,45.2870166958,2525428
冥界亚龙,48.7928917382,3380517
露娜,54.7097500277,5013196
龙骑士,49.3007734613,2494113
戴泽,51.7181159502,2654070
发条技师,50.6445113769,2170016
拉席克,45.6243231077,897484
先知,41.0036149757,3266412
噬魂鬼,49.0551973967,5547508
黑暗贤者,49.5748043632,1453331
克林克兹,45.6196784883,3577226
全能骑士,59.7680805502,4869708
魅惑魔女,40.0124521228,1353986
哈斯卡,45.8496602348,4649535
暗夜魔王,49.8595688941,2160490
育母蜘蛛,39.5234382069,983629
赏金猎人,45.8596334027,5519789
编织者,49.1346026927,4000128
杰奇洛,53.1437532622,2126630
蝙蝠骑士,45.0041230888,1354567
陈,42.1187959125,407977
幽鬼,54.9388508885,3985340
远古冰魄,50.3893183713,2262801
末日使者,43.4762910445,1421446
熊战士,54.1946664046,5444545
裂魂人,52.4482881055,5914500
矮人直升机,44.5809277385,1629015
炼金术士,49.0885234331,5134471
祈求者,46.7986632574,10796693
沉默术士,53.6652240999,4083693
殁境神蚀者,49.709665412,4397857
狼人,46.2080165325,1147803
酒仙,47.4989343076,830446
暗影恶魔,46.002770699,1461725
德鲁伊,39.6521306433,795816
混沌骑士,50.1307233471,2365683
米波,47.5920294963,2237299
树精卫士,53.5753603174,1542390
食人魔魔法师,54.4716118065,4895662
不朽尸王,50.7068279284,1803197
拉比克,46.1722279796,4135774
干扰者,50.9908319859,2479381
司夜刺客,50.0117896355,3850840
娜迦海妖,46.0839922857,1144367
光之守卫,50.1500884363,2053456
艾欧,37.5721374933,692601
维萨吉,44.6983812799,491067
斯拉克,51.10000022,10907816
美杜莎,51.6513780609,3163358
巨魔战将,49.4919916742,3473073
半人马战行者,55.2453500314,2782922
马格纳斯,47.3601523331,3302236
伐木机,49.0532092077,5404309
钢背兽,48.5610400468,3923285
巨牙海民,42.1124446887,1728850
天怒法师,46.7439997942,2255006
亚巴顿,55.9222278754,2492204
上古巨神,54.0086785661,1260116
军团指挥官,49.0469488331,11630960
工程师,46.2770009197,1810355
灰烬之灵,41.7657379073,2578027
大地之灵,42.1655608702,907340
孽主,54.2166371376,1856930
恐怖利刃,49.0651998139,1695603
凤凰,51.2047155139,1579128
神谕者,42.5509567351,1128212
寒冬飞龙,46.1887003108,1458164
天穹守望者,43.1045270813,1000468
