英雄,胜率,使用频率
敌法师,46.7002678033,7065634
斧王,54.7309100279,7327512
祸乱之源,43.8539454338,1101780
嗜血狂魔,51.5455366354,6433073
水晶室女,54.5282289586,5293394
卓尔游侠,49.3262291227,5715296
撼地者,48.9573023618,3794964
主宰,49.6820040108,8112052
米拉娜,49.7793632242,7046876
变体精灵,45.7794163909,2848208
影魔,49.7894479938,6576285
幻影长矛手,46.980552363,2636310
帕克,41.8403687117,1655277
帕吉,53.7634395954,14452537
剃刀,44.3473815225,1553059
沙王,48.0640496616,3589090
风暴之灵,47.8936237527,4109000
斯温,50.255370597,4530083
小小,44.2018133579,2739779
复仇之魂,52.228231774,2927007
风行者,44.6655175042,4461220
宙斯,54.4138926971,3418026
昆卡,43.6922653469,2673979
莉娜,43.2827322231,3039986
莱恩,48.3183105141,4532882
暗影萨满,50.8318249482,2451297
斯拉达,52.8654516418,5282361
潮汐猎人,52.0474064772,2076847
巫医,51.2555816326,2690745
巫妖,52.9518779881,2179460
力丸,54.7173729774,7381619
谜团,52.895195223,2255651
修补匠,47.6424885474,4315610
狙击手,51.0519987235,11948351
瘟疫法师,57.4854301857,5698597
术士,52.886755846,1713775
兽王,44.8450908387,681593
痛苦女王,41.8153302312,3465375
剧毒术士,50.9773648406,2254634
虚空假面,47.0299731973,3916766
冥魂大帝,56.6502132748,5533003
死亡先知,43.1946736922,1260160
幻影刺客,53.2879336766,12989085
帕格纳,45.9752893023,1363539
圣堂刺客,46.8923721139,2582983
冥界亚龙,49.7371479736,3877657
露娜,54.8522857065,6467519
龙骑士,49.9905005299,2494876
戴泽,50.7565826775,2204650
发条技师,49.3770506487,1964927
拉席克,44.3134647004,900733
先知,41.8683927128,1964876
噬魂鬼,48.8811773045,4501741
黑暗贤者,49.9892585261,1345253
克林克兹,45.3921577409,2790905
全能骑士,55.1778612188,3238480
魅惑魔女,41.6935019931,1175068
哈斯卡,44.2740544768,3200371
暗夜魔王,49.5286683685,1828967
育母蜘蛛,39.9832437914,873706
赏金猎人,46.4697651561,4501032
编织者,52.7262078287,6264361
杰奇洛,53.7201289086,2098852
蝙蝠骑士,43.4791842879,1073516
陈,42.2571552921,386008
幽鬼,56.7727890334,3243457
远古冰魄,49.8767010151,1536509
末日使者,42.9492435856,1178058
熊战士,52.8475874687,4038559
裂魂人,53.4269957937,5640538
矮人直升机,44.1144292389,1353675
炼金术士,45.8758485981,2684722
祈求者,46.1499198883,8085585
沉默术士,53.3884634544,3707713
殁境神蚀者,46.7040950099,2902435
狼人,51.9160254134,1267050
酒仙,46.3674698449,696732
暗影恶魔,47.5368245927,1495468
德鲁伊,44.7035261129,1341619
混沌骑士,53.9872006957,2644675
米波,44.5685731414,1914948
树精卫士,54.6700499112,2925397
食人魔魔法师,52.9858685865,4710003
不朽尸王,51.0357423733,1625018
拉比克,45.2840280602,4423489
干扰者,50.2200981305,2120645
司夜刺客,49.1134017033,3334994
娜迦海妖,46.1852483381,977639
光之守卫,50.0740421736,1625425
艾欧,37.7346975875,616112
维萨吉,45.5007422928,581307
斯拉克,50.6214457019,10192765
美杜莎,50.9471911633,2483448
巨魔战将,51.6485646109,3116681
半人马战行者,56.5467596742,2812819
马格纳斯,46.7241290675,2606574
伐木机,46.4805688015,4076923
钢背兽,50.0023246839,3505853
巨牙海民,42.3308806721,1692991
天怒法师,47.4036984783,2352481
亚巴顿,56.7593281963,1648041
上古巨神,52.1459017782,921058
军团指挥官,48.3085994068,9770453
工程师,51.442172492,1920228
灰烬之灵,48.0613623336,4328323
大地之灵,41.6165358266,1020330
孽主,54.8669470614,1858095
恐怖利刃,49.4403675745,1615346
凤凰,50.3561455448,1308875
神谕者,41.1312809979,819814
寒冬飞龙,46.4028150534,1257525
天穹守望者,39.7016861405,698459
