英雄,胜率,使用频率
敌法师,46.5422251154,7809878
斧王,54.3013694134,7678543
祸乱之源,44.2736778529,1324550
嗜血狂魔,51.4465943274,6959242
水晶室女,54.7435699724,5609035
卓尔游侠,49.2227561131,6418706
撼地者,49.2167001873,4140241
主宰,49.5101650571,8642401
米拉娜,50.3204043814,8027668
变体精灵,46.1002828435,3309958
影魔,49.4339792937,6337489
幻影长矛手,46.8538098151,2849049
帕克,42.0893799942,1861289
帕吉,53.534890883,15274248
剃刀,44.5115347453,1815298
沙王,48.5406822649,3925396
风暴之灵,48.2591339325,4604260
斯温,51.0288823399,5329035
小小,44.5123937918,2955633
复仇之魂,52.2872514077,3035543
风行者,44.911981554,4861765
宙斯,54.5060527377,3976052
昆卡,44.3734133417,3151671
莉娜,43.4394427411,3265843
莱恩,48.4036452514,4864301
暗影萨满,51.2849170975,2742317
斯拉达,53.0040147208,5607862
潮汐猎人,52.0900216417,2202226
巫医,51.1448888209,2852111
巫妖,53.2307229857,2315426
力丸,54.6375160987,8202516
谜团,52.9881784232,2440199
修补匠,47.6093346516,4480510
狙击手,51.1120526202,12858789
瘟疫法师,57.0812384995,5594318
术士,53.5822886621,1955719
兽王,45.2257798937,782222
痛苦女王,41.7644725185,3372668
剧毒术士,51.0797326614,2559152
虚空假面,46.7930137243,4423530
冥魂大帝,56.5175306278,5831879
死亡先知,43.7597459575,1355049
幻影刺客,53.3985244067,14060514
帕格纳,46.1316422392,1491421
圣堂刺客,46.7877018959,2664183
冥界亚龙,49.6663398482,4126654
露娜,54.737039758,6460026
龙骑士,50.0726671326,2772918
戴泽,51.0563305011,2385759
发条技师,49.7737450492,2132992
拉席克,44.5900775499,945069
先知,41.6183034571,2244647
噬魂鬼,48.9873093764,4938922
黑暗贤者,49.763672304,1365900
克林克兹,45.4268175355,2936325
全能骑士,56.2291146686,3774180
魅惑魔女,41.3982062135,1237271
哈斯卡,44.6303280898,3610323
暗夜魔王,49.8011989027,2066890
育母蜘蛛,40.0826533744,944910
赏金猎人,46.5802143089,5226848
编织者,52.2190895306,5723158
杰奇洛,53.8062382803,2217951
蝙蝠骑士,44.1272189231,1253367
陈,42.2436347233,399040
幽鬼,56.4999209713,3378518
远古冰魄,50.0715492006,1776400
末日使者,43.0388445931,1297967
熊战士,53.2020806757,4495655
裂魂人,53.4312552978,6057885
矮人直升机,44.2318004361,1462068
炼金术士,46.684932952,3677814
祈求者,45.900889034,8757033
沉默术士,53.626877479,3838991
殁境神蚀者,47.4261437741,3428824
狼人,52.0302984002,1446413
酒仙,46.6589076684,758689
暗影恶魔,47.0864466314,1539632
德鲁伊,43.614787102,1041367
混沌骑士,53.6568683833,2764770
米波,44.8205074459,1965569
树精卫士,54.7172137721,3236031
食人魔魔法师,53.5745399605,4971367
不朽尸王,50.9526392418,1751450
拉比克,45.3196491251,4606770
干扰者,50.3678426386,2235059
司夜刺客,49.4090499868,3627718
娜迦海妖,46.2463196667,1059347
光之守卫,50.2539641715,1780763
艾欧,38.0871958105,693359
维萨吉,47.4534368168,685198
斯拉克,51.2875663744,10994074
美杜莎,51.0061583799,2600684
巨魔战将,51.2122977609,3298942
半人马战行者,56.6467134346,2868207
马格纳斯,47.0673223772,2802456
伐木机,46.9397573903,5329218
钢背兽,49.9537667161,3625094
巨牙海民,42.3478029916,1814786
天怒法师,47.5500962314,2495547
亚巴顿,56.4811357285,1738021
上古巨神,52.5823261844,978091
军团指挥官,48.2881903506,10867359
工程师,49.8861746556,1956067
灰烬之灵,46.0624385276,3648997
大地之灵,41.8150695101,1043949
孽主,54.3617383875,1807284
恐怖利刃,49.3483286911,1681676
凤凰,50.7555623484,1413252
神谕者,41.3159272661,895703
寒冬飞龙,46.4232811934,1319142
天穹守望者,40.2213044094,777210
