英雄,胜率,使用频率
敌法师,47.2892406399,7424949
斧王,52.4371416683,7870675
祸乱之源,45.6710959578,1696434
嗜血狂魔,50.3049172208,6880228
水晶室女,55.1266419826,4682373
卓尔游侠,50.4347485903,7336194
撼地者,49.86423527,4104527
主宰,50.0444231,9619995
米拉娜,51.8462761055,7816924
变体精灵,47.5999857635,3933560
影魔,47.7124542833,4577373
幻影长矛手,45.3563554339,2515438
帕克,44.0684671793,1847659
帕吉,52.9406643697,14163109
剃刀,45.2956140724,2350700
沙王,49.5363427123,4641467
风暴之灵,49.2611704429,5051165
斯温,54.4782595538,7335774
小小,44.9647833339,3137293
复仇之魂,52.094894903,2803649
风行者,45.155421601,4469842
宙斯,54.2984948727,4097062
昆卡,47.3567884488,4389206
莉娜,44.2822393959,3063612
莱恩,47.7609243095,5024551
暗影萨满,52.6006091603,2937158
斯拉达,51.3587606488,4665796
潮汐猎人,50.4786117395,2356503
巫医,49.8679822643,2940514
巫妖,54.590427497,2430754
力丸,54.2203136194,7819798
谜团,51.8404274515,1995080
修补匠,47.5438362746,4705977
狙击手,51.8011063605,10013734
瘟疫法师,54.5798736075,4472416
术士,55.5964697316,2035426
兽王,46.3925666605,759820
痛苦女王,42.165219396,2277275
剧毒术士,51.4810132086,2345894
虚空假面,47.1340040346,4928374
冥魂大帝,55.8529271993,5675203
死亡先知,46.8673351863,1775565
幻影刺客,52.1006778523,13819087
帕格纳,46.5298367719,1572707
圣堂刺客,45.3056347799,2257302
冥界亚龙,48.7940151687,3020436
露娜,54.7017097783,4430048
龙骑士,49.3162374678,2219484
戴泽,51.7303080612,2385240
发条技师,50.6353794771,1927903
拉席克,45.661669489,803120
先知,41.0228069722,2901525
噬魂鬼,49.0643743166,4942468
黑暗贤者,49.5574500142,1300870
克林克兹,45.6760882152,3248829
全能骑士,59.7656450244,4350153
魅惑魔女,40.0098435323,1215011
哈斯卡,45.883613654,4162911
暗夜魔王,49.8752614548,1934847
育母蜘蛛,39.5244339242,880845
赏金猎人,45.8705147154,4969445
编织者,49.1477691575,3547337
杰奇洛,53.1542501571,1901165
蝙蝠骑士,44.9822457507,1204782
陈,42.0956520551,365805
幽鬼,54.9701255673,3591700
远古冰魄,50.365784696,2015940
末日使者,43.4946967765,1270548
熊战士,54.2030878909,4875820
裂魂人,52.444067411,5275100
矮人直升机,44.5734997577,1456998
炼金术士,49.0742723653,4534109
祈求者,46.8275542258,9542275
沉默术士,53.671980755,3642707
殁境神蚀者,49.7044577106,3904179
狼人,46.2136873998,1009980
酒仙,47.5007352556,744639
暗影恶魔,45.9561108471,1312944
德鲁伊,39.6432883065,709873
混沌骑士,50.1255211538,2115978
米波,47.6236974093,1988825
树精卫士,53.5748612982,1379578
食人魔魔法师,54.4603574969,4297660
不朽尸王,50.7174518905,1607843
拉比克,46.1526808618,3683461
干扰者,50.9968418012,2212337
司夜刺客,50.0144299389,3440763
娜迦海妖,46.0847681108,1021587
光之守卫,50.1494176723,1844494
艾欧,37.4268881538,611563
维萨吉,44.6492884625,438979
斯拉克,51.0767161271,9702836
美杜莎,51.6689314226,2831063
巨魔战将,49.4791006082,3098583
半人马战行者,55.261058488,2491932
马格纳斯,47.2822537131,2887466
伐木机,49.0093778619,4826260
钢背兽,48.5785180883,3511019
巨牙海民,42.1019067126,1547690
天怒法师,46.7293857551,2019162
亚巴顿,55.9700409644,2274172
上古巨神,54.0289717256,1131517
军团指挥官,49.042296533,10371843
工程师,46.2397056799,1619461
灰烬之灵,41.7626914129,2303920
大地之灵,42.1519974588,809053
孽主,54.1974880325,1668891
恐怖利刃,49.0728750699,1511285
凤凰,51.2006705888,1414876
神谕者,42.5435096106,1012420
寒冬飞龙,46.1552457764,1297053
天穹守望者,43.0722396195,893817
