英雄,胜率,使用频率
敌法师,46.8110785689,8647579
斧王,53.5106708417,8469763
祸乱之源,44.9573800759,1637849
嗜血狂魔,50.9381692628,7845386
水晶室女,54.8976638871,5765218
卓尔游侠,49.5822906441,7496241
撼地者,49.5126569272,4559519
主宰,49.6608297473,9913163
米拉娜,51.0086823903,8937055
变体精灵,46.8245224653,3977512
影魔,48.7329319927,6165336
幻影长矛手,46.2856123297,3009702
帕克,42.8683651599,2062220
帕吉,53.3145238761,16602641
剃刀,44.7807815835,2214709
沙王,49.0645905573,4628401
风暴之灵,48.8062247766,5266695
斯温,52.6423219626,6931309
小小,44.7800246054,3347238
复仇之魂,52.212661879,3192354
风行者,45.0293774329,5220674
宙斯,54.4275450385,4508311
昆卡,45.7161990485,3990043
莉娜,43.7573022672,3518599
莱恩,48.2208215647,5380489
暗影萨满,51.8555827525,3142921
斯拉达,52.5652052603,5809769
潮汐猎人,51.7468485346,2440452
巫医,50.6279073162,3151102
巫妖,53.5781427124,2419733
力丸,54.4534934541,9019526
谜团,52.7117263558,2569673
修补匠,47.5671953175,4929845
狙击手,51.3656673146,13270765
瘟疫法师,56.0072094058,5539985
术士,54.547552123,2284020
兽王,45.6861596946,860718
痛苦女王,41.9193577074,3204770
剧毒术士,51.2359965849,2819223
虚空假面,46.8712987859,5136828
冥魂大帝,56.2404524005,6189383
死亡先知,44.6941690865,1498050
幻影刺客,52.9953810585,15495758
帕格纳,46.2905979844,1674960
圣堂刺客,46.2097433752,2743772
冥界亚龙,49.3948480604,4105250
露娜,54.6826240933,6329592
龙骑士,49.8581460592,2909683
戴泽,51.3988860697,2595315
发条技师,50.1998997166,2323415
拉席克,45.0474874486,971204
先知,41.2648607114,2803281
噬魂鬼,49.0156815675,5550338
黑暗贤者,49.6665047657,1439151
克林克兹,45.366997497,3193782
全能骑士,57.8720035536,4475468
魅惑魔女,40.9170411794,1333288
哈斯卡,45.0803696407,4256458
暗夜魔王,49.8993718822,2258812
育母蜘蛛,39.9440938671,1014200
赏金猎人,46.3643277647,5748538
编织者,51.1116728798,5245338
杰奇洛,53.5724509185,2316099
蝙蝠骑士,44.7038425499,1411901
陈,42.4397438219,419708
幽鬼,55.828942685,3641072
远古冰魄,50.3153546672,2106200
末日使者,43.1977667025,1423187
熊战士,53.600615445,5147495
裂魂人,53.1228668968,6438683
矮人直升机,44.4103176917,1608383
炼金术士,47.8990022463,4836464
祈求者,46.1805225565,10280189
沉默术士,53.7007125524,4140608
殁境神蚀者,48.5034664393,4156138
狼人,50.426358184,1482439
酒仙,46.9991475264,825832
暗影恶魔,46.8034410785,1583922
德鲁伊,42.0336958767,934417
混沌骑士,52.5208693175,2773210
米波,45.9057451986,2141684
树精卫士,54.4885944912,2891629
食人魔魔法师,54.1282466324,5374800
不朽尸王,50.8175731829,1896344
拉比克,45.6521556463,4760382
干扰者,50.6074253538,2448449
司夜刺客,49.6926871128,3958669
娜迦海妖,46.2212685858,1158140
光之守卫,50.2485283141,1973417
艾欧,38.3264488755,756535
维萨吉,47.3716590334,687563
斯拉克,51.4532589063,11824734
美杜莎,51.1882383979,2911032
巨魔战将,50.5180682786,3610914
半人马战行者,56.2192345797,2949334
马格纳斯,47.4764369471,3351115
伐木机,47.8445885187,6041793
钢背兽,49.4347977398,3867642
巨牙海民,42.3459742963,1890626
天怒法师,47.3780118068,2551251
亚巴顿,55.9857515474,1948001
上古巨神,53.1468015739,1111875
军团指挥官,48.575952782,12046932
工程师,48.4737041114,2028473
灰烬之灵,43.8853594305,3166523
大地之灵,42.0261099962,1057909
孽主,54.1835027597,1838065
恐怖利刃,49.2855938246,1796667
凤凰,50.9965212326,1548537
神谕者,41.9343968862,1017909
寒冬飞龙,46.3876285839,1447401
天穹守望者,41.5949925699,910487
