英雄,胜率,使用频率
敌法师,47.2780931989,8428944
斧王,52.4788094761,8789542
祸乱之源,45.6982193065,1845910
嗜血狂魔,50.2732598521,7996418
水晶室女,55.1233490916,5250140
卓尔游侠,50.3349625486,8189423
撼地者,49.8849394492,4575417
主宰,50.0632973924,10840099
米拉娜,51.8629042596,8940234
变体精灵,47.6474819235,4432272
影魔,47.6860587718,5234381
幻影长矛手,45.2661424981,2796810
帕克,44.1036000508,2039999
帕吉,53.020627067,16178015
剃刀,45.164968662,2522176
沙王,49.546315906,5223238
风暴之灵,49.317415436,5564219
斯温,54.4269269787,8307772
小小,44.9138493167,3511870
复仇之魂,52.0481008713,3099237
风行者,45.1048214979,4982995
宙斯,54.2138685941,4519766
昆卡,47.3146311107,4782248
莉娜,44.281126946,3435231
莱恩,47.7590069323,5536541
暗影萨满,52.5595598138,3283338
斯拉达,51.439329675,5354298
潮汐猎人,50.8230035017,2586441
巫医,49.8712635966,3272967
巫妖,54.2681586425,2438288
力丸,54.2234896485,8787011
谜团,51.9101694522,2286839
修补匠,47.5054115056,5211581
狙击手,51.8471902937,11511808
瘟疫法师,54.5161751058,4992023
术士,55.6874898374,2380057
兽王,46.2797196938,835515
痛苦女王,42.1662110747,2520530
剧毒术士,51.456166763,2678196
虚空假面,47.1349276772,5452358
冥魂大帝,55.7586765293,6119123
死亡先知,46.2020167284,1733104
幻影刺客,52.0899620971,15481142
帕格纳,46.5325307026,1763534
圣堂刺客,45.1979029814,2539224
冥界亚龙,48.7281002317,3394214
露娜,54.7493135816,5358248
龙骑士,49.2874319423,2588244
戴泽,51.6994380305,2616512
发条技师,50.7015618622,2248982
拉席克,45.6335401342,911505
先知,40.9326150362,3284249
噬魂鬼,49.1018301112,5685283
黑暗贤者,49.64778243,1463584
克林克兹,45.3305504985,3357248
全能骑士,59.7802708866,4881010
魅惑魔女,40.0074963738,1352654
哈斯卡,45.7722355886,4627694
暗夜魔王,49.8265948051,2152473
育母蜘蛛,39.4588616417,982854
赏金猎人,45.8209453341,5438395
编织者,49.0944062515,4145181
杰奇洛,53.1260074272,2149659
蝙蝠骑士,45.124716066,1396011
陈,42.3239840007,406767
幽鬼,54.8633239783,3794411
远古冰魄,50.4862144418,2293741
末日使者,43.4010241573,1421266
熊战士,54.1295645915,5464317
裂魂人,52.451598783,5980893
矮人直升机,44.5918854357,1630106
炼金术士,49.2013838809,5477350
祈求者,46.7601472102,11015269
沉默术士,53.6889465139,4100073
殁境神蚀者,49.7153981299,4556365
狼人,46.2049997561,1168577
酒仙,47.4731533798,833252
暗影恶魔,46.6631516228,1589359
德鲁伊,39.5519524971,797594
混沌骑士,50.074290823,2372433
米波,47.5873765259,2249460
树精卫士,53.6193148859,1572176
食人魔魔法师,54.5690654241,5158254
不朽尸王,50.719069167,1823399
拉比克,46.2478544247,4265173
干扰者,50.9705330497,2501718
司夜刺客,50.0669605085,3917981
娜迦海妖,46.0270724405,1172410
光之守卫,50.1635710283,2030922
艾欧,38.0737356191,708667
维萨吉,44.8450062996,492891
斯拉克,51.1280077201,11064153
美杜莎,51.5838678398,3170214
巨魔战将,49.4657108538,3509055
半人马战行者,55.2724497712,2778035
马格纳斯,47.501292036,3455786
伐木机,49.1984350295,5513714
钢背兽,48.5433169063,3913068
巨牙海民,42.1173114674,1732499
天怒法师,46.7871005329,2251969
亚巴顿,55.5680236181,2262670
上古巨神,53.9569306875,1241998
军团指挥官,49.028015725,11772567
工程师,46.4421666526,1815501
灰烬之灵,41.8234861711,2611920
大地之灵,42.2819220148,940409
孽主,54.2352640016,1832129
恐怖利刃,49.0655524322,1718609
凤凰,51.1548119552,1571035
神谕者,42.6495273074,1102725
寒冬飞龙,46.2359783991,1484941
天穹守望者,43.2272303333,1006789
