英雄,胜率,使用频率
敌法师,46.9150521789,8299330
斧王,53.0102611582,8171982
祸乱之源,45.3324125578,1639198
嗜血狂魔,50.6206176582,7609516
水晶室女,54.9980846517,5335844
卓尔游侠,49.8133339047,7467880
撼地者,49.6844243581,4362504
主宰,49.7725539753,9834641
米拉娜,51.3919537604,8680353
变体精灵,47.1802810757,4011375
影魔,48.28804144,5532815
幻影长矛手,45.8808543477,2804198
帕克,43.3430092876,1974999
帕吉,53.1848507911,15801274
剃刀,44.941017041,2213775
沙王,49.2908012304,4641012
风暴之灵,49.0680557115,5147518
斯温,53.3719556851,7211023
小小,44.8969092845,3240350
复仇之魂,52.1865438895,3004033
风行者,45.0825540729,4916414
宙斯,54.329266272,4375395
昆卡,46.4015098384,4135012
莉娜,43.9615121741,3337367
莱恩,48.0622592548,5174299
暗影萨满,52.1805472973,3071018
斯拉达,52.2273503683,5442296
潮汐猎人,51.4779599789,2365152
巫医,50.3564656645,3046717
巫妖,53.7593281817,2272281
力丸,54.3942043554,8634760
谜团,52.513409768,2373270
修补匠,47.5706858026,4773837
狙击手,51.5205966385,12151546
瘟疫法师,55.3412477507,5081528
术士,55.0432328731,2268991
兽王,45.9436077678,829937
痛苦女王,41.9776413677,2757861
剧毒术士,51.3325472659,2698666
虚空假面,46.9217740911,5032233
冥魂大帝,56.025189775,5829667
死亡先知,45.1932445599,1447130
幻影刺客,52.6875977414,14854883
帕格纳,46.4337656358,1628875
圣堂刺客,45.8520772118,2538162
冥界亚龙,49.1119391173,3714948
露娜,54.8110849308,5658204
龙骑士,49.6844585965,2691089
戴泽,51.5527316534,2479469
发条技师,50.4523162539,2209516
拉席克,45.3235076165,900087
先知,41.1462538069,2873744
噬魂鬼,49.075539609,5397473
黑暗贤者,49.6237069022,1372866
克林克兹,45.3428103393,3036402
全能骑士,58.7003032198,4473982
魅惑魔女,40.5419879191,1269770
哈斯卡,45.3064921467,4211935
暗夜魔王,49.9112696448,2135684
育母蜘蛛,39.7275156903,964606
赏金猎人,46.214091995,5459298
编织者,50.2821851583,4501477
杰奇洛,53.3682492677,2155081
蝙蝠骑士,45.0009904776,1378123
陈,42.4376792857,396016
幽鬼,55.4069736904,3407923
远古冰魄,50.4216004195,2099737
末日使者,43.3036752521,1367362
熊战士,53.781421712,5020215
裂魂人,52.8935663645,5991931
矮人直升机,44.5403025906,1537457
炼金术士,48.4295401009,5024993
祈求者,46.3416699754,10190114
沉默术士,53.742713962,3921713
殁境神蚀者,49.0212578337,4191349
狼人,49.4122781212,1335921
酒仙,47.2209995142,788323
暗影恶魔,46.7311252005,1499155
德鲁伊,41.1042967181,821790
混沌骑士,51.615161141,2505880
米波,46.5700077571,2087133
树精卫士,54.3476945292,2379514
食人魔魔法师,54.4025159067,5143275
不朽尸王,50.7409485443,1812609
拉比克,45.8721490154,4344464
干扰者,50.7700575712,2368719
司夜刺客,49.8701357053,3783565
娜迦海妖,46.2082553213,1113076
光之守卫,50.2832469505,1912995
艾欧,38.4141668029,709772
维萨吉,47.3932935226,617254
斯拉克,51.547895561,11108566
美杜莎,51.3307964838,2858401
巨魔战将,49.9983744062,3414137
半人马战行者,55.940405894,2751950
马格纳斯,47.6027031131,3292500
伐木机,48.3163884348,5864892
钢背兽,49.0599983696,3680100
巨牙海民,42.3064782516,1745579
天怒法师,47.2387935316,2333853
亚巴顿,55.6620075303,1901640
上古巨神,53.4391582608,1097347
军团指挥官,48.7187788916,11566934
工程师,47.6304625467,1864309
灰烬之灵,42.5272254124,2749086
大地之灵,42.192283019,983623
孽主,54.1961615147,1738863
恐怖利刃,49.1661053675,1676171
凤凰,51.112756653,1488196
神谕者,42.2471745149,994431
寒冬飞龙,46.3827638492,1423891
天穹守望者,42.3621822621,904401
