英雄,胜率,使用频率
敌法师,46.8076203909,8054180
斧王,53.4077184828,7856855
祸乱之源,45.0313672767,1532967
嗜血狂魔,50.877084374,7301293
水晶室女,54.9290974279,5313559
卓尔游侠,49.6061808506,7011721
撼地者,49.5566760951,4226932
主宰,49.6626616656,9252432
米拉娜,51.0804324606,8343696
变体精灵,46.8807966468,3735457
影魔,48.6530720205,5640799
幻影长矛手,46.2077606165,2784753
帕克,42.9505206037,1916333
帕吉,53.2800585834,15390030
剃刀,44.8147746052,2072475
沙王,49.1144178626,4335171
风暴之灵,48.8624871448,4910450
斯温,52.7852879829,6548497
小小,44.8212461499,3109947
复仇之魂,52.2250399517,2949183
风行者,45.053185493,4834495
宙斯,54.409133475,4207380
昆卡,45.8411412666,3757930
莉娜,43.7907963522,3260555
莱恩,48.2091798254,4987938
暗影萨满,51.9197147179,2927909
斯拉达,52.5283545915,5372763
潮汐猎人,51.711157029,2265397
巫医,50.5878617815,2922966
巫妖,53.6228040003,2235713
力丸,54.4539015813,8392956
谜团,52.6902583355,2375980
修补匠,47.563118122,4563824
狙击手,51.383693789,12250326
瘟疫法师,55.872610237,5083140
术士,54.6542553191,2137936
兽王,45.7472812531,801840
痛苦女王,41.925941329,2914284
剧毒术士,51.2554277589,2623090
虚空假面,46.8777246876,4787246
冥魂大帝,56.2003219622,5727380
死亡先知,44.7899544299,1389508
幻影刺客,52.9570907505,14401790
帕格纳,46.3032104401,1556391
圣堂刺客,46.1607142857,2528960
冥界亚龙,49.3626899506,3783088
露娜,54.7184138498,5807672
龙骑士,49.8442012619,2694181
戴泽,51.4421386811,2403687
发条技师,50.2652116359,2156014
拉席克,45.0828374856,894764
先知,41.2310375843,2638311
噬魂鬼,49.0296079981,5177959
黑暗贤者,49.6452217768,1331677
克林克兹,45.354673338,2959512
全能骑士,58.0452010413,4196452
魅惑魔女,40.8547122321,1232017
哈斯卡,45.1174452793,3983089
暗夜魔王,49.9309930564,2097615
育母蜘蛛,39.9294077263,938063
赏金猎人,46.3476950217,5348814
编织者,50.9286083857,4741019
杰奇洛,53.5483991867,2134540
蝙蝠骑士,44.7759973839,1321056
陈,42.4801484383,387501
幽鬼,55.7312071999,3363602
远古冰魄,50.3403305518,1972641
末日使者,43.2050298686,1323295
熊战士,53.6393773977,4804929
裂魂人,53.0902308798,5950413
矮人直升机,44.4550409542,1491057
炼金术士,48.0004836137,4598712
祈求者,46.1887907858,9608827
沉默术士,53.7164709713,3827206
殁境神蚀者,48.6095925448,3911767
狼人,50.3066681884,1375591
酒仙,47.0525548704,765714
暗影恶魔,46.8056832241,1471911
德鲁伊,41.8078509104,847061
混沌骑士,52.3633049842,2550221
米波,46.0116006035,1987138
树精卫士,54.4610564279,2632437
食人魔魔法师,54.1956587438,5009702
不朽尸王,50.7826744949,1755008
拉比克,45.6857809509,4383528
干扰者,50.64218027,2271792
司夜刺客,49.7411598326,3674082
娜迦海妖,46.2282371538,1077984
光之守卫,50.2740704005,1834930
艾欧,38.3845860944,703832
维萨吉,47.4842135972,637574
斯拉克,51.5067473783,10960331
美杜莎,51.1914666911,2706664
巨魔战将,50.4123786519,3345954
半人马战行者,56.1947779667,2724456
马格纳斯,47.5265865269,3139184
伐木机,47.9325033152,5685257
钢背兽,49.3740761058,3581985
巨牙海民,42.3368962512,1743047
天怒法师,47.3583692441,2346789
亚巴顿,55.9065357855,1809377
上古巨神,53.1927575251,1035171
军团指挥官,48.5952604532,11230694
工程师,48.2954502854,1867238
灰烬之灵,43.5285307805,2840406
大地之灵,42.0627529146,980321
孽主,54.1760497454,1696316
恐怖利刃,49.2684781574,1659554
凤凰,51.0339321135,1437812
神谕者,41.9775764669,946684
寒冬飞龙,46.3965616413,1343897
天穹守望者,41.7190647342,849427
