英雄,胜率,使用频率
敌法师,47.2068473,7394798
斧王,52.4638880685,7974165
祸乱之源,45.7544103441,1810573
嗜血狂魔,50.4247674058,6622801
水晶室女,55.1490706907,4693109
卓尔游侠,50.7124592636,7565415
撼地者,49.9493354123,4236687
主宰,49.9996773721,9453615
米拉娜,51.8603569806,7780926
变体精灵,47.6866162462,4214692
影魔,47.729811971,4364220
幻影长矛手,45.5304590151,2576495
帕克,44.002769089,1922654
帕吉,52.8522108991,13807324
剃刀,45.4585039272,2514744
沙王,49.5203023485,4523787
风暴之灵,49.210123872,4963753
斯温,54.5881280213,7222924
小小,45.0103648457,3166955
复仇之魂,52.263133936,2884341
风行者,45.1611021094,4559003
宙斯,54.4380888062,4258511
昆卡,47.5734541143,4700962
莉娜,44.3073608429,3129234
莱恩,47.8000892528,5122526
暗影萨满,52.677576254,2984042
斯拉达,51.2816852549,4511365
潮汐猎人,50.2935944494,2421197
巫医,49.9138004785,3004077
巫妖,54.7073739772,2417420
力丸,54.233919132,8020276
谜团,51.879431144,1940667
修补匠,47.539331798,4805463
狙击手,51.7271307858,9845288
瘟疫法师,54.7438671678,4503425
术士,55.5356280721,1866211
兽王,46.4629659792,773586
痛苦女王,42.1449865985,2352714
剧毒术士,51.4838049436,2268964
虚空假面,47.1568287411,5103210
冥魂大帝,55.895194348,5664580
死亡先知,46.8904428802,1813538
幻影刺客,52.1934862876,14253930
帕格纳,46.3908176914,1562570
圣堂刺客,45.2562365064,2184837
冥界亚龙,48.9028110557,3055080
露娜,54.7855512717,4284031
龙骑士,49.3748850724,2197036
戴泽,51.749914152,2527724
发条技师,50.5290402352,1847213
拉席克,45.6059413177,815442
先知,41.1017931443,2928989
噬魂鬼,48.9617837232,4759124
黑暗贤者,49.4521442225,1277526
克林克兹,45.6920767042,3311526
全能骑士,59.9070177369,4533983
魅惑魔女,39.8922766992,1235016
哈斯卡,46.0672950749,4320970
暗夜魔王,49.9072881077,2014844
育母蜘蛛,39.6029899264,886577
赏金猎人,45.9113411679,5254547
编织者,49.182558426,3498354
杰奇洛,53.2708029269,1818422
蝙蝠骑士,44.8519691333,1170972
陈,41.7832082577,369110
幽鬼,55.0279310905,3584178
远古冰魄,50.3564804277,2064910
末日使者,43.428872919,1309684
熊战士,54.4435319231,4897298
裂魂人,52.5341809958,5206475
矮人直升机,44.543204389,1475857
炼金术士,48.8915799806,4379883
祈求者,46.7561351849,9283787
沉默术士,53.6648261156,3547126
殁境神蚀者,49.7228075492,3847327
狼人,46.310276716,1038357
酒仙,47.536331283,740684
暗影恶魔,45.7118540911,1390018
德鲁伊,39.8512618202,717099
混沌骑士,50.2960643796,2158821
米波,47.6176762732,1979286
树精卫士,53.5261521009,1353983
食人魔魔法师,54.3369655265,4003917
不朽尸王,50.6993047022,1572276
拉比克,46.0971595972,3551785
干扰者,51.0005763467,2179244
司夜刺客,50.0234270135,3472487
娜迦海妖,46.1045601424,1027753
光之守卫,50.1670218458,1939866
艾欧,36.9840221155,616039
维萨吉,44.3922639363,439500
斯拉克,51.0073899203,9634204
美杜莎,51.70986221,2859207
巨魔战将,49.605765986,3049331
半人马战行者,55.3129909962,2550936
马格纳斯,46.8358923977,2532436
伐木机,48.8148098761,4784591
钢背兽,48.6159107624,3576070
巨牙海民,42.0337950669,1556381
天怒法师,46.6605353727,2040896
亚巴顿,56.0050737379,2288648
上古巨神,54.2795237428,1205987
军团指挥官,49.0450445923,10347080
工程师,45.9576302243,1626348
灰烬之灵,41.6000802303,2173741
大地之灵,41.8975932734,806822
孽主,54.2612585688,1803493
恐怖利刃,49.0491063216,1527563
凤凰,51.3282252462,1440983
神谕者,42.4551205122,1125737
寒冬飞龙,46.0213050772,1257259
天穹守望者,42.9327295703,900574
