英雄,胜率,使用频率
敌法师,47.0449024585,7843379
斧王,54.7521705997,7840575
祸乱之源,44.0015544736,954664
嗜血狂魔,50.6115323943,6512247
水晶室女,54.4896507944,5111745
卓尔游侠,49.6982622781,5540242
撼地者,49.2685901533,3674889
主宰,50.2357048439,8288332
米拉娜,49.2524385738,6620058
变体精灵,45.5359286082,2449580
影魔,50.3353383196,7429810
幻影长矛手,46.6274466095,2682641
帕克,42.1823012918,1640131
帕吉,53.3889084539,15231276
剃刀,44.2300941198,1321720
沙王,48.7002078332,3473940
风暴之灵,47.6915576872,3597924
斯温,50.2827771708,4445373
小小,44.0421370817,2489114
复仇之魂,52.6417190968,3167710
风行者,44.8561308473,4520566
宙斯,55.3634858998,3770160
昆卡,44.0032734744,2412116
莉娜,43.5197994053,3185727
莱恩,48.2746035279,4627690
暗影萨满,50.4104563391,2318517
斯拉达,52.0630398677,5646522
潮汐猎人,51.3530061615,2195075
巫医,51.2565065108,3006988
巫妖,52.4753613093,2262397
力丸,55.0827083439,7466659
谜团,53.2849557708,2280396
修补匠,48.1629834161,4433629
狙击手,51.0951537566,11207650
瘟疫法师,56.5389382573,5884778
术士,52.4700232794,1572637
兽王,45.2760913743,628886
痛苦女王,41.5240315637,3326729
剧毒术士,51.3080723732,2014835
虚空假面,47.8516671699,3633073
冥魂大帝,56.715055654,5744420
死亡先知,42.9337433877,1329905
幻影刺客,53.7587726206,13264423
帕格纳,45.345053398,1386568
圣堂刺客,46.9201811835,2632249
冥界亚龙,49.1185579563,3642497
露娜,54.8463643857,6584183
龙骑士,49.707914577,2254991
戴泽,50.7050070119,2277566
发条技师,49.3739418856,1909647
拉席克,44.4683626205,973690
先知,42.181040322,2055056
噬魂鬼,49.1777562914,4888879
黑暗贤者,49.7056699924,1340672
克林克兹,45.1485256329,3085629
全能骑士,54.908510544,2911647
魅惑魔女,41.87147982,1130624
哈斯卡,43.8836923044,2983156
暗夜魔王,49.3952684005,1622538
育母蜘蛛,39.1149000869,828720
赏金猎人,46.1538605291,4815985
编织者,52.4537514821,6897194
杰奇洛,53.3742579036,2005804
蝙蝠骑士,43.029832695,992200
陈,41.7036313241,413458
幽鬼,56.835905599,3202041
远古冰魄,49.7269857433,1461279
末日使者,42.7278547747,1419753
熊战士,52.6095051435,3822583
裂魂人,53.6405911021,5284705
矮人直升机,44.2878152697,1155241
炼金术士,46.3817435692,2617642
祈求者,46.4894305502,9827380
沉默术士,53.0326474901,4253742
殁境神蚀者,47.8805024152,2810902
狼人,51.4932061493,1138088
酒仙,46.9150838831,702823
暗影恶魔,47.1471009676,1554191
德鲁伊,45.5869329587,2057390
混沌骑士,53.9005686009,2738652
米波,43.740401187,1961180
树精卫士,54.4539178884,2989761
食人魔魔法师,52.5665969336,4645334
不朽尸王,51.3100658212,1557250
拉比克,45.5013457175,4492399
干扰者,50.2806090474,2409402
司夜刺客,48.6399908784,3508175
娜迦海妖,45.5179233028,999202
光之守卫,49.8020403102,1754145
艾欧,36.3137712258,586491
维萨吉,44.4523366519,606787
斯拉克,49.7064583241,10312505
美杜莎,50.5440825837,2400279
巨魔战将,51.9754393579,3889312
半人马战行者,56.7185319306,2939861
马格纳斯,46.9388188807,2917436
伐木机,46.4457357731,3606105
钢背兽,49.538658455,3376674
巨牙海民,42.4304421198,1479056
天怒法师,47.3444205567,2431748
亚巴顿,56.8847144316,1841783
上古巨神,51.6432933838,1000430
军团指挥官,48.5835744093,9736904
工程师,52.693616712,2077597
灰烬之灵,48.7701071843,4872823
大地之灵,41.6117458806,1174267
孽主,54.7857491103,1751638
恐怖利刃,49.7390012067,1617632
凤凰,50.2909942965,1236794
神谕者,40.8984952506,767038
寒冬飞龙,46.4521146674,1207353
天穹守望者,39.5184287337,655064
