英雄,胜率,使用频率
敌法师,46.906568142,8509271
斧王,53.0548220843,8377591
祸乱之源,45.2947878947,1676290
嗜血狂魔,50.6436714807,7797922
水晶室女,54.9848623684,5485006
卓尔游侠,49.7962786765,7640830
撼地者,49.6617832499,4475828
主宰,49.7647145707,10060759
米拉娜,51.3604264318,8894270
变体精灵,47.1561350311,4097575
影魔,48.3298062422,5705835
幻影长矛手,45.9174092112,2884002
帕克,43.3069098873,2027240
帕吉,53.1985314413,16213175
剃刀,44.9337719105,2264900
沙王,49.2727179916,4740802
风暴之灵,49.0501391807,5273720
斯温,53.3182973213,7351240
小小,44.8907779884,3322453
复仇之魂,52.1927569878,3087141
风行者,45.0768824511,5051738
宙斯,54.3349780175,4483333
昆卡,46.3550986074,4216671
莉娜,43.9532673397,3425784
莱恩,48.0761156023,5306192
暗影萨满,52.1572802329,3146740
斯拉达,52.2584452692,5588247
潮汐猎人,51.4966791349,2423766
巫医,50.3749475438,3124037
巫妖,53.7476156557,2336072
力丸,54.4025481032,8857098
谜团,52.5284249824,2440195
修补匠,47.5683833447,4894686
狙击手,51.5110530797,12505881
瘟疫法师,55.4052521925,5230311
术士,55.0105688388,2320974
兽王,45.9263577143,850897
痛苦女王,41.9827681219,2858075
剧毒术士,51.3273553321,2769153
虚空假面,46.9231426214,5151750
冥魂大帝,56.0480041774,5986479
死亡先知,45.1493087961,1484005
幻影刺客,52.7167027933,15240828
帕格纳,46.4279766063,1669166
圣堂刺客,45.8962905716,2613745
冥界亚龙,49.1479395758,3827076
露娜,54.7982837891,5828188
龙骑士,49.6981227977,2766191
戴泽,51.5389396978,2543407
发条技师,50.4339423241,2265278
拉席克,45.3000521886,925489
先知,41.1652468329,2932855
噬魂鬼,49.0664752931,5529152
黑暗贤者,49.62756773,1407907
克林克兹,45.3409166697,3118768
全能骑士,58.6327492084,4572709
魅惑魔女,40.5887748825,1303826
哈斯卡,45.2892770115,4312268
暗夜魔王,49.9153896068,2192993
育母蜘蛛,39.7601366149,990814
赏金猎人,46.2213871894,5604570
编织者,50.3445485045,4653191
杰奇洛,53.3848765616,2216004
蝙蝠骑士,44.967729359,1410725
陈,42.4197136361,406825
幽鬼,55.4429310467,3499337
远古冰魄,50.4116079692,2145974
末日使者,43.2898696661,1401247
熊战士,53.7704289603,5144229
裂魂人,52.9091692295,6163495
矮人直升机,44.523659778,1577276
炼金术士,48.3918003108,5112145
祈求者,46.3317152257,10420197
沉默术士,53.7374928035,4026282
殁境神蚀者,48.9795045631,4279294
狼人,49.4902624402,1376885
酒仙,47.1976908053,808940
暗影恶魔,46.7273793966,1535757
德鲁伊,41.1951582608,847051
混沌骑士,51.7007258299,2583250
米波,46.513684376,2137328
树精卫士,54.3631832603,2471441
食人魔魔法师,54.3738143172,5270697
不朽尸王,50.7490543031,1859211
拉比克,45.8503987398,4469080
干扰者,50.7590178173,2427084
司夜刺客,49.8525221255,3879565
娜迦海妖,46.2138151984,1140845
光之守卫,50.2822588049,1960612
艾欧,38.3976114486,728475
维萨吉,47.3500477037,636219
斯拉克,51.5306074602,11409555
美杜莎,51.3316655047,2925960
巨魔战将,50.0432254389,3507194
半人马战行者,55.9610089879,2829370
马格纳斯,47.5874226614,3366690
伐木机,48.2876288466,6003167
钢背兽,49.092605706,3777575
巨牙海民,42.3023329839,1797012
天怒法师,47.2443611588,2403508
亚巴顿,55.6992365919,1948761
上古巨神,53.4089279048,1122391
军团指挥官,48.7093195868,11860837
工程师,47.7084492348,1917937
灰烬之灵,42.6307248391,2843224
大地之灵,42.1635341658,1010162
孽主,54.1910507291,1784123
恐怖利刃,49.1765638612,1722963
凤凰,51.0988521411,1526320
神谕者,42.221620221,1018824
寒冬飞龙,46.3811085575,1458057
天穹守望者,42.3084864976,924987
