英雄,胜率,使用频率
敌法师,46.5079706002,7025757
斧王,54.6114133057,7037593
祸乱之源,43.9460597205,1143561
嗜血狂魔,51.6492769095,6242372
水晶室女,54.6006905555,5178440
卓尔游侠,49.1229760394,5688043
撼地者,49.0449219113,3769430
主宰,49.514524252,7771037
米拉娜,49.9580675576,7081629
变体精灵,45.8313083098,2870337
影魔,49.6925690882,6165125
幻影长矛手,47.0326071762,2618258
帕克,41.81712004,1676433
帕吉,53.6754284964,14008870
剃刀,44.426925478,1590657
沙王,48.2306161201,3493702
风暴之灵,48.0120180415,4159746
斯温,50.2951862797,4521721
小小,44.3597631287,2688380
复仇之魂,52.2662749504,2822451
风行者,44.8324932523,4462268
宙斯,54.5210990107,3523933
昆卡,43.8307094278,2717387
莉娜,43.324656093,2990198
莱恩,48.4220164983,4442632
暗影萨满,51.0147981016,2450044
斯拉达,53.0840287272,5142170
潮汐猎人,52.1627091137,2021030
巫医,51.3262459567,2597482
巫妖,53.0902909692,2147856
力丸,54.6908318888,7379917
谜团,53.0300058835,2223164
修补匠,47.6413369397,4140142
狙击手,51.064071466,11840934
瘟疫法师,57.4216034357,5375395
术士,53.0833115981,1721477
兽王,45.0110965816,702018
痛苦女王,41.7501195061,3309454
剧毒术士,51.0200087426,2319686
虚空假面,46.8170540752,3942307
冥魂大帝,56.5998994916,5382635
死亡先知,43.4142495008,1233952
幻影刺客,53.4662437982,12775919
帕格纳,46.0403873353,1344778
圣堂刺客,46.992290883,2496784
冥界亚龙,49.7708604471,3829544
露娜,54.71504751,6043990
龙骑士,50.1290955339,2508220
戴泽,50.8862606106,2170242
发条技师,49.5315915344,1934743
拉席克,44.3919606028,875190
先知,41.8109241439,1934504
噬魂鬼,48.8945209992,4401350
黑暗贤者,49.8788570246,1276178
克林克兹,45.4425576976,2695174
全能骑士,55.4655470397,3299194
魅惑魔女,41.6209330706,1140664
哈斯卡,44.3748679686,3199996
暗夜魔王,49.6815501661,1866071
育母蜘蛛,40.0908036155,863622
赏金猎人,46.6490768336,4669743
编织者,52.6123599035,5651193
杰奇洛,53.8470851512,2064927
蝙蝠骑士,43.7842362571,1100259
陈,42.1925784564,368899
幽鬼,56.7267058933,3140891
远古冰魄,49.9077042776,1542325
末日使者,43.026453311,1172065
熊战士,53.012680376,3998383
裂魂人,53.4824174184,5579357
矮人直升机,44.1300230801,1332748
炼金术士,45.9174981252,2825657
祈求者,45.9087641676,7751472
沉默术士,53.5695189114,3568324
殁境神蚀者,46.8468001987,2935526
狼人,52.4401523599,1336310
酒仙,46.5220002089,689448
暗影恶魔,47.0368252693,1358931
德鲁伊,44.1366549773,1052812
混沌骑士,54.0391491308,2605524
米波,44.4385017901,1815500
树精卫士,54.7710557255,3072276
食人魔魔法师,53.2309050367,4529087
不朽尸王,51.0136469431,1610324
拉比克,45.2137193348,4267583
干扰者,50.3063993014,2052224
司夜刺客,49.2229267573,3285855
娜迦海妖,46.3126503409,953666
光之守卫,50.1788244361,1614153
艾欧,37.8290341893,621364
维萨吉,47.218877582,641989
斯拉克,51.0161365969,10076598
美杜莎,50.9618664316,2383543
巨魔战将,51.4988787934,3018623
半人马战行者,56.7217900726,2722437
马格纳斯,46.8656333623,2526587
伐木机,46.4805487385,4511584
钢背兽,50.1147844791,3358468
巨牙海民,42.3487656409,1685166
天怒法师,47.5459930463,2329700
亚巴顿,56.6851659253,1584568
上古巨神,52.3618003293,887882
军团指挥官,48.2042341782,9754195
工程师,50.7267333832,1829832
灰烬之灵,47.0549776736,3738172
大地之灵,41.6635416667,960000
孽主,54.5853042638,1727399
恐怖利刃,49.4789522396,1556959
凤凰,50.5708798612,1291340
神谕者,41.0944958151,807422
寒冬飞龙,46.4262643824,1209029
天穹守望者,39.7341730915,690675
