英雄,胜率,使用频率
敌法师,46.6734541956,7284929
斧王,53.7801032308,7111446
祸乱之源,44.7446155994,1346343
嗜血狂魔,51.1153512439,6576314
水晶室女,54.8494285135,4977370
卓尔游侠,49.420063552,6224820
撼地者,49.4153469766,3856903
主宰,49.5422303968,8189054
米拉娜,50.8050015528,7550855
变体精灵,46.5687549336,3264573
影魔,48.9605691288,5358365
幻影长矛手,46.5162232872,2588039
帕克,42.5682734091,1749876
帕吉,53.3690025961,14069817
剃刀,44.6815561841,1822535
沙王,48.9328479946,3809298
风暴之灵,48.6440397132,4381618
斯温,52.1355269072,5555561
小小,44.7387154854,2792588
复仇之魂,52.2746682409,2730596
风行者,45.0122406698,4463808
宙斯,54.4717226866,3805312
昆卡,45.2330640227,3208067
莉娜,43.6569316091,2992826
莱恩,48.3113851889,4526047
暗影萨满,51.6987889212,2629226
斯拉达,52.7938675487,5018026
潮汐猎人,51.9331597706,2044218
巫医,50.8172078515,2647001
巫妖,53.4944760546,2079854
力丸,54.490883235,7671197
谜团,52.8529719257,2214305
修补匠,47.5631364184,4122779
狙击手,51.28685404,11547852
瘟疫法师,56.3524458145,4796255
术士,54.2494718604,1894859
兽王,45.5458306963,731573
痛苦女王,41.8697258587,2849990
剧毒术士,51.2021957594,2401356
虚空假面,46.7882291988,4281034
冥魂大帝,56.3561543483,5304599
死亡先知,44.3766927994,1260486
幻影刺客,53.206697811,13090008
帕格纳,46.2112010126,1409444
圣堂刺客,46.4488715402,2372260
冥界亚龙,49.5406795975,3610225
露娜,54.6921037454,5591575
龙骑士,49.9794330631,2533192
戴泽,51.3070542718,2200865
发条技师,50.0720996086,1970191
拉席克,44.9046437755,839274
先知,41.3234985159,2270437
噬魂鬼,49.0128218922,4665926
黑暗贤者,49.6680947804,1219324
克林克兹,45.4035973748,2720595
全能骑士,57.3692578488,3700203
魅惑魔女,41.0695365442,1127853
哈斯卡,44.9341431951,3526363
暗夜魔王,49.9026778234,1930187
育母蜘蛛,40.0553939129,865077
赏金猎人,46.4524579934,4935530
编织者,51.4846448639,4692469
杰奇洛,53.7023331396,1988908
蝙蝠骑士,44.539029003,1197635
陈,42.3425387191,357834
幽鬼,56.052770271,3090907
远古冰魄,50.2570501422,1747908
末日使者,43.1046674044,1206345
熊战士,53.4970914711,4309567
裂魂人,53.2819944222,5534074
矮人直升机,44.3490705221,1356299
炼金术士,47.5162763467,3969564
祈求者,46.0211787862,8536561
沉默术士,53.6979853597,3505936
殁境神蚀者,48.1815395298,3441895
狼人,51.0955671731,1319271
酒仙,46.8954560351,701810
暗影恶魔,46.8816326115,1376249
德鲁伊,42.5713490389,819072
混沌骑士,53.0126554778,2430331
米波,45.4901522183,1797156
树精卫士,54.5892502248,2702010
食人魔魔法师,54.0049985579,4559315
不朽尸王,50.8494105187,1610823
拉比克,45.5147459641,4112922
干扰者,50.4744399983,2054949
司夜刺客,49.6127992744,3369441
娜迦海妖,46.2492907131,978095
光之守卫,50.304690092,1657750
艾欧,38.3028186809,652965
维萨吉,47.6680213431,614907
斯拉克,51.5029219074,10114797
美杜莎,51.1242369372,2415594
巨魔战将,50.7709428812,3061446
半人马战行者,56.4283552459,2534233
马格纳斯,47.3620654542,2710416
伐木机,47.5242211074,5181844
钢背兽,49.6556674434,3268352
巨牙海民,42.3530183212,1631768
天怒法师,47.4915884005,2216582
亚巴顿,56.1570215414,1626452
上古巨神,52.9739228213,921342
军团指挥官,48.4624204188,10189749
工程师,48.8982075597,1757046
灰烬之灵,44.3461400832,2791783
大地之灵,41.9524914101,920844
孽主,54.1407526552,1566720
恐怖利刃,49.2894734606,1529781
凤凰,50.9557392903,1308045
神谕者,41.6878548004,846779
寒冬飞龙,46.3998837394,1211072
天穹守望者,41.1301091114,751892
