英雄,胜率,使用频率
敌法师,47.2931067638,8294435
斧王,52.4453712634,8856099
祸乱之源,45.7230488847,1946784
嗜血狂魔,50.3475738224,7617950
水晶室女,55.1281880289,5248384
卓尔游侠,50.4698822286,8294206
撼地者,49.8931493926,4651354
主宰,50.0343327286,10682227
米拉娜,51.8479405873,8719355
变体精灵,47.5899827904,4503889
影魔,47.7285316859,5049267
幻影长矛手,45.4071838324,2840044
帕克,44.087161909,2105461
帕吉,52.9259884534,15735315
剃刀,45.3505886931,2713978
沙王,49.5181474525,5150227
风暴之灵,49.2834765252,5615308
斯温,54.5177182021,8173064
小小,44.99425697,3524272
复仇之魂,52.1631281399,3170293
风行者,45.1577550422,5044086
宙斯,54.3557283831,4661551
昆卡,47.4108164389,5052809
莉娜,44.3082967036,3458253
莱恩,47.7818461613,5650893
暗影萨满,52.6386472168,3314293
斯拉达,51.3410866149,5163835
潮汐猎人,50.4442687404,2669893
巫医,49.8838781272,3319788
巫妖,54.5881347581,2675074
力丸,54.2052552888,8826004
谜团,51.8549628944,2220287
修补匠,47.5507257754,5312043
狙击手,51.7830418911,11157730
瘟疫法师,54.6554956331,5021678
术士,55.6041924133,2226021
兽王,46.424226069,859702
痛苦女王,42.1684374933,2580245
剧毒术士,51.4883071457,2603898
虚空假面,47.1172739482,5596196
冥魂大帝,55.8697668452,6298734
死亡先知,46.79982144,1960125
幻影刺客,52.1045865544,15622926
帕格纳,46.4648840825,1764143
圣堂刺客,45.3163908511,2498650
冥界亚龙,48.8500467295,3396138
露娜,54.7422349717,4909995
龙骑士,49.3435607239,2482484
戴泽,51.7340371993,2728171
发条技师,50.6214908926,2129637
拉席克,45.6414600254,903135
先知,41.0670183013,3265511
噬魂鬼,49.0663217976,5470675
黑暗贤者,49.5286520293,1444156
克林克兹,45.6649588226,3617036
全能骑士,59.7789106492,4922987
魅惑魔女,39.9972556527,1370089
哈斯卡,45.9521836227,4724992
暗夜魔王,49.9056431623,2197509
育母蜘蛛,39.5215450799,992570
赏金猎人,45.8431470492,5693562
编织者,49.1598506816,3960665
杰奇洛,53.1904999217,2100909
蝙蝠骑士,44.9695976573,1341344
陈,42.0154544304,410756
幽鬼,54.9854090356,3939767
远古冰魄,50.3979323168,2275010
末日使者,43.494988392,1438660
熊战士,54.2849132483,5471476
裂魂人,52.4858359577,5883031
矮人直升机,44.5632138613,1636785
炼金术士,49.0268538754,5010450
祈求者,46.8278004163,10579079
沉默术士,53.6931040508,4040314
殁境神蚀者,49.6274628537,4330038
狼人,46.2727857321,1142985
酒仙,47.5272561755,830454
暗影恶魔,45.8242446262,1491778
德鲁伊,39.7658876291,797822
混沌骑士,50.2065029097,2393913
米波,47.6171832479,2232337
树精卫士,53.5655218047,1533955
食人魔魔法师,54.4241717802,4685894
不朽尸王,50.7568267413,1797307
拉比克,46.159810409,4061375
干扰者,51.0217748654,2466835
司夜刺客,50.0424424725,3866410
娜迦海妖,46.1163394741,1147693
光之守卫,50.1738150835,2110001
艾欧,37.3692870629,684324
维萨吉,44.585921304,492503
斯拉克,51.081712487,10847522
美杜莎,51.7038104254,3181692
巨魔战将,49.5104670652,3452066
半人马战行者,55.2743956088,2824371
马格纳斯,47.1482967679,3073216
伐木机,48.966481653,5396179
钢背兽,48.5914921592,3956421
巨牙海民,42.0878210439,1739287
天怒法师,46.7016360695,2270747
亚巴顿,55.9469904013,2504603
上古巨神,54.152409977,1299390
军团指挥官,49.0668903081,11592367
工程师,46.1883022316,1813457
灰烬之灵,41.7231774491,2557624
大地之灵,42.1058887492,908614
孽主,54.1429884957,1916322
恐怖利刃,49.057993914,1699299
凤凰,51.2861750431,1596750
神谕者,42.5181356231,1175449
寒冬飞龙,46.1167624609,1449113
天穹守望者,42.9746451705,999494
