英雄,胜率,使用频率
敌法师,47.1399142281,7732373
斧王,52.5781568749,7835811
祸乱之源,45.634788507,1615798
嗜血狂魔,50.346154394,7230733
水晶室女,55.1009695586,4848392
卓尔游侠,50.1695104346,7278313
撼地者,49.8648473985,4100550
主宰,49.982073753,9656232
米拉娜,51.7505277876,8163795
变体精灵,47.5160759067,3931038
影魔,47.82086665,4844793
幻影长矛手,45.4065872797,2539713
帕克,43.8823655539,1846874
帕吉,53.0531016874,14734786
剃刀,45.0770642059,2187851
沙王,49.4994137415,4599507
风暴之灵,49.290861338,4939443
斯温,54.1563662259,7316030
小小,44.9348616576,3110073
复仇之魂,52.1036978353,2782006
风行者,45.1112733631,4511502
宙斯,54.2452301874,4098117
昆卡,47.0583697842,4187372
莉娜,44.1821731601,3099293
莱恩,47.8767368647,4932667
暗影萨满,52.4827905056,2930795
斯拉达,51.7207269604,4946514
潮汐猎人,51.0920384381,2275973
巫医,49.9936050748,2916375
巫妖,54.0702418328,2116545
力丸,54.2893776177,8011442
谜团,52.1291353166,2135961
修补匠,47.5262927622,4614673
狙击手,51.7185439722,10722158
瘟疫法师,54.6366047687,4525995
术士,55.5419514639,2166015
兽王,46.2268752509,764711
痛苦女王,42.0917164232,2270891
剧毒术士,51.4032875632,2464926
虚空假面,47.0580472245,4857097
冥魂大帝,55.8306982262,5441904
死亡先知,45.8307329889,1443719
幻影刺客,52.2762135169,13945067
帕格纳,46.5272909699,1567753
圣堂刺客,45.3342714799,2289621
冥界亚龙,48.8223241207,3224996
露娜,54.8321382041,4972126
龙骑士,49.427420986,2397835
戴泽,51.6909389262,2340120
发条技师,50.6653523903,2057406
拉席克,45.5346936996,825856
先知,40.9898406562,2894183
噬魂鬼,49.1186471463,5131316
黑暗贤者,49.592282877,1298204
克林克兹,45.2792420374,2898507
全能骑士,59.5252974794,4349208
魅惑魔女,40.1380917834,1204706
哈斯卡,45.6311384323,4091741
暗夜魔王,49.8747503193,1954496
育母蜘蛛,39.4850026327,890723
赏金猎人,45.9580894007,4946720
编织者,49.4070300235,3854411
杰奇洛,53.1669966284,1964369
蝙蝠骑士,45.1621060081,1277374
陈,42.3715209233,368776
幽鬼,54.9760084869,3272824
远古冰魄,50.5371154686,2051328
末日使者,43.3583827141,1283731
熊战士,54.0213205808,4842551
裂魂人,52.5775755874,5444593
矮人直升机,44.6021714293,1455539
炼金术士,48.9673595147,5036506
祈求者,46.6129823467,9923568
沉默术士,53.7247562712,3674576
殁境神蚀者,49.5610195206,4092551
狼人,47.2486675478,1096287
酒仙,47.3931608889,738634
暗影恶魔,46.681425499,1410229
德鲁伊,39.9853357536,728302
混沌骑士,50.4517601876,2167411
米波,47.343535576,2010473
树精卫士,53.9282112232,1672657
食人魔魔法师,54.6219716484,4751760
不朽尸王,50.7036938217,1664076
拉比克,46.1562411714,3918391
干扰者,50.9059892255,2245115
司夜刺客,50.0456102986,3536482
娜迦海妖,46.0779315472,1053309
光之守卫,50.1964893608,1818928
艾欧,38.3443208276,647251
维萨吉,45.7551961868,469527
斯拉克,51.3710883754,10137348
美杜莎,51.4842164703,2792753
巨魔战将,49.5447949818,3169451
半人马战行者,55.4786896823,2492220
马格纳斯,47.6036242317,3153220
伐木机,48.9297621605,5278266
钢背兽,48.6454882704,3484872
巨牙海民,42.2047743896,1581731
天怒法师,47.000331279,2070762
亚巴顿,55.502508505,1907112
上古巨神,53.8069687261,1082436
军团指挥官,48.9435376025,10761339
工程师,46.7054055194,1683409
灰烬之灵,41.8385664229,2401545
大地之灵,42.325642445,876145
孽主,54.2107679853,1626841
恐怖利刃,49.0166350892,1545408
凤凰,51.1258575099,1409459
神谕者,42.6163385211,969133
寒冬飞龙,46.3222879637,1343308
天穹守望者,43.0488491939,892809
