英雄,胜率,使用频率
敌法师,46.5404724373,8134709
斧王,54.2982900197,8037929
祸乱之源,44.2625032104,1370528
嗜血狂魔,51.4501972031,7254703
水晶室女,54.7152140014,5857486
卓尔游侠,49.2296965757,6676460
撼地者,49.20656198,4319367
主宰,49.5314395523,9048459
米拉娜,50.2909366957,8367456
变体精灵,46.0771131191,3447818
影魔,49.4569019566,6690965
幻影长矛手,46.8474394771,2965859
帕克,42.0746471692,1937756
帕吉,53.5532234746,15979434
剃刀,44.4991522853,1882119
沙王,48.4899154761,4115167
风暴之灵,48.2451197567,4802322
斯温,50.9912747276,5528538
小小,44.4720511396,3083793
复仇之魂,52.2834998426,3174097
风行者,44.8825975519,5067356
宙斯,54.5068341918,4131359
昆卡,44.3648908156,3276476
莉娜,43.4336779517,3409085
莱恩,48.3880383825,5077106
暗影萨满,51.2598090685,2850551
斯拉达,53.0010001945,5877857
潮汐猎人,52.0912453547,2306090
巫医,51.1618717416,2981138
巫妖,53.2051356288,2417776
力丸,54.6416487177,8541814
谜团,52.9926240633,2542050
修补匠,47.6123868502,4692008
狙击手,51.1171198394,13409752
瘟疫法师,57.0928889751,5880601
术士,53.5512459991,2038003
兽王,45.2007692828,813745
痛苦女王,41.7515536505,3542946
剧毒术士,51.0810112957,2664542
虚空假面,46.8083549188,4604569
冥魂大帝,56.497993484,6092650
死亡先知,43.726009256,1413566
幻影刺客,53.3648418304,14650228
帕格纳,46.1341153903,1555556
圣堂刺客,46.7894357645,2785663
冥界亚龙,49.6646292629,4307770
露娜,54.7617320803,6797537
龙骑士,50.0544912667,2891289
戴泽,51.0381566186,2486908
发条技师,49.7464102565,2234909
拉席克,44.566461897,989567
先知,41.6293037379,2332972
噬魂鬼,48.9794651877,5156463
黑暗贤者,49.7876690893,1437850
克林克兹,45.4241052825,3059653
全能骑士,56.184727747,3919736
魅惑魔女,41.3883996149,1292164
哈斯卡,44.5999888068,3752270
暗夜魔王,49.7708835394,2147816
育母蜘蛛,40.0636372312,984958
赏金猎人,46.5814193403,5423435
编织者,52.2655837079,6058218
杰奇洛,53.7984648564,2318871
蝙蝠骑士,44.0880817782,1305287
陈,42.2575425222,417135
幽鬼,56.5053333522,3539050
远古冰魄,50.0651358877,1849211
末日使者,43.0375245843,1355538
熊战士,53.184984353,4677574
裂魂人,53.4189156648,6316257
矮人直升机,44.2286945726,1524811
炼金术士,46.6657792702,3793870
祈求者,45.9227016554,9139937
沉默术士,53.6049290907,4026057
殁境神蚀者,47.3871492676,3568497
狼人,52.0190901117,1502558
酒仙,46.6576209631,790799
暗影恶魔,47.1429564396,1625719
德鲁伊,43.6540721901,1111122
混沌骑士,53.6519764644,2885506
米波,44.8147012237,2060672
树精卫士,54.7265561125,3369631
食人魔魔法师,53.538112245,5215804
不朽尸王,50.9584666281,1831780
拉比克,45.3248200738,4826980
干扰者,50.3694254041,2344587
司夜刺客,49.4024954871,3796373
娜迦海妖,46.2583626395,1106708
光之守卫,50.253182337,1858147
艾欧,38.0722975129,720910
维萨吉,47.3660269157,710068
斯拉克,51.2325278233,11474386
美杜莎,51.0004314133,2725924
巨魔战将,51.2085709576,3433642
半人马战行者,56.6374188023,3022101
马格纳斯,47.0458799501,2930365
伐木机,46.9173189253,5507657
钢背兽,49.941026184,3792361
巨牙海民,42.3461058495,1892762
天怒法师,47.5424533095,2607865
亚巴顿,56.4874166854,1818559
上古巨神,52.5617054383,1023127
军团指挥官,48.2727229136,11324153
工程师,50.0170193522,2047669
灰烬之灵,46.325175196,3903914
大地之灵,41.8187745349,1098179
孽主,54.4338472384,1915075
恐怖利刃,49.3563702217,1757066
凤凰,50.7388018258,1476580
神谕者,41.3044803935,934717
寒冬飞龙,46.4296605351,1380555
天穹守望者,40.1925524947,809130
