英雄,胜率,使用频率
敌法师,46.7140756659,7252069
斧王,54.7248389989,7516563
祸乱之源,43.8543075928,1124259
嗜血狂魔,51.5303370797,6591587
水晶室女,54.5268965548,5426234
卓尔游侠,49.3333116966,5854235
撼地者,48.9652890434,3883500
主宰,49.6791665759,8306647
米拉娜,49.7672951232,7214288
变体精灵,45.7701420457,2908431
影魔,49.7979764582,6744511
幻影长矛手,46.972251662,2698540
帕克,41.8407715641,1692562
帕吉,53.7583451739,14833124
剃刀,44.3496218294,1582487
沙王,48.0638900743,3669678
风暴之灵,47.883156762,4197453
斯温,50.2524781822,4640599
小小,44.193439328,2798128
复仇之魂,52.2300623843,3003481
风行者,44.6567820432,4565947
宙斯,54.4216791162,3500401
昆卡,43.690603343,2727321
莉娜,43.2855821854,3117761
莱恩,48.3139261056,4651961
暗影萨满,50.81674474,2512168
斯拉达,52.8652874592,5416734
潮汐猎人,52.0364240976,2129689
巫医,51.2475044154,2778908
巫妖,52.9431060263,2243735
力丸,54.7272459894,7568413
谜团,52.8914104402,2309513
修补匠,47.6625128296,4416559
狙击手,51.0525530296,12214919
瘟疫法师,57.4764992417,5850024
术士,52.8659631375,1751645
兽王,44.8300812014,695185
痛苦女王,41.8202439928,3554941
剧毒术士,50.9766746424,2300715
虚空假面,47.0404326334,4000061
冥魂大帝,56.64581393,5673436
死亡先知,43.1905108807,1294451
幻影刺客,53.2983133595,13305740
帕格纳,45.9350629091,1397414
圣堂刺客,46.892014159,2645958
冥界亚龙,49.7164878622,3967555
露娜,54.8752935923,6638031
龙骑士,49.9825584703,2548515
戴泽,50.7580743023,2259607
发条技师,49.3618597869,2008101
拉席克,44.2913439296,920383
先知,41.864810861,2015872
噬魂鬼,48.8753873356,4619057
黑暗贤者,49.9885964017,1381143
克林克兹,45.3652757585,2879222
全能骑士,55.1711313458,3309943
魅惑魔女,41.683461026,1200800
哈斯卡,44.2473893708,3273253
暗夜魔王,49.528832958,1866111
育母蜘蛛,39.9762736115,891834
赏金猎人,46.4432083362,4637494
编织者,52.7332234343,6436210
杰奇洛,53.716184917,2147969
蝙蝠骑士,43.4622566796,1097267
陈,42.2282949421,395576
幽鬼,56.7622296509,3316591
远古冰魄,49.8686062463,1571612
末日使者,42.9389284463,1204718
熊战士,52.8290963587,4131761
裂魂人,53.4310169084,5772516
矮人直升机,44.1189971508,1378991
炼金术士,45.8898551063,2744149
祈求者,46.1458218028,8311240
沉默术士,53.3782292795,3811183
殁境神蚀者,46.7412518183,2969760
狼人,51.9213521371,1293360
酒仙,46.370090558,711588
暗影恶魔,47.5676355464,1534659
德鲁伊,44.7878638753,1393987
混沌骑士,53.9818982653,2710127
米波,44.5750293561,1962112
树精卫士,54.6581736588,2999330
食人魔魔法师,52.9736401999,4828375
不朽尸王,51.0378051118,1658982
拉比克,45.2883573707,4531339
干扰者,50.2119676221,2175804
司夜刺客,49.0970199404,3416576
娜迦海妖,46.1496402074,1002244
光之守卫,50.0541408599,1665101
艾欧,37.6836137568,630059
维萨吉,45.4562142155,599247
斯拉克,50.6164048427,10449707
美杜莎,50.9437396078,2538571
巨魔战将,51.6484468036,3222033
半人马战行者,56.5389678256,2876142
马格纳斯,46.7252212577,2666913
伐木机,46.4725246679,4161078
钢背兽,49.9873935142,3585456
巨牙海民,42.3341193101,1726090
天怒法师,47.4054073311,2413982
亚巴顿,56.7679823681,1689669
上古巨神,52.132760354,948958
军团指挥官,48.3108730664,10012125
工程师,51.4583443437,1967848
灰烬之灵,48.0608250345,4469607
大地之灵,41.6234392763,1046790
孽主,54.8809137319,1903578
恐怖利刃,49.4491474316,1649897
凤凰,50.3392538057,1340884
神谕者,41.1294919588,838554
寒冬飞龙,46.4091860305,1289262
天穹守望者,39.7028607333,712999
