英雄,胜率,使用频率
敌法师,47.2975792694,8501896
斧王,52.4469384677,9062733
祸乱之源,45.7159751591,1988819
嗜血狂魔,50.3405096028,7812555
水晶室女,55.1290759162,5372381
卓尔游侠,50.4600120693,8485973
撼地者,49.8904661189,4759258
主宰,50.0358100128,10941074
米拉娜,51.8481519376,8932139
变体精灵,47.5924578076,4609535
影魔,47.732794991,5182328
幻影长矛手,45.3956687467,2905764
帕克,44.0840832198,2154104
帕吉,52.9309242661,16129673
剃刀,45.3460023506,2770328
沙王,49.526725382,5271992
风暴之灵,49.283868317,5746499
斯温,54.5098717905,8372544
小小,44.9956844898,3609075
复仇之魂,52.1592056988,3242095
风行者,45.1572689212,5161096
宙斯,54.3471438,4766578
昆卡,47.4092864545,5165739
莉娜,44.3085939631,3538449
莱恩,47.7818528013,5781289
暗影萨满,52.6337003843,3391445
斯拉达,51.3389834934,5285278
潮汐猎人,50.4581260745,2728070
巫医,49.8822130343,3395537
巫妖,54.5752283452,2727230
力丸,54.2060454607,9032463
谜团,51.8564661662,2274725
修补匠,47.5511729183,5436909
狙击手,51.7831354744,11433147
瘟疫法师,54.6512942196,5140279
术士,55.6089937328,2283012
兽王,46.4174610739,879167
痛苦女王,42.1690680727,2640120
剧毒术士,51.4896724914,2667197
虚空假面,47.1213110652,5722553
冥魂大帝,55.8622024758,6436284
死亡先知,46.7872940493,1996230
幻影刺客,52.1037918985,15992385
帕格纳,46.470174116,1803970
圣堂刺客,45.3051071195,2556725
冥界亚龙,48.8434163957,3476143
露娜,54.7389980482,5031380
龙骑士,49.3488088552,2540959
戴泽,51.7338998599,2788454
发条技师,50.6247747234,2183427
拉席克,45.6506210306,923948
先知,41.0753663636,3344423
噬魂鬼,49.0641740569,5604835
黑暗贤者,49.5338283186,1477889
克林克兹,45.6509571859,3689513
全能骑士,59.7783309557,5037961
魅惑魔女,40.0000999016,1401379
哈斯卡,45.9413493292,4832579
暗夜魔王,49.9034238374,2247449
育母蜘蛛,39.5195736549,1015140
赏金猎人,45.8414821997,5816760
编织者,49.1583322445,4056470
杰奇洛,53.1823480851,2151336
蝙蝠骑士,44.9739533651,1373306
陈,42.0317174703,420147
幽鬼,54.9842659083,4029149
远古冰魄,50.4082658044,2328630
末日使者,43.4844506419,1471572
熊战士,54.2822437563,5595688
裂魂人,52.4819670618,6024254
矮人直升机,44.5703292643,1675341
炼金术士,49.03774547,5136219
祈求者,46.8301071485,10843458
沉默术士,53.6968138964,4138158
殁境神蚀者,49.6321033587,4435349
狼人,46.2700612531,1168920
酒仙,47.5157732885,849379
暗影恶魔,45.8343615781,1523632
德鲁伊,39.7599799269,817015
混沌骑士,50.2039142719,2448578
米波,47.6248578142,2286621
树精卫士,53.5643007435,1569803
食人魔魔法师,54.4275562693,4810927
不朽尸王,50.7570762377,1841162
拉比克,46.1683429303,4164321
干扰者,51.030524063,2526433
司夜刺客,50.035980888,3956267
娜迦海妖,46.1222468169,1175049
光之守卫,50.1694781722,2157800
艾欧,37.3843495151,700170
维萨吉,44.5858331433,504205
斯拉克,51.0768869946,11111333
美杜莎,51.7045164896,3256290
巨魔战将,49.5136888372,3536933
半人马战行者,55.2752902598,2888533
马格纳斯,47.1652159534,3168901
伐木机,48.9755868191,5525212
钢背兽,48.5894707823,4048126
巨牙海民,42.0932171396,1780016
天怒法师,46.7064556448,2323424
亚巴顿,55.9426904557,2552943
上古巨神,54.1309212559,1327210
军团指挥官,49.0684766616,11878339
工程师,46.1897671864,1857065
灰烬之灵,41.7323838213,2620574
大地之灵,42.1051952631,930232
孽主,54.1504761778,1958197
恐怖利刃,49.0647462176,1740704
凤凰,51.2774332982,1632414
神谕者,42.5181313416,1201097
寒冬飞龙,46.124394821,1484065
天穹守望者,42.9975139334,1022901
