英雄,胜率,使用频率
敌法师,46.9562420303,7470502
斧王,52.8132771121,7370639
祸乱之源,45.4717376475,1493807
嗜血狂魔,50.5012761129,6881836
水晶室女,55.0459578195,4754142
卓尔游侠,49.8982317987,6786501
撼地者,49.7489487236,3912149
主宰,49.8086286435,8956147
米拉娜,51.5228518023,7839141
变体精灵,47.2858199544,3666448
影魔,48.1114239631,4868827
幻影长矛手,45.7291469947,2488730
帕克,43.5066781137,1772806
帕吉,53.1142528671,14186051
剃刀,44.9681617245,2013300
沙王,49.3700643657,4245275
风暴之灵,49.1492518916,4640504
斯温,53.6057389287,6655737
小小,44.9139281731,2923140
复仇之魂,52.1685956686,2677032
风行者,45.0717064726,4376941
宙斯,54.2880201781,3937738
昆卡,46.6197670632,3804723
莉娜,44.0185652974,2984493
莱恩,48.0210087525,4657297
暗影萨满,52.2919552362,2775905
斯拉达,52.0995458523,4860313
潮汐猎人,51.3928488458,2130705
巫医,50.2430203932,2749152
巫妖,53.8505122367,2017329
力丸,54.372704999,7747001
谜团,52.4484132938,2112899
修补匠,47.5592002105,4314385
狙击手,51.5632338063,10729585
瘟疫法师,55.0626222411,4484988
术士,55.2226280856,2063913
兽王,46.0268878182,745914
痛苦女王,41.9940158153,2339500
剧毒术士,51.3666201483,2409082
虚空假面,46.951658119,4561283
冥魂大帝,55.9268407515,5208036
死亡先知,45.3726780645,1305215
幻影刺客,52.5598352048,13346992
帕格纳,46.4606472473,1469732
圣堂刺客,45.6659322072,2246550
冥界亚龙,48.9879679222,3273167
露娜,54.8932022772,4980256
龙骑士,49.6006196892,2393458
戴泽,51.6132822187,2230019
发条技师,50.5249463469,1985441
拉席克,45.3897340773,802188
先知,41.0783646869,2640424
噬魂鬼,49.0882510262,4883252
黑暗贤者,49.5918003998,1235670
克林克兹,45.3169119856,2713135
全能骑士,58.9820106651,4076860
魅惑魔女,40.3596514099,1139103
哈斯卡,45.3811113404,3818884
暗夜魔王,49.9158824691,1908639
育母蜘蛛,39.6310781029,863489
赏金猎人,46.1294729003,4860940
编织者,49.9770113889,3925857
杰奇洛,53.2968721995,1919304
蝙蝠骑士,45.0857733888,1246249
陈,42.4867313478,354972
幽鬼,55.2251925328,3047792
远古冰魄,50.4799805118,1917057
末日使者,43.3146631032,1231015
熊战士,53.8372640236,4536735
裂魂人,52.7952293107,5313446
矮人直升机,44.5642396862,1383008
炼金术士,48.6143813132,4675637
祈求者,46.3738782152,9296792
沉默术士,53.7442161941,3512177
殁境神蚀者,49.2016759321,3838103
狼人,49.0299814596,1170957
酒仙,47.2980953161,707834
暗影恶魔,46.7672774423,1356581
德鲁伊,40.746086454,723321
混沌骑士,51.2454940425,2194872
米波,46.8244317502,1888166
树精卫士,54.3023353394,2001936
食人魔魔法师,54.5439126136,4639988
不朽尸王,50.7012750063,1624541
拉比克,45.9755629118,3855533
干扰者,50.8296226123,2138623
司夜刺客,49.9371483159,3400068
娜迦海妖,46.1842870999,1005225
光之守卫,50.2607368097,1725303
艾欧,38.4274215111,635822
维萨吉,47.4748548547,536187
斯拉克,51.6098893129,9913166
美杜莎,51.3432858839,2593640
巨魔战将,49.7886150401,3050832
半人马战行者,55.8532142062,2444896
马格纳斯,47.6638629492,3002799
伐木机,48.4737528838,5288200
钢背兽,48.8891519839,3302567
巨牙海民,42.2831633479,1543858
天怒法师,47.1857426414,2053508
亚巴顿,55.5433993601,1722030
上古巨神,53.5405782184,997789
军团指挥官,48.7550151645,10391733
工程师,47.2957612457,1658341
灰烬之灵,42.0913135089,2392439
大地之灵,42.2668638764,878253
孽主,54.2099526015,1556799
恐怖利刃,49.121606572,1495059
凤凰,51.1555890219,1333346
神谕者,42.3445055492,903730
寒冬飞龙,46.3939928685,1290333
天穹守望者,42.6124708427,824836
