英雄,胜率,使用频率
敌法师,47.2893259868,8090331
斧王,52.4489347251,8651476
祸乱之源,45.7187175424,1904406
嗜血狂魔,50.3501378213,7426647
水晶室女,55.1259254634,5124460
卓尔游侠,50.4796410207,8107209
撼地者,49.8878839907,4545292
主宰,50.0313946283,10426943
米拉娜,51.8511348975,8508213
变体精灵,47.5820788599,4399854
影魔,47.7297306967,4919064
幻影长矛手,45.4115856898,2775959
帕克,44.0794161015,2057618
帕吉,52.9206908798,15345650
剃刀,45.3574191296,2657832
沙王,49.5178052307,5031162
风暴之灵,49.2778569038,5484924
斯温,54.5183210304,7978727
小小,44.9932210631,3440805
复仇之魂,52.1630169076,3100022
风行者,45.1645427328,4928355
宙斯,54.351427873,4556918
昆卡,47.4108802214,4940598
莉娜,44.3154671004,3378888
莱恩,47.7809446033,5522530
暗影萨满,52.6429066366,3237061
斯拉达,51.3435586581,5042839
潮汐猎人,50.4337038473,2612497
巫医,49.8898956783,3244196
巫妖,54.6020868905,2622658
力丸,54.2038934817,8622257
谜团,51.8579074797,2166335
修补匠,47.5436778845,5188896
狙击手,51.7845606449,10887890
瘟疫法师,54.6576783113,4904568
术士,55.5999439499,2169486
兽王,46.4099665639,840410
痛苦女王,42.1682599685,2521598
剧毒术士,51.4904289327,2540678
虚空假面,47.1120818863,5471000
冥魂大帝,55.8706502691,6164002
死亡先知,46.8144926467,1924921
幻影刺客,52.1067030603,15258344
帕格纳,46.4662420648,1724439
圣堂刺客,45.3184560976,2440776
冥界亚龙,48.8539364725,3317399
露娜,54.7466684479,4790560
龙骑士,49.3410075883,2424383
戴泽,51.7361541802,2668513
发条技师,50.6106299173,2075971
拉席克,45.6317333726,882730
先知,41.0690668534,3187752
噬魂鬼,49.0705242511,5338816
黑暗贤者,49.5260784444,1410782
克林克兹,45.6770890628,3545250
全能骑士,59.7768599251,4809535
魅惑魔女,39.9896350383,1339127
哈斯卡,45.9616011977,4619467
暗夜魔王,49.9156083763,2147725
育母蜘蛛,39.5358763767,969914
赏金猎人,45.8439134989,5570565
编织者,49.1685311882,3866050
杰奇洛,53.2025283439,2051145
蝙蝠骑士,44.9581971914,1309601
陈,41.9968592652,401180
幽鬼,54.983899875,3852144
远古冰魄,50.3832916004,2222068
末日使者,43.4884978162,1405820
熊战士,54.2902089756,5347898
裂魂人,52.4947712186,5743212
矮人直升机,44.5532530651,1599138
炼金术士,49.0239924697,4886950
祈求者,46.8283423534,10319383
沉默术士,53.6916701212,3944055
殁境神蚀者,49.6251066866,4227336
狼人,46.2729402455,1117087
酒仙,47.5102154486,811516
暗影恶魔,45.8200882072,1459971
德鲁伊,39.7844519293,778759
混沌骑士,50.201823743,2339913
米波,47.6037080028,2180473
树精卫士,53.5684319645,1498123
食人魔魔法师,54.4184329761,4562432
不朽尸王,50.7576241236,1754300
拉比克,46.1569956112,3959168
干扰者,51.0224259752,2408145
司夜刺客,50.0416393792,3777674
娜迦海妖,46.1246579583,1120843
光之守卫,50.1769090955,2062076
艾欧,37.3494066003,668605
维萨吉,44.5617617276,480937
斯拉克,51.0829836742,10586263
美杜莎,51.7110876447,3108929
巨魔战将,49.5149764041,3368599
半人马战行者,55.2802984597,2761378
马格纳斯,47.1177019736,2980018
伐木机,48.9573459716,5268670
钢背兽,48.5970133349,3866252
巨牙海民,42.0965368679,1699040
天怒法师,46.6993602796,2218782
亚巴顿,55.9611578089,2456813
上古巨神,54.1655395629,1271696
军团指挥官,49.0647148739,11311310
工程师,46.1738508109,1770357
灰烬之灵,41.72597904,2494561
大地之灵,42.1168494211,887621
孽主,54.1388446819,1875016
恐怖利刃,49.0499325708,1658777
凤凰,51.2844103706,1560794
神谕者,42.5075287781,1149921
寒冬飞龙,46.1165316369,1413762
天穹守望者,42.9764036335,976252
