英雄,胜率,使用频率
敌法师,47.2093401901,7603614
斧王,52.4652825932,8198553
祸乱之源,45.7571706002,1857864
嗜血狂魔,50.415776769,6831310
水晶室女,55.1500728211,4825524
卓尔游侠,50.7006048322,7775710
撼地者,49.9363683627,4354752
主宰,50.0042738239,9733672
米拉娜,51.8613825185,8002627
变体精灵,47.6885615509,4324039
影魔,47.7284623131,4503095
幻影长矛手,45.5235936989,2646766
帕克,44.0084781412,1975433
帕吉,52.8621606718,14215921
剃刀,45.4524412773,2579285
沙王,49.5202289181,4652844
风暴之灵,49.2170272555,5105861
斯温,54.5875957166,7434319
小小,45.0095970764,3255679
复仇之魂,52.2510519147,2963881
风行者,45.1614094317,4685321
宙斯,54.4365333622,4373471
昆卡,47.5679111406,4826859
莉娜,44.3040178748,3216153
莱恩,47.8020890704,5265500
暗影萨满,52.679163726,3067655
斯拉达,51.2929574875,4645203
潮汐猎人,50.3136365482,2488071
巫医,49.9202567851,3086783
巫妖,54.6936048225,2479853
力丸,54.2318895756,8242311
谜团,51.872967879,1997605
修补匠,47.5422100405,4940353
狙击手,51.7270371971,10135740
瘟疫法师,54.7450782215,4630440
术士,55.5309183318,1926624
兽王,46.4596986222,794551
痛苦女王,42.1442456081,2416337
剧毒术士,51.4885127875,2337904
虚空假面,47.1533953835,5241455
冥魂大帝,55.8892419753,5814441
死亡先知,46.874577017,1854389
幻影刺客,52.1878616439,14643202
帕格纳,46.3972129771,1607450
圣堂刺客,45.2619253308,2253753
冥界亚龙,48.8998307775,3140835
露娜,54.7938527733,4408427
龙骑士,49.360926241,2260146
戴泽,51.7429798358,2595096
发条技师,50.5326818138,1903857
拉席克,45.6121477976,837551
先知,41.1030156854,3010891
噬魂鬼,48.9719170825,4901307
黑暗贤者,49.4560096209,1313810
克林克兹,45.6866032946,3392767
全能骑士,59.9017598075,4657157
魅惑魔女,39.8901171621,1269352
哈斯卡,46.0624088059,4439021
暗夜魔王,49.9079034811,2069025
育母蜘蛛,39.6006467703,912225
赏金猎人,45.9097201071,5394313
编织者,49.1777353644,3600544
杰奇洛,53.2700271655,1874067
蝙蝠骑士,44.8560281846,1205479
陈,41.7780716962,379546
幽鬼,55.0192571469,3673701
远古冰魄,50.3569010935,2121316
末日使者,43.4310255075,1344700
熊战士,54.4355058997,5033755
裂魂人,52.5325816005,5357932
矮人直升机,44.5559124642,1516728
炼金术士,48.9027273975,4509317
祈求者,46.7609860754,9559715
沉默术士,53.6706391606,3650100
殁境神蚀者,49.7250662435,3955862
狼人,46.3053637533,1066492
酒仙,47.5204663155,761373
暗影恶魔,45.709923407,1425196
德鲁伊,39.8437224254,736638
混沌骑士,50.2928683976,2218744
米波,47.6250525637,2035624
树精卫士,53.5220287437,1392862
食人魔魔法师,54.345893598,4126240
不朽尸王,50.7029061517,1620700
拉比克,46.1001504742,3653782
干扰者,50.9920802136,2242611
司夜刺客,50.0235878969,3571747
娜迦海妖,46.0996627667,1056242
光之守卫,50.1626015852,1991063
艾欧,37.00136639,633055
维萨吉,44.3811065912,452073
斯拉克,51.0080771483,9911295
美杜莎,51.7172980968,2939676
巨魔战将,49.5957913604,3137736
半人马战行者,55.3092803943,2622992
马格纳斯,46.8504177877,2615204
伐木机,48.8244093506,4922802
钢背兽,48.6099426324,3675244
巨牙海民,42.0338238195,1601948
天怒法师,46.6682707426,2098820
亚巴顿,55.9897344686,2343376
上古巨神,54.274356608,1237426
军团指挥官,49.0468149825,10641166
工程师,45.9659101777,1672992
灰烬之灵,41.6134901674,2254442
大地之灵,41.9380232789,829505
孽主,54.2642045101,1849923
恐怖利刃,49.0609596306,1570646
凤凰,51.3266119857,1480953
神谕者,42.4712530082,1153512
寒冬飞龙,46.013206271,1302563
天穹守望者,42.942928994,925724
