英雄,胜率,使用频率
敌法师,46.7966241706,7154390
斧王,54.6712283769,7367120
祸乱之源,43.8363011313,1016354
嗜血狂魔,51.3931254696,6388800
水晶室女,54.4895965238,5234212
卓尔游侠,49.4255619243,5613834
撼地者,49.0148551253,3697781
主宰,49.7797338875,8097478
米拉娜,49.5816348578,6923856
变体精灵,45.6311527738,2713004
影魔,49.9072382134,6728525
幻影长矛手,46.8993695384,2584297
帕克,41.8618515141,1601943
帕吉,53.7070183972,14670928
剃刀,44.2910836035,1429019
沙王,47.9244686784,3525266
风暴之灵,47.7280017572,3906187
斯温,50.2157681847,4422107
小小,44.0706535752,2633469
复仇之魂,52.2300210117,2955017
风行者,44.5219001441,4340976
宙斯,54.5233658693,3350956
昆卡,43.6791872532,2519850
莉娜,43.2410477061,3038104
莱恩,48.2589474439,4544119
暗影萨满,50.6457410961,2390122
斯拉达,52.8023264265,5352071
潮汐猎人,51.8380713045,2100653
巫医,51.1636585935,2843016
巫妖,52.8188253965,2233111
力丸,54.7990335473,7326173
谜团,52.8614202767,2208274
修补匠,47.8436883904,4301280
狙击手,51.0313984626,11501423
瘟疫法师,57.4519373559,5791192
术士,52.7039175097,1646352
兽王,44.825145563,642849
痛苦女王,41.7748312724,3473795
剧毒术士,51.0231006613,2121541
虚空假面,47.2129705491,3744668
冥魂大帝,56.5438349505,5544035
死亡先知,43.0263937647,1285834
幻影刺客,53.269670379,12816873
帕格纳,45.6895007244,1345169
圣堂刺客,46.8140948701,2561925
冥界亚龙,49.5256740237,3776833
露娜,55.2010735252,6660673
龙骑士,49.8109132006,2392552
戴泽,50.7193148201,2175195
发条技师,49.2077248062,1929317
拉席克,44.2782918928,904791
先知,41.8216712464,1954996
噬魂鬼,48.8582544534,4565378
黑暗贤者,50.0239551787,1371311
克林克兹,45.0817223486,2908935
全能骑士,55.0237699222,3104133
魅惑魔女,41.5365035085,1138507
哈斯卡,44.0446795733,3058937
暗夜魔王,49.424093014,1721719
育母蜘蛛,39.8099288609,836108
赏金猎人,46.1771505603,4594047
编织者,52.8293229845,6534178
杰奇洛,53.5954409747,2056229
蝙蝠骑士,43.2562240041,1033338
陈,42.0283260192,388971
幽鬼,56.6520344394,3203659
远古冰魄,49.7722469747,1485820
末日使者,42.7661938056,1157634
熊战士,52.6995148257,3889736
裂魂人,53.3942226076,5454710
矮人直升机,44.1362624646,1275509
炼金术士,45.9306349308,2522826
祈求者,46.1546505262,8310350
沉默术士,53.2699631825,3816939
殁境神蚀者,46.8870220062,2827887
狼人,51.8876966298,1183188
酒仙,46.3539921169,674354
暗影恶魔,47.9229520358,1551553
德鲁伊,45.3428200983,1562598
混沌骑士,53.8728284962,2626233
米波,44.6695423048,1945771
树精卫士,54.6898822404,2878068
食人魔魔法师,52.8761443899,4738114
不朽尸王,51.0708626809,1560751
拉比克,45.3580618756,4422420
干扰者,50.2290882513,2174053
司夜刺客,48.9670707667,3352553
娜迦海妖,45.9345730962,987178
光之守卫,49.8578304066,1615676
艾欧,37.1877875196,591264
维萨吉,44.7926500568,584712
斯拉克,50.4211492675,10148777
美杜莎,50.8519736734,2439512
巨魔战将,51.6210983558,3328885
半人马战行者,56.45736521,2774483
马格纳斯,46.6935653678,2635815
伐木机,46.3600037868,3760416
钢背兽,49.8243794162,3433823
巨牙海民,42.322945533,1587054
天怒法师,47.2998919855,2347832
亚巴顿,56.7351615934,1671170
上古巨神,51.9152001604,967549
军团指挥官,48.2838213271,9612315
工程师,51.8508536848,1918331
灰烬之灵,48.4457375934,4797935
大地之灵,41.6576626486,1054159
孽主,55.1551913425,1875459
恐怖利刃,49.4435240454,1565746
凤凰,50.2468810898,1276728
神谕者,41.0719619476,800159
寒冬飞龙,46.398774309,1252518
天穹守望者,39.6986149021,668978
