英雄,胜率,使用频率
敌法师,47.0088622522,8716633
斧王,52.7180177708,8739494
祸乱之源,45.509011146,1789617
嗜血狂魔,50.4577342524,8043641
水晶室女,55.0656760451,5541975
卓尔游侠,50.0214389062,8085767
撼地者,49.7963854249,4622950
主宰,49.8623003265,10640185
米拉娜,51.6006036203,9179943
变体精灵,47.3538680206,4342376
影魔,48.0326127639,5602837
幻影长矛手,45.6385150686,2908929
帕克,43.6286113294,2089466
帕吉,53.0637650491,16598466
剃刀,45.0204178112,2424109
沙王,49.4150792306,5062566
风暴之灵,49.1709127791,5535063
斯温,53.8334542861,7964540
小小,44.9170595163,3466763
复仇之魂,52.1541237557,3160032
风行者,45.0965464455,5139806
宙斯,54.2934763993,4641961
昆卡,46.7881078496,4583124
莉娜,44.0674570264,3508782
莱恩,47.9654362394,5530301
暗影萨满,52.3801953131,3283344
斯拉达,51.9445937907,5657994
潮汐猎人,51.2345562473,2542452
巫医,50.1568696204,3262582
巫妖,53.983232945,2411634
力丸,54.3440137738,9079276
谜团,52.3306717398,2447406
修补匠,47.5444178762,5134363
狙击手,51.62139857,12366546
瘟疫法师,54.9158233258,5230487
术士,55.3372665669,2414129
兽王,46.1297073525,873474
痛苦女王,42.0183776851,2695987
剧毒术士,51.3828739826,2820539
虚空假面,46.9664953783,5421073
冥魂大帝,55.8905275793,6171527
死亡先知,45.6367608195,1610432
幻影刺客,52.4611221584,15686056
帕格纳,46.4971644936,1751010
圣堂刺客,45.5536455591,2613152
冥界亚龙,48.9317174998,3763424
露娜,54.8704891091,5691143
龙骑士,49.5486352787,2757083
戴泽,51.6347234035,2638428
发条技师,50.5588335585,2316790
拉席克,45.4359491774,939582
先知,41.0280797216,3152168
噬魂鬼,49.0965562841,5724485
黑暗贤者,49.5814080529,1457147
克林克兹,45.3296908994,3272171
全能骑士,59.1844800173,4832892
魅惑魔女,40.2429806734,1352124
哈斯卡,45.5037705923,4543318
暗夜魔王,49.8934306981,2231881
育母蜘蛛,39.5801771933,1008616
赏金猎人,46.0734940915,5699533
编织者,49.7913378353,4488116
杰奇洛,53.2780116238,2246255
蝙蝠骑士,45.0704527687,1444159
陈,42.3669669324,416964
幽鬼,55.1178602882,3673205
远古冰魄,50.4813132671,2272013
末日使者,43.3330387851,1448546
熊战士,53.929401737,5392144
裂魂人,52.7031136869,6201330
矮人直升机,44.559030192,1633808
炼金术士,48.7139402637,5497995
祈求者,46.4468291289,10949783
沉默术士,53.7479697424,4135559
殁境神蚀者,49.3293434628,4527131
狼人,48.5161523082,1330460
酒仙,47.3433380531,834073
暗影恶魔,46.6405377987,1573228
德鲁伊,40.4631195959,838833
混沌骑士,50.9754829562,2539050
米波,47.0086706367,2233054
树精卫士,54.1815959832,2186414
食人魔魔法师,54.5592909245,5346906
不朽尸王,50.6988924314,1887558
拉比克,46.0249059652,4459253
干扰者,50.8553327553,2514460
司夜刺客,49.9661348048,3990823
娜迦海妖,46.1263484525,1180798
光之守卫,50.2457799742,2044715
艾欧,38.3030616907,737599
维萨吉,47.0932389338,601133
斯拉克,51.5318068213,11536409
美杜莎,51.4127382296,3095124
巨魔战将,49.6988367963,3575470
半人马战行者,55.7422485186,2864775
马格纳斯,47.5860264895,3486368
伐木机,48.5772922124,6093240
钢背兽,48.8037506567,3903743
巨牙海民,42.2250810898,1808797
天怒法师,47.127493305,2389098
亚巴顿,55.5623546632,2109754
上古巨神,53.6752365016,1198195
军团指挥官,48.805727005,12148060
工程师,47.0756357786,1934164
灰烬之灵,41.9728241045,2741400
大地之灵,42.2527861902,1006123
孽主,54.2305374685,1845392
恐怖利刃,49.0872934442,1749467
凤凰,51.1230978878,1585080
神谕者,42.4375619181,1077027
寒冬飞龙,46.3405063773,1498527
天穹守望者,42.7340926065,986821
